Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Um, so I, I, I, I, I think it's essential that it's done",,,
A,"and I think the real trick is to avoid the you know,",,,
A,a little more attention to human psychology,,,
A,"and, whereas, people want round numbers",,,
A,"and after all, the whole reason to go over to metric is to have round numbers,  so they  don't deal with thirty seconds of an inch",,,
B,"Exactly,",,,
B,exactly.,,,
A,"and so what the exact,",,,
A,the thing that was best about metric was the thing that was most poorly represented.,,,
A,"Really, I think.",,,
B,"Well, we do have the two liter soda pop bottles.",off topic start,,Talking about soda pop
A,"Uh-huh,",,,
A,"I saw that,",,,
A,I saw that the other day.,,,
A,"I don't drink soda pop,",,,
B,Yeah.,,,
A,but  I saw a two liter soda pop bottle,,,
A,"so, yeah,",,,
A,things like that are a good start,off topic end,,
A,"and if you start expressing one liters and one kilograms and then the pounds come in the, the, you know, the odd numbers,  you know,  two point two pounds or something. I think people will start getting a sense of, gee the metric is the sensible one.",,,
B,Right.,,,
B,Yes.,,,
B,That's true.,major topic end,,
B,"Well, sure have enjoyed our talk.",closing,,
A,"Yes,",,,
A,well get back to what you're doing,,,
A,and I'll do the same.,,,
A,I enjoyed talking with you too.,,,
B,"Okay,",,,
B,God bless,,,
B,Bye-bye.,closing,,
A,Okay.,,,
A,Bye-bye.,,,
