Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,Real hard?,,,
A,Uh-huh.,,,
B,"Yeah,",,,
B,"I would think it,",,,
A,"I mean it's good because they, they try new things, you know,",,,
A,"but it's like, they'll try something",,,
A,"and then they throw it out, and get something else, you know,",,,
B,Yeah.,,,
A,and you get tired of that.,,,
B,That's typical bureaucracy though.,,,
B,"That's, that's, I think it's going to be any where you go",,,
B,"it's just worse in the bigger cities than it is in the smaller ones,",,,
A,Yeah.,,,
B,"I don't know,",,,
B,sometimes the smaller ones are just as bad.,,,
A,"Well, but they can't be though,",,,
A,they don't have as much money.,,,
B,"Yeah,",,,
A,Most of the time.,,,
B,"but the politics, the politics gets worse in the small towns sometimes.",,,
A,"Oh man, in Dallas you don't even know who's in, in administration,",,,
A,there's so many of them,,,
B,"You don't even know who to payoff, huh?",,,
A,"I mean, somebody walks in the, a classroom",,,
A,"and you don't know what they're there for, you know, when they're coming, how long they're going to be,",,,
B,"Yeah,",,,
B,"oh, how funny.",,,
A,"you know, it's just there they are",,,
A,and they're writing the whole time,,,
B,No communication whatsoever.,,,
A,No.,,,
A,"I had them walk out of my class and not say their name anything,",,,
A,"and I finally just got to where I go, okay, I'm Debbie Moore, you know, may I ask who you are and what you are in my classroom for, you know.",,,
B,Yeah.,,,
A,"Because, you know, you never know where they are going what they'll report",,,
A,"or,",,,
B,I know.,,,
A,"and they'll tell you they've written something down,",,,
A,and you hope they're telling you the truth.,,,
B,And you never see it.,,,
A,No,,,
A,huh-uh.,,,
B,That's got to be frustrating.,,,
A,"Oh, it is.",off topic end,,
B,"How long you taught, taught in Dallas schools?",,,
A,"Uh, this is my eleventh year.",,,
B,"Ugh, that's about, uh, ten too many.",,,
A,"No,",,,
A,"actually it's,",,,
A,"now my job's good, much better than a lot, because I'm Chapter One,",,,
B,Yeah.,,,
B,Uh-huh.,,,
B,Yeah.,,,
A,"and all I do is teach reading all day long,",,,
B,Oh.,,,
A,and it's just ten children at a time.,,,
B,"Oh, well, that's not bad.",,,
A,No.,,,
A,"It's good,",,,
A,"and you've got a lot of federal money, too.",,,
B,But hasn't it changed a lot over the years?,,,
A,Teaching?,,,
B,Yeah.,,,
A,"Oh, yes.",,,
B,Or working in the system.,,,
A,"Yes,",,,
A,"when I first started teaching, I remember I went to my",off topic start,,comparing teaching in the past and present
A,"and I said, okay, I want to see a curriculum guide, you know,",,,
A,so I'll know what I'm suppose to teach,,,
A,"and they go, we don't have one.",,,
A,We don't even know where one is.,,,
B,"Oh, God",,,
A,"And so I go, okay, I mean, you just, you did what you wanted to do,",,,
B,How funny.,,,
A,"and now they tell you what to teach and how long and, you know, what day, what period.",,,
B,"Yeah,",,,
B,"you don't know which is, you don't know, which is worse.",,,
A,Yeah.,,,
A,"No,",,,
A,I know which is worse.,,,
B,"Yeah,",,,
B,I guess so.,,,
B,"Yeah,",,,
B,being told what to do is worse.,,,
A,Uh-huh.,off topic end,major topic end,
B,"So, how long are we suppose to talk for?",major topic start,,about A's experience talking to people
A,"Well, you can talk for ten minutes",,,
A,but you don't have to.,,,
B,"Oh, you can?",,,
A,"Yeah,",,,
A,"and no,",,,
A,"if you talk to ten then they come on and say, oh, you've extended your limit,",,,
A,and please say good-bye within the next five seconds.,,,
B,"Oh, I haven't ever talked that long.",,,
A,"Well, you know, I hadn't either till last night, I was talking to this retired administrator from Cleveland, Ohio,",,,
B,Uh-huh .,,,
A,"and we started talking about gangs, you know.",,,
B,He lives in Cleveland?,,,
A,Yeah.,,,
B,Wow.,,,
A,"And, everybody else that I've talked to has been right around here.",,,
B,Yeah.,,,
A,"But, she was real interesting.",,,
B,Huh.,,,
A,"And then tonight this woman called,",,,
A,have you taken any incoming calls?,,,
B,yours is my second one.,,,
A,Okay.,,,
A,"So hers was the first one I got, gotten",,,
A,"and, uh, and she was telling me all her problems, you know,",,,
A,and it went over ten minutes.,,,
B,"Did she, did she, did you all not talk about the topic at all?",,,
A,"Well, yeah,",,,
A,"we did,",,,
A,but the topic was boring I thought.,,,
B,Oh.,,,
A,"What would you serve, uh, if you were having a dinner party?",,,
B,"Oh, gosh, all the other,",,,
B,"the one I talked about the other night was good,",,,
B,"it was, um, about movies, you know, what have you seen at the movies lately and stuff like that.",,,
A,"Oh yeah,",,,
A,I could go on and on about that.,,,
B,"Me, too, because we go all the time,",,,
B,"the guy I was talking to never goes,",,,
B,"he was, boy it sounds like your really up on this.",,,
B,"I said, I see at least two a week",,,
A,"Ugh, neat.",,,
B,"So, that was real good to talk about that.",,,
B,"Have you seen like, uh, SILENCE OF THE LAMBS?",minor topic start,,talking about movies
A,No.,,,
B,You've got to go see that.,,,
A,"The last one I saw was DANCES OF THE, WITH THE WOLVES, WOLVES.",,,
B,"Yeah,",,,
B,we talked about that one too.,,,
B,"And he, he said he didn't think it should have gotten all those awards, he thought it was too long",,,
B,"but I,",,,
A,"Oh, I enjoyed it.",,,
B,"I did, too.",,,
A,"I mean, it was just more for my money.",,,
B,Yeah.,,,
B,I didn't think it was too long at all.,,,
B,"Uh, he said after about the first hour he started looking at his watch.",,,
A,Huh.,,,
B,The other one you need to go see is SLEEPING WITH THE ENEMY.,,,
A,Uh-huh.,,,
B,"And, how old are your kids?",,,
A,One is eight,,,
A,and one is eleven.,,,
B,You probably don't want to take them to see SILENCE OF THE LAMBS.,,,
B,"It's, it's not, it's not too cool for kids.",,,
A,They usually pick their own.,,,
B,I bet they do.,,,
A,"You know, they've got it all figured out.",,,
B,"Yeah,",,,
B,they want to see all the horror movies.,,,
A,"Well, and Ninja Turtles.",,,
B,"Yeah,",,,
B,"Ninja Turtles, got to have those.",,,
A,But most of the time really we watch them on the video.,,,
B,"Oh, yeah,",,,
B,you,,,
B,"that's,",,,
A,Don't you?,,,
A,Just massive rental.,,,
B,"well heck, that's a lot cheaper then, uh, taking them out to the show.",,,
A,"Going to,",,,
A,I know.,,,
B,Especially if you get them for a couple of nights you don't have to watch them all in one one time.,,,
A,"That's what we do, especially when it's bad weather, man, just, plug it in.",,,
B,Yeah.,,,
B,"Of course, you have to get there early if you want to get anything, decent.",,,
A,I know in,,,
A,It's good when you go to Tom Thumb though,,,
A,and they're cheap,,,
A,and nobody has got them yet.,,,
B,That's true.,,,
A,Unbelievable,,,
B,That's true.,,,
B,"We saw, um, HEROES HAVE ALWAYS BEEN COWBOYS, tonight.",,,
A,Uh-huh.,,,
B,"It was okay,",,,
B,"it was kind of slow,",,,
B,"and I felt like it kind of got chopped off at the end, you know.",,,
B,"It just, it,",,,
B,"I don't know,",,,
B,"it one of those movies it's not going to be around long,",,,
B,it will be a dollar movie in no time.,minor topic end,,
A,Do you read?,minor topic start,,talking about books
B,"Not very much,",,,
B,no.,,,
A,No?,,,
B,I don't have the patience to read,,,
A,See I do that to make myself go to sleep at night.,,,
B,Yeah.,,,
B,"Oh, my Mom and Dad read all the time.",,,
A,"You saw FIELD OF DREAMS, right, a long time ago?",,,
B,"Yeah,",,,
B,sure did.,,,
A,"Well, I was reading the book,",,,
A,and it's called SHOELESS JOE.,,,
B,"Oh, really?",,,
A,It was so wonderful.,,,
A,"And then I was, um, I decided, well, I like this author,",,,
A,"so I got a, uh, book of his short stories,",,,
A,and that's been real good.,,,
B,"Who is the, is the author?",,,
A,"Don't, don't ask me",,,
B,Oh,,,
A,The GHOST OF SHOELESS JOE was the name of the book.,,,
B,Shoeless Joe.,,,
B,Was it like the movie?,,,
A,"Yes,",,,
B,Okay.,,,
A,"quite a, quite a bit.",,,
A,"But, you know, in the movie the guy was black,",,,
B,Right.,,,
A,"he wasn't in the book,",,,
B,Huh.,,,
A,that's one difference.,,,
A,There really wasn't a lot of difference.,,,
B,"I didn't,",,,
B,see I never even heard that there was a book tied in with that movie.,,,
B,That's interesting.,,,
B,"That was a good movie, too.",minor topic end,major topic end,
A,"Well, do you think we covered baseball?",closing,,
B,I think so,,,
A,"Okay,",,,
A,"well, have a good night.",,,
