Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"because here in Texas they have lots of, really good Mexican restaurants",,,
A,Uh-huh.,,,
B,"and, um, we're, we're just getting into the fajitas and all that stuff that you could,",,,
A,Sure.,,,
B,do you know what a fajita is?,,,
A,Yeah.,,,
A,"Yeah,",,,
B,Yeah.,,,
A,"I've been down to Texas a few times, and, uh, had, uh, the pleasure of their good Mexican, cuisine down there.",,,
B,Okay.,,,
B,Yes.,,,
B,"They have some delicious, delicious things,",,,
B,"and I, um,",,,
B,since I always make chicken burritos and just take chicken breasts,,,
A,Uh-huh.,,,
B,"and you boil them, maybe like four chicken breasts,",,,
B,and you boil them until they are cooked. Maybe like thirty minutes,,,
A,Uh-huh.,,,
B,"and then you debone them and, and kind of shred them up into the meat that has gotten cooled",,,
B,"and you take, um, little bit, maybe two tablespoons of butter and a in a big frying pan. And chop up some onion and put in oregano and salt,",minor topic end,major topic end,
