Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Uh-huh.,,,
B,"Um, that was a concern with me.",,,
B,"Um, you know, you, you learn a lot by going in there",,,
B,"and they they explain to you, you know, what their day consists of and what their general rules are,",,,
B,"and, um, that's, you know, that's as much as I know.",,,
B,"You probably could get really good feedback from a lot of other working mothers you know, that have done this over and over again.",,,
A,Uh-huh.,,,
A,"Well,",minor topic end,,
B,"But I,",,,
B,go ahead.,,,
A,How did you stumble upon the day-care center?,,,
A,Did you just look it up in a phone book,,,
A,or what was it?,,,
B,"Um, I think lots of people, I, I think I went by location for one thing.",,,
A,Uh-huh.,,,
B,I think most people do that.,,,
B,"I think you start out with the criteria of, you know, do I know of anything",,,
B,or do I know anyone who has their child in a day care,,,
B,"and,",,,
A,"Yeah,",,,
A,"there is , I would say most people would probably go by word of mouth.",,,
B,Right.,,,
B,Right.,,,
B,"And then, you know, I mean, even at that you have to consider the logistics of it.",,,
A,Uh-huh.,,,
B,"You know, I mean, you're not going to take your child south of town if you work north. even if that's the best one in the whole wide world",,,
A,"Yes,",,,
A,exactly.,,,
A,Uh-huh.,,,
B,"So there, there are just so many considerations.",,,
A,Uh-huh.,,,
A,"Then again, did, um, money come into play with it at all?",minor topic start,,How budget plays a role in choosing a day care school
B,"Oh, money is always a factor in my life, definitely.",,,
B,"I've never, you know, I've never had the luxury of not having that be a factor. Um, even in something as important as day care.",,,
B,"I know if I didn't have that stipulation, I would have done things differently you know.",,,
A,Uh-huh.,,,
B,"Um, Montessori school would be something that I would have pursued,",,,
B,but that's always a little bit more expensive than what I could look at.,,,
A,Uh-huh.,,,
B,"Um, and I was very very fortunate in that I didn't have to do that on a full-time basis.",,,
A,Yes.,,,
B,"So, and, and then when you get, you know, when you get into the full-time basis day care,.",minor topic start,major topic end,
