Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"well, no, uh,",,,
A,I really just thought about it now,,,
A,"but there's just,",,,
B,Yeah.,,,
A,Maybe it's because they take so much in.,,,
A,I don't know.,,,
B,Uh-huh.,,,
B,"Maybe they're just too involved for the average person to go and sit through them, you know.",,,
A,They're so big,,,
B,Uh-huh.,,,
A,"they're such, you know,",,,
A,"it would be like another GONE WITH THE WIND, I guess another three hour movie",,,
B,Yeah.,,,
B,"And maybe that turns people off,",,,
B,"but look at GONE WITH THE WIND, you know.",,,
A,"Oh, I know.",minor topic end,,
A,It's about one of my favorite movies.,,,
B,"Uh, have you, uh, gotten into SCARLETT yet?",,,
A,"No,",,,
A,"it had such a bad press,",,,
A,I wasn't too .,,,
B,"Yeah,",,,
B,that's exactly what I was going to say.,,,
B,"I was amazed,",,,
B,"because I,",,,
B,"in the beginning when it was on, you know, on route coming out I heard mixed publicity kind of good and bad,",,,
A,Uh-huh.,,,
A,Right.,,,
B,"and then when it came out, all I heard was just, oh, how bad it was, that I didn't even want to get it.",,,
A,"Me, either.",,,
A,Do you know anyone that's read it?,,,
B,Huh-uh.,,,
A,"No,",,,
A,"I haven't heard of anybody that's read it, either.",,,
B,No.,,,
A,"I think it was on the best-seller list, though for a while.",,,
B,"Well it wouldn't surprise me,",major topic end,,
