Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,Uh-huh.,,,
A,"I can just make out his place, you know. I've got a thirty mile view to the east and about ten miles to the north.",,,
B,Yeah.,,,
B,Yeah.,,,
A,"And, uh,",,,
B,"Oh, that's pretty good.",,,
A,Yeah.,,,
A,"Well, I took a lot of time in choosing this site because the, the house has no heating or air conditioning.",minor topic start,,heating condition of house
B,Uh-huh.,,,
B,"Oh, you, you, you don't plan on putting any, any of that in?",,,
A,"Well, it's got a, a very small furnace.",,,
B,Uh-huh.,,,
A,"And a, uh, we'll use a wood burning stove as well.",,,
B,Yeah.,,,
A,"But, in the house itself, I've been working inside, you know, these, these many months",,,
B,Uh-huh.,,,
A,and I have not had to use the heat.,,,
B,Wow.,,,
A,Because it's all geothermal.,minor topic end,,
B,Yeah.,,,
B,That's pretty good.,,,
A,"And with all the,",,,
A,"see I've got,",,,
A,on the south side is all glass.,,,
A,"Well, as much as I could get in it, you know. And, uh, the east side is glass.",,,
B,Yeah.,,,
A,"I've got one, two, three, four, five, six windows in the east side on forty-eight feet.",,,
A,So it's almost all glass.,,,
B,Wow.,,,
A,"And,  uh,",,,
B,My  wife would love that,,,
A,"Oh, yeah.",,,
A,"I mean,  you know.  There's no place in the house where you can stand and not see four windows.",,,
B,She loves  lots of windows.,,,
B,That's great.,,,
A,"So, uh,",,,
B,Is it a single story?,,,
A,"Well, not really.",,,
A,"It's, uh, it's on the side of a hill.",,,
B,"Oh, I see.",,,
A,"So the first, you know,",,,
A,"the, the, the,",,,
A,what I call residential level at the side that's in the hill is about four feet deep.,,,
B,Uh-huh.,,,
B,"Um, I see.",,,
A,"And the side that's on the, uh, the other side is about six feet high.",,,
B,Oh.,,,
A,So I've got a pretty good grade there.,,,
B,Yeah.,,,
A,"And then when I put the verandas which will be twelve feet out all the way around on the north, south and east sides that will define the shop.",minor topic start,,future planning of house
B,Uh-huh.,,,
B,"Yeah,",,,
B,"that's kind of like, like a Victorian style?",,,
A,Exactly.,,,
B,Yeah.,,,
B,"I, I've always liked that.",,,
B,"The,",,,
B,"you know, I, we don't have much yard",,,
B,but I built a small deck in the back.,,,
A,Uh-huh.,,,
B,"But, you know, I, I see these magazines where, you know, dig your, your own deck.",,,
A,Uh-huh.,,,
B,"I, I kind of wish I had them, those size property and, and, uh, one with a grade on it so I can build a real nice deck.",minor topic end,major topin end,
