Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"they, every year they look at, uh, different areas and try to determine where, where, uh, the most houses will be,",,,
A,Uh-huh.,,,
B,"and  so they, uh, they look",,,
B,"and they, when they, when we reach a certain number of people in that area they will put one in, put,  some  in, or they will at,  least  consider it,",,,
A,Huh.,,,
A,Yeah.,,,
B,so.,,,
A,Yeah.,,,
A,"Well, we had it for awhile",,,
A,and it just seemed like we never watched it,,,
A,"any we did not have the movie channels,",,,
A,"we just had all the normal ones,  that  come",,,
B,Yeah.,,,
A,"and we just never watched any of them,",,,
A,we kept a log for a month of every time we watched it,,,
A,"and it seemed like we did not watch even half an hour,",,,
B,Um. Yeah.,,,
A,so we  decided to just cancel it.,minor topic end,,
A,"It does improve the reception a little bit though,",,,
A,that's the only thing.,,,
B,Yeah.,,,
B,"I have, I put some, put in some, uh, an antenna, a really good antenna",off topic start,,persons opinion on cancelled cable subscription
B,"and, uh, it's really helped, you know, ours",,,
B,and it's not been too bad.,,,
B,"I have not really missed it that much,",,,
B,"there's certain things that I have, that I want to see, you know, occasionally, like a football game, a college game or something that happens to be on cable, or some old movie,",,,
B,"but the, uh,",,,
B,"I, I have not been bothered by it too much.",,,
A,Yeah.,,,
B,"So,",off topic end,,
A,"Well, I can not, uh, think of too much else to say. *typo cannot? Since we are not big watchers.",major topic end,,
B,Right.,closing,,
B,Okay.,,,
A,"Well, it was nice talking to you.",,,
B,"Alright,",,,
B,bye.,closing,,
A,Bye.,,,
