Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"You know, down in North Carolina, there was a big controversy for a while, because they, uh, the local chapter of the K K K wanted to, uh, uh, to participate in it",off topic start,,talking about a controvery regarding participation of an organisation.
A,"and, uh,",,,
B,"and there were those that said, No,",,,
B,"you can't do that, I'm sure.",,,
A,"Well, uh, it was, it was interesting because that's an interesting question, you know.",,,
B,Yeah.,,,
A,Should these people be allowed to or not?,,,
A,I think they finally decided not to because they figured that stretch of highway was going to get trashed,,,
B,Oh.,,,
B,"And I hadn't even thought about that, uh, the, the other end of that.",,,
B,"That, that's an interesting, uh, situation.",,,
B,I hadn't thought of that.,off topic end,,
B,"We had visited relatives in Virginia, not too long ago,",minor topic start,,talking about certain public works in different states of the united states.
B,"and I thought I had seen, when we were traveling around the state, some similar signs up that indicated that certain sections were being policed and cleaned up",,,
B,"and,",,,
A,Yeah.,,,
A,I think Virginia's got it,,,
A,"and I know Maryland does,",,,
A,"and we just, we went to Indianapolis last weekend, and back.",,,
A,"And, um, I'm pretty sure I saw, yeah, stuff in Ohio and Indiana about it and Pennsylvania, maybe Pennsylvania,",,,
A,I don't remember for sure now.,,,
B,"And I don't know about your part of the country,",,,
B,"but, uh, down here in the last, oh, year plus, I, it was beginning with last year's Earth Day There's just been more of a turn toward uh, environmental concerns,",,,
A,Uh-huh.,minor topic end,,
B,and I work for Texas Instruments.,minor topic start,,talking about a public service campaign and its progress.
A,Uh-huh.,,,
B,"And they, they've started some recycling campaigns that a year before that had been turned down because they said, Well, it's not feasible,",,,
A,Uh-huh.,,,
B,it's not a good idea.,,,
B,"And, I see that as being, I, I see that as being a, a, a change, uh, for the positive. Kind of along the same line as, as, as the mandatory thing.",,,
A,Yeah.,,,
A,"And but then they lost, too much business",,,
B,"It's just, thing, a part of everyone's consciousness.",,,
A,Uh-huh.,minor topic end,major topic end,
A,"Well, the thing about that is though, it's got a,",off topic start,,talking about how environment friendly thought of people was not their earlier and how it is changing. 
A,"I mean because it was, I mean it was big, you remember, like in the early seventies and all that.",,,
A,"And, you know, and then it kind of just went out of vogue.",,,
A,"And I, I'm worried that it, it might, you know, it'll, it, the same thing will happen.",,,
A,"It's like, you know, environmentalism was really big for a couple of years",,,
A,"and then people like, well, you know,",,,
A,"I'd ruther, rather spend, you know, fifty cents less on, uh, on, on such and such, you know,",,,
A,"and even if it's not environmentally safe, who cares, you know.",,,
B,I'm sure the pendulum will swing the other way.,,,
B,"Uh, there have been too many other things that it's done that for, just in my life.",,,
B,"And if you look at history at all, you see that, you know, uh, we go from one side to the other on just about any subject, that you, one might care to bring up.",,,
A,Yeah.,off topic end,,
B,"But, it is comforting to me to see, uh, more concern about some of these things that, that cost us money.",off topic start,,talking about the environmental crisis and role of natural resources in it. And how the renewable resources can change it.
B,"Especially when we have dwindling, uh, resources such as oil that's burning out of control in the Persian Gulf, and, and so forth.",,,
B,"Just, just every little bit does,",,,
B,it makes me feel better.,,,
B,"It, it makes me feel like, well, there may be something left for my children, my nieces and nephews and so forth.",,,
A,"Well, yeah, uh.",,,
A,"Well, uh, wouldn't,",,,
A,"it's just probably a good thing that the oil's burning and may, may, make some people realize that hey, you know, this stuff runs out.",,,
B,"That's, that's right, because,",,,
A,"Of course, that's probably blasphemy for you to say, uh, coming from where you are in Texas.",,,
B,"Uh, no,",,,
B,"no,",,,
B,"because if, we,",,,
B,"what was it, seventy-four when we had the, the last last oil crisis?",,,
B,"And, uh, we started getting smart",,,
B,"and, and we were looking all these alternative sources of the energy and so forth.",,,
A,Uh-huh.,,,
B,"And as soon as the oil prices came back down, we, the pendulum swang the other way.",,,
A,Right.,,,
B,And we need those reminders.,,,
A,Yeah.,,,
B,"Uh, or we'll suddenly be in the dark and say, Oh, my goodness, now we don't have the ability to go on to some new technology.",,,
A,Right.,off topic end,,
A,"Well, my dad's in the, in the solar energy business,",off topic start,,talking about personal life and political preferences of family members.
A,"so, uh, You know, we're acutely aware of a lot of this.",,,
B,Ah!,,,
A,"But, you know, on the other hand, he voted for George Bush,",,,
A,"so um, you know, I, I wonder sometimes if he knows what he's doing.",,,
B,"Well, I you know,",,,
B,"just about anybody you could name, whether I voted for them or not, uh, makes, um, uh, decisions that I just can't go along with.",,,
A,Uh-huh.,,,
B,But that's why they're there and not me.,,,
B,"I don't want the, I don't want the stress.",,,
A,Yeah.,,,
A,"Well, the, the thing with Bush ...",off topic end,,
