Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,So we put a three car garage in.,,,
A,Uh-huh.,,,
B,"But, even if they had three car garages, they didn't have a work space.",,,
B,All of it was taken up with just car space.,,,
A,Uh-huh.,,,
B,And so he has a big landing area that's between where the cars are in the garage and where the house starts that he can work on.,,,
A,Uh-huh.,,,
A,"Well that,",,,
A,"my, we've just got a two car garage,",,,
A,"but my husband's got a big space in between the, where the cars are and the house, where he has a big work shop, you know, workbench and everything.",,,
B,"Well, sounds like our husbands have similar interests.",,,
A,"Now, mine does not work on cars,",,,
A,he just piddles on this and that.,,,
B,"Oh, I see.",,,
A,"But he likes to have a spot to keep all of his, his piddling things.",,,
B,Uh-huh.,,,
B,"Well, that's nice that it's not in your house.",,,
A,It really is.,,,
B,Uh-huh.,,,
A,"Because, you know, they have a lot of things of their own,",,,
A,"and I, you know, I wouldn't mind having,",Off topic - end,,
A,"and I at one time was going to fix up when one of my daughters left, a bedroom to where I had a room to just put all of my craft stuff and sewing machine and all that kind of stuff,",Minor Topic - start,,A's Family adjusting to house
B,Uh-huh.,,,
A,"but I, someone,",,,
A,"I don't know,",,,
A,it ended up I got some furniture back that one of them had moved out or something.,,,
B,Right.,,,
A,So I didn't end up with my vacant room like I had thought I would.,,,
B,"Well, we still have a, a son and daughter in college that come home.",,,
A,Uh-huh.,,,
B,And the other room we use as a guest bedroom because my husband's family come.,,,
B,His parents come,,,
B,and also the kids have friends who come and stay,,,
A,Uh-huh.,,,
B,and so it seems like it's always used as a bedroom.,,,
A,Uh-huh.,,,
A,"Well, I still,",,,
A,"all three of my daughters are married,",,,
A,"but, I don't know,",,,
A,"I just still have need for the four bedrooms just having company from time to time. And some of them coming back home and things, you know.",,,
B,Right.,,,
B,"Oh, I understand",,,
A,"And we've got grandchildren now,",,,
A,"so when they come, they have to have a place.",Minor Topic - end,,
B,"Well, we,",,,
B,That's true,,,
B,and you don't want them to not be able to come because there's no room.,Major Topic - end,,
A,"That's right,",,,
A,you sure don't.,,,
A,"At times I keep thinking, though, that might be kind of nice.",Major Topic - start,,Comparing Families and generations and their behaviour
B,"Well, I I haven't reached that point yet.",Minor Topic - start,,B's family
B,I've heard people say that.,,,
B,"But, uh, my middle son is engaged,",,,
B,my oldest son has been going with the same girl for a while.,,,
A,Uh-huh.,,,
B,"He's out of college and has a good job,",,,
A,Uh-huh.,,,
B,"so he could afford to get married but, is not engaged yet,",,,
A,Uh-huh.,,,
B,"and my daughter's been going with the same boy for a while,",,,
B,but she's still in college,,,
B,and we're just as happy for her to finish her education first.,,,
A,Uh-huh.,,,
B,That's what she plans to do.,,,
A,"Well, I don't blame you for that.",,,
B,"So, I hope so.",Minor Topic - end,,
A,"Well, I have the three girls",Minor Topic - start,,A's family activities
A,and then we ended up with four grandsons.,,,
B,"Oh, ho-ho.",,,
A,And little boys are around the house a whole lot more than girls.,,,
B,A whole new world.,,,
B,Uh-huh.,,,
A,"And, uh, I enjoy them coming, but for short doses",,,
B,I can understand.,,,
A,"It feels,",,,
A,"after they've been here ten minutes, they have already explored the entire house,",,,
A,they know everything.,,,
B,Uh-huh.,,,
A,"But, they're fun.",,,
B,So you're all back to the safety catches and the whole nine yards or either watching them every minute.,,,
A,"Well, I just watch them.",Major Topic - end,Minor Topic - end,
B,Yeah.,,,
A,I I never did put things up when my kids were little,Off topic - start,,"""what they did as a kid and what they pass on"" philosophy"
A,and I haven't with them.,,,
A,I try to teach them not to get into things.,,,
B,"Well, that's the same thing that I did.",,,
B,I hope I'll be able to do the same with grandchildren.,,,
A,"I think that once you do that, your children kind of develop the same attitudes.",,,
A,At least my daughters have.,,,
A,They try to teach theirs not to get into things instead of having to put everything up.,,,
A,So it's worked pretty well.,,,
A,"There's,",,,
A,I don't really think anything's been broken.,,,
A,"Every now and then we have to kind of go and say, now don't bother this you know.",,,
B,"Um, uh-huh",,,
A,"But, all in all, they mind pretty well.",,,
A,"But, I guess most of the",Off topic - end,,
A,what kind of roof does your house have?,,,
A,Here I'm getting off the subject.,,,
B,"Well, we have,",,,
