Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,Yeah.,,,
A,"last thing,",,,
B,Or they're older.,,,
A,Pardon me.,,,
B,"Well, don't you think they tend to be older in the rural",,,
B,"I, I sometimes think that it's almost frantic effort on the part of the people in the city.",,,
A,"Oh,  like everything else.",,,
B,"I live in a rural area,   you know, I see that.  *sd",,,
A,"Yeah,",,,
A,yeah.,,,
A,The rat race to exercise,,,
B,"It's, yeah, it's, it's like it's frantic, to,",,,
A,Uh-huh.,,,
A,"Yeah,",,,
A,"well I, I think so.",,,
B,as a fit person,,,
A,"I mean you, you've,",,,
A,"if you look at if you look at other cultures,",,,
A,like I know a little bit about people who were considered very healthy in China,,,
A,and they don't do very much vigorous exercise at all.,,,
A,"But, they do a lot of low keyed, low impact, low stress exercise,",,,
A,"and they combine it with a, you know, meditation or whatever. Some sort of relaxation",,,
B,Uh-huh.,,,
A,"and, they seem pretty, you know,",,,
A,they don't have the hard body.,,,
A,"They don't have that perfect look,",,,
A,and an awful lot of exercise is sort of image conscious.,,,
A,"But they, you know, they live to a hundred and ten some you know,",,,
B,"Yeah,",,,
A,"And, that, that's,",,,
B,"Well, don't you think a lot of that is diet too?",,,
A,"and, a lot of that is diet.",,,
A,That's true.,,,
B,Yeah.,,,
A,"Yeah,",,,
A,"I mean, they eat, they eat a lot of carbohydrates, and not much fat. Um, for economical reasons, not for preference.",,,
B,Uh-huh.,,,
A,"Um,",,,
B,Yeah,,,
B,and as we can see.,,,
B,"Well, I'm a, I'm a practicing vegetarian",,,
B,"so, uh, I've read a lot of information,  knowing that to be true,",,,
A,Yeah,,,
A,am I actually.,,,
B,What's that?,,,
A,"I, as am I.",,,
B,"Oh, are you also",,,
A,Yes,,,
B,"Well that's, that's good as far as the",,,
B,"is that, is that, um, pretty predominant as far as California",,,
A,"It is in the urban areas,",,,
A,yes.,,,
B,In the urban areas?,,,
A,"Most, for example most restaurants in an urban area will have a little vegetarian section now.",,,
B,Uh-huh.,,,
B,Oh that's wonderful.,,,
A,"Well most, most, sort of modern looking restaurants will,",,,
B,Yeah.,,,
A,"you can,",,,
B,"That's great,",,,
B,"I mean, we, uh,",,,
B,it's such a it's such a trouble here.,,,
B,"I mean, you just have to eat at home basically.",,,
A,"I was wondering that,",,,
A,"because I was actually applying for a job in Texas,",,,
A,"and, and, and, uh,  it occurred to me,",,,
B,"Well of course in the cities,",,,
B,"yeah,",,,
B,"well, in the cities,",,,
B,"we live close to Dallas,",,,
A,Uh-huh.,,,
B,"so, uh, which, you know,",,,
B,"you get, uh, an influx of a lot of people from all over the country,",,,
B,"so, you're going to have a lot of more choices,",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,"but, but, in urban areas it's, you know, steak places,",,,
A,Yeah.,,,
A,Yeah.,,,
B,"an, and it's not a, you know,",,,
A,Yeah.,,,
B,"it's, uh, it's definitely,",,,
B,"it, it's, it's changing to a degree, And, even, even with health food stores and stores where you can buy natural products or, uh, organic, you know, materials, and foods and things.",,,
A,Yeah.,,,
A,"Uh-huh,",,,
A,"uh-huh,",,,
A,uh-huh.,,,
B,"You don't really have that,",,,
B,"I mean, you would think.",,,
