Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"but it's, it's at least something.",,,
A,"You know, it, it,",,,
A,"I just force, I have to force myself to do it, like I said, because to me, I really don't enjoy it.",,,
A,But I know that I have to do it.,,,
A,"I mean it's just, it's, it's not a question of whether I want to, you know.",,,
B,"Well,",,,
A,"But,",minor topic end,,
B,"When I was working up at, uh, The Summit, here in Plano, I'd leave there,",minor topic start,,B talks about workouts when in Plano
A,Uh-huh.,,,
B,"and I'd be at the swimming pool by four o'clock. Oh, actually about four thirty because they start at five to six,",,,
A,"Oh, that's,",,,
B,"so I was there by four thirty, every night.",,,
B,And the only thing that ever bothered me was my hair getting wet.,,,
A,Uh-huh.,,,
B,"Because no matter what I did or how I did it, I invariably got myself wet.",,,
A,Uh-huh.,,,
B,"But the water only comes up basically to your, anywhere from your waist to your, oh, chest, I'd say.",,,
A,Yeah.,,,
B,"So I mean, it's your choice where you want to go,",,,
B,"but,  I enjoyed it  higher.",,,
A,"Did you ever,",,,
A,"Well, I'm sorry",,,
B,That's okay.,minor topic end,,
A,"Uh, did you ever go to Texins at all when you were working for T I?",off topic start,,B talks about her back problems
A,Did you  ever try that?,,,
B,"I have a,  I have a bad back,",,,
B,so I'm very limited what I  do.,,,
A,"Oh,  okay.",,,
B,"It's like I can walk,",,,
B,but if I walk for more than fifteen minutes it's going to bother  me.,,,
A,Um.,,,
B,"Especially when you're on cement or anything that's hard,",,,
B,it will bother me.,,,
A,"Then that would,",,,
A,yeah.,,,
B,it will bother me.,off topic end,,
A,"I guess then the water aerobics would be probably the best thing for you, wouldn't it?",minor topic start,,Why water aerobics worked out for B
B,"Well, that, what pushed me that way though, was basically was the fact that when I went in there, is wasn't for the water aerobics.",,,
B,I went in there strictly to strengthen my back muscles.,,,
A,Oh.,,,
B,"And, uh, she said, Hey, go for the swimming pool.",,,
B,She says you get just as much if you did the aerobics on the floor.,,,
B,She says in fact you get more.,,,
A,Wow.,,,
B,"I said, okay, because I'm not a swimmer.",,,
A,Uh-huh.,,,
B,I like water.,,,
B,I'm not scared of it.,,,
B,"But I couldn't,",,,
B,"I guess I could swim across the pool,",,,
B,but I'm no swimmer per se.,,,
A,Yeah.,,,
B,But I found that this worked really well.,,,
B,And I came out of there,,,
B,and I saw my stomach going down well.,,,
A,Oh.,,,
B,"I dropped, oh, I'd say almost twenty pounds. Just by watching what I ate.",,,
A,Wow.,minor topic end,,
B,"And they fix you up with a diet, which worked real good.",minor topic start,,B talks about the club's diet plans
A,What if you're already on one?,,,
A,"I mean,",,,
B,What?,,,
B,A diet?,,,
A,Yeah.,,,
A,"I mean, when you go in there, they wouldn't make you do theirs. Would they?",,,
B,"Oh, no,",,,
B,they have nothing to do with that.,,,
A,Okay.,,,
B,"See I joined, uh, when this one down here opened up, I joined as a V I P.",,,
B,"And the V I P gives you, uh, oh, gives you a diet, a computerized diet.",,,
B,"And they go over all your health and all your history,",,,
B,"and they show you how, everything to do, and how to do it, and the whole nine yards.",,,
B,"So it became part of the package,",,,
B,so I went through it.,,,
B,It worked out well.,,,
A,But they have packages  where they just offer the exercise program.,,,
A,Is that what you're saying?,,,
B,"Oh, yeah.",,,
B,You can just go in there and join just like anywhere else too.,,,
A,"I see,",,,
A,okay.,,,
B,"I just  went and took the, because they were offering it as an opening benefit,",,,
B,"so it was, it's less than what you pay now for going in there, after all this time.",,,
A,Um.,,,
B,"So it's like when I got laid off,",,,
B,"I went back in there, and start all over again because it had been a while since I'd done it.",,,
A,Um.,,,
B,So I get all the same treatment again.,,,
B,So it's kind of nice.,,,
A,Wow.,,,
A,"That's,",minor topic end,,
B,"Like I  said, I like it.",minor topic start,,B expresses how much she likes the pool
B,I like the heat.,,,
B,"I like the,",,,
B,"I jump out of the swimming pool,",,,
B,and I go into the hot tub.,,,
A,Oh,,,
B,And I love it.,,,
A,Yeah.,,,
A,That would be really nice,,,
B,"Because I have I have never,",,,
B,"let me reword that,",,,
B,I think I have gone home maybe once or twice slightly sore.,,,
B,But that's because of my physical condition and nothing to do what they did.,,,
A,Uh-huh.,,,
B,"That's,",,,
B,I knew I was pushing too far.,,,
A,Uh-huh.,,,
B,"But usually, when I go into the hot tub before I go swimming, or when I come out, I'm totally relaxed when I go home.",,,
B,It's no big deal.,,,
A,"So you really do enjoy your exercise then, since your,",,,
B,It's fun.,,,
B,It's fun.,minor topic end,major topic end,
B,"Uh, I've gotten on the bike.",major topic start,,They discuss about steppers and other bikes
B,"And they've got, uh, the stepping bike, where you step.",,,
A,Uh-huh.,,,
B,"And I've  enjoyed that, watching how well I can walk up and down stairs.",,,
A,"That's, you  know,",,,
A,"I wanted,  I wanted to get one of those steppers when I bought the bike,",,,
B,But most of  the others to me are very dull.,,,
A,but I got talked into the bike instead.,,,
A,"And I don't know,",,,
A,I really wanted a stepper.,,,
A,I'm considering maybe even buying one of those too.,,,
A,But I'm not sure if I'll get benefit out of both of them.,,,
A,"I mean, I don't know if it would really do any good having both of them.",,,
A,"Which one do you feel is better, since you use them both?",,,
B,"Um, I get bored very easily.",,,
B,"Uh, the one nice thing about the bicycle is you just sit.",,,
B,"Like you said, you can sit and do it, and watch the T V and not even really be conscious of what you are doing.",,,
A,Uh-huh.,,,
B,"With the stepper, you are conscious of what you are doing because you're basically watching each step as it gets harder and down.",,,
A,Huh.,,,
B,"So you have a little, you know, little,",,,
B,"you can program the one at Cosmopolitan Lady so, to what your gear is.",,,
A,Uh-huh.,,,
B,"Uh, I,",,,
B,it would depend upon which one you want.,,,
B,"I think now that I've had the bicycle,",,,
B,I would go to the stepper.,,,
B,"But if I were you, I would go apply to either a health club or one of the others and use it for a while.",,,
B,Because you can buy a month's membership. And see what you feel is best for you.,,,
A,"Oh, really?",,,
A,Um.,,,
B,"Because it all depends, you know, for everyone their own what they want to do.",,,
B,Because I jump on the bike here at home.,,,
B,"Mine has its, see, the handle bars go up and down,",,,
A,Uh-hum.,,,
B,"so I can sit there and read and listen to music, like what you said,",,,
B,and it has no effect on me.,,,
B,"So I mean, it's boring",,major topic end,
A,Uh-huh.,,,
