Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,Yeah.,,,
B,And they like to fish.,minor topic start,,Talking about some friends who like Fishing and have been inviting B to come there
B,They've been inviting us to come up there in the summer.,,,
B,"Her dad has a cabin,",,,
B,"and they go fishing, up there.",,,
A,"Oh, fishing's,  fishing is fun up here.",,,
B,"So that would be neat to,  try it some time.",,,
A,"It's  not,",,,
A,"It seems like the success ratio, the success rate here is not as good as on some of the better lakes there.",,,
A,But it is fun.,,,
B,"Yeah,",,,
A,"You know,  The, the experience is, is better up here, I think.",,,
B,"long as  you have a good time, that's the main point",,,
B,"so,",,,
B,Uh-huh.,,,
A,"You know, it seems more relaxing, there's more to look at.",,,
B,Definitely more to look at.,,,
A,"And, and there's something about listening to water run that's relaxing to the soul You know, if you're, if you're just sitting on a nice hot lake,",,,
B,Yeah.,,,
B,Yeah.,,,
B,The only thing you've got to watch is when that creek comes up.,,,
B,"We camped next to one, one time when we were there a couple of summers ago.",,,
B,And we figured we were up a long way off.,,,
B,"And then it rained that night,",,,
B,"and we thought, well, wonder how far off we are?",,,
B,"And we got up the next day,",,,
B,and that creek that had been fifty or sixty feet from our site of our tent was now about three feet away,,,
B,"And it's like, oh, well, maybe we ought to move just a touch.",,,
B,"So, that was kind of funny.",,,
A,"Yeah,",,,
A,"it, it is interesting to watch that water rise all of a sudden.",,,
B,"Yeah,",,,
B,I just love the way it looks.,,,
B,I could almost just watch the,,,
B,"we, in fact, we have gotten out on, on trips before and just stopped and watched it because there was so much,",,,
B,"and if you were there. I mean,",,,
B,"it was,",,,
B,"one time we were there,",,,
B,"and I guess it was late May,",,,
B,"so it was really your spring almost,  you  know, at, even though it was, it was really summer down here.",,,
A,Uh-huh.,,,
B,"And, and the, I guess the creek, the mountains were really starting to melt,",,,
B,"and the creek was just wild, just running.",,,
B,"And, and all the white water and noise and the,",,,
B,it was just beautiful.,,,
A,Yeah.,,,
A,it gets foamy almost.,,,
B,Uh-huh.,,,
A,And you know it's just pure and pristine. And the froth,,,
B,Yeah.,minor topic end,,
A,"and,",,,
