Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"They have such a super team for years, that won what, four Super Bowls?",,,
B,"Yeah,",,,
B,four in a row.,,,
A,Four in a row.,,,
A,I don't know if that could ever be duplicated again or not.,,,
B,"Oh, I don't know.",,,
A,Yeah.,,,
B,Shooting  for one for the thumb now is what they were saying.,,,
A,That's right,,,
A,"And,",,,
B,"But basically everyone that was on the team then is gone now,",,,
B,so.,,,
A,That's right.,,,
B,I think Mike Webster was left,,,
B,"but then he, he just left.",,,
A,"Uh-huh,",,,
A,yeah.,,,
B,Uh.,,,
A,"He may have been the last of the old guard,",,,
A,I don't know.,,,
B,"Yeah,",,,
B,"I think he is,",,,
B,I think he was.,,,
A,"Uh-huh,",,,
A,"yeah,",,,
A,they had such a super team.,,,
B,Uh-huh.,,,
A,Have you been following the big draft that occurred yesterday?,,,
B,"No,",,,
B,I didn't.,,,
A,I see.,,,
B,Huh-uh.,,,
A,"There's quite a bit of activity now,",,,
A,"of course they had so many, you know, nice, uh, choices because their record was so lousy the last few years.",,,
A,"They picked up,  you  know, quite a few of the,",,,
B,Uh.,,,
A,of course you never know.,,,
A,"The guys they pick, you know, may never play a game.",,,
A,"You never know,",,,
A,"it's, it's a gamble,",,,
A,it really is.,,,
B,"Yeah,",,,
B,uh-huh.,,,
A,"They may get hurt, or, not be able to participate at that level, if you know,",major topic end,,
B,"Well who would you say is your favorite player, or has ever been your favorite player?",major topic start,,about their favaourite players and various other players
A,Ever been?,,,
B,Uh-huh.,,,
A,"Probably an old guy that played, probably before you were born",,,
A,his name was Sam Huff.,,,
A,He used to play for the New York Giants.,,,
B,Oh.,,,
A,"That was one of the toughest guys that I've ever seen in my life,  as  far as, you know, dedication.",,,
B,Really.,,,
A,He just went all out every single play.,,,
B,Uh-huh.,,,
A,"Of course, there have been some other great ones too, Dick Butkis, and Bradshaw, you know,",,,
A,there's been so many.,,,
B,"Yeah,",,,
A,"But if I had to pick one, I would probably pick Sam Huff, as a matter of fact.",,,
B,"Oh, you know, that's really funny, um,",off topic start,,about how B got into knowing much about football
B,"well, I, I come from a large family",,,
B,"and, there's quite a few boys",,,
B,so that's kind of how I got in with the football.,,,
B,Either watch that or watch nothing.,,,
A,That's right.,,,
B,"And, um, at one time I could name all the players on the Steelers, you know.",,,
A,Uh-huh.,off topic end,,
B,"And, but, even when Bradshaw was playing, I, I don't know, I, I didn't particularly care for him,",,,
A,Uh-huh.,,,
B,I  thought he was kind of cocky or something.,,,
A,"He is,",,,
A,"he is,",,,
B,Uh-huh.,,,
A,of course a quarterback has a big ego.,,,
B,"Yeah,",,,
B,uh-huh.,,,
A,"They really they have to have,",,,
A,they can't survive.,,,
B,"Uh-huh,",,,
B,uh-huh.,,,
A,"They always think they can win, you know, which is the way it should be.",,,
B,Uh-huh.,,,
A,"Boy, he never gave up, I'll tell you.",,,
B,Yeah,,,
B,"him and Franco Harris,",,,
B,I really didn't care for the either two of them.,,,
A,"Uh-huh,",,,
A,"uh-huh,",,,
B,"I mean  they were good,",,,
B,"but, I, you know, you couldn't deny that.",,,
A,Oh yeah.,,,
B,"But I  didn't, I thought, you know, well I just didn't really care for either one of them.",,,
A,Uh-huh.,,,
B,"Uh, today, my favorites out of those guys were probably, um, Lambert, Ham,  and,  uh, Stallworth and Swan.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
A,"Uh-huh,",,,
A,"absolutely,",,,
A,I can't disagree with that.,,,
A,"They were super players,",,,
A,they really were.,,,
B,Uh-huh.,,,
A,"They really,",,,
B,"I, I, I like, not just with the Pittsburgh, I like watching on Saturday afternoons when they'll have like the plays or the, the best plays from,  you  know, from the week or something.",off topic start,,about B's liking to watch football highlights
A,Uh-huh.,,,
A,"Yeah,",,,
A,"highlights, yeah.",,,
B,"Yeah,",,,
B,I love watching that.,,,
B,"Then I like watching their bloopers too, you know",,,
A,"Yeah,",,,
A,"yeah,",,,
A,"that's kind of funny too, as a matter of fact",,,
A,"Some of them a, a bit embarrassing.",,,
A,"Yeah,",,,
A,"well they make mistakes too, I guess.",,,
B,"Yeah,",,,
B,"uh-huh,",off topic end,,
A,,,,
B,"it's  funny that more people don't get hurt. You know, especially, I would say the receivers,  when they're in  the air and they get tackled.",off topic start,,about people getting hurt while playing football
A,Absolutely.,,,
A,"Uh-huh,",,,
A,"oh they,  They take such a beating.",,,
B,"Oh, yeah,",,,
B,it's funny some of their necks don't get broken.,,,
A,"Absolutely,",,,
A,I don't know how they do it.,,,
A,"It's, it must just take a hundred percent concentration, I guess, because they know they're going to get hit,",,,
A,"it's just a matter of how hard, you know, or where.",,,
B,Yeah.,,,
B,"An they have to be in ideal physical shape, basically.",,,
A,"Oh, absolutely.",,,
A,They look like sometimes they're just broken in two like a match stem.,,,
A,"Gosh, what a beating,",,,
A,"they really do take a beating,",,,
A,they really do.,,,
B,Yeah.,off topic end,,
B,"Well what did you think of, um. a couple years ago for the Bears, the Refrigerator.",,,
A,"I think he was just probably a passing phenomena, I think",,,
A,"I don't know,",,,
A,"I, I'm knowing what, you know,",,,
A,"of course, Mike Ditka was in Dallas for years and years as coach, is knowing his, or, you know, knowing of his temperament, I'm just surprised he ever, you know, kept the guy around,",,,
A,I really am.,,,
A,"He's such a, he's about a half hot head anyway, such a temper.",,,
B,"Oh, you know, and to me he does, um, oh, he's just so big and fat,",,,
A,Uh-huh.,,,
B,he  doesn't even look like he's in shape.,,,
B,"He's just so big, no one can move him.",,,
A,"That's right, yeah,",,,
A,absolutely.,,,
A,"There's just so much mass there, I guess they just can't,",,,
A,"I don't know, you know,",,,
A,"I,",,,
A,"probably the guy is, you know, probably physically strong.",,,
A,"I, you know,",,,
A,obviously not very fast.,,,
B,Uh-huh.,,,
A,"But I guess it's just, like you say, a mass that nobody can seem to get out of the way.",,,
A,"As far as him scoring touch downs, you know, I think that was kind of weird.",,,
A,"I don't know,",,,
A,"Dallas has a guy, uh, his name is Nate Newton,",,,
A,now he has a real weight problem too.,,,
A,"He fights it every single year,",,,
A,"but, he manages to still keep playing,",,,
A,"but,  he  has a terrible weight problem.",,,
B,Yeah.,,,
B,Wow.,,,
A,They,,,
A,the coaches watch him all year long.,,,
A,"They, they weigh him several times a year just to make sure he's not, you know, completely out of control.",,,
B,Uh-huh.,,,
A,"But I guess most every team has has someone like that,",,,
A,"I don't,",,,
B,"Oh, yeah,",,,
B,"there's, there are some really big guys playing in football.",,,
A,"Absolutely they get bigger and bigger, it seems every year.",,,
B,Uh-huh.,,,
A,"I guess you have to to, you know, to stay in the game I guess.",,,
B,"Yeah,",,,
B,"you would, uh-huh.",,,
A,Yeah.,,,
B,"Um, now who,",,,
B,would you say that you have a,,,
B,"I mean other than Dallas, would you say that you have, uh, a favorite quarterback.",,,
B,"I mean the quarterback's seem to get most of the, the attention, you know.",,,
A,"Oh, yeah,",,,
A,"sure,",,,
A,"well, you'd have to, uh, or I would have to say, you know, someone like Montana, I guess, who's done so well for so many years.",,,
B,"Yeah,",,,
B,"I I, I enjoy watching him play.",,,
A,"Yeah,",,,
A,his age is about to catch up with him though.,,,
A,He's no Spring chicken anymore.,,,
B,"No,",,,
B,but he's still performing.,,,
A,"And like you say Warren Moon's an excellent,",,,
A,Warren Moon's an  excellent.,,,
A,But he's very exciting to watch.,,,
B,"Yes he is,",,,
A,"Uh-huh,",,,
A,sure.,,,
B,"I, I,  I enjoy watching him also.",,,
A,"Uh-huh,",,,
A,absolutely.,,,
B,"What about, uh, Marino?",,,
A,"Uh, I'm,",,,
A,"obviously he's a very good quarterback,",,,
A,"I'd, I never was, you know, too, a whole lot of, a big fan, you know.",,,
A,"Yeah,",,,
A,"he may, uh-huh.",,,
A,Yes,,,
A,"he was,",,,
A,I believe that's right at one point in time.,,,
A,but he's a very young fellow.,,,
B,Uh-huh.,,,
A,"Yeah,",,,
A,"of course a quarterback can look so good if he's got a lot, if he's got a good supporting cast, you know.",,,
B,"That's true,",,,
B,that's true.,,,
A,"If not, he gets  beat to death like poor old Troy Aikman has the last couple of years anyway,",,,
A,you,,,
A,"Dallas did better last year,",,,
A,hopefully they'll do better this year.,,,
B,"to someone else in the Uh, probably around twelve, uh-huh.",,,
B,"Yeah,",,,
B,"uh, I didn't, I don't know,",,,
B,"I, I just think, you know Marino will get better",,,
B,"and, uh, his team's not as good as what it was when he went to the Super Bowl,  you know,",,,
A,That's right.,,,
B,so.,,,
A,"Yeah,",,,
A,"Miami's had some down years, too.",off topic start,,about team miami and their injuries
B,Yeah.,,,
A,"But they all do, I guess,",,,
B,Uh-huh.,,,
B,Yeah,,,
B,"That's true,",,,
B,"and with age comes,  you know,",,,
A,"Yeah,",,,
A,with,,,
A,"yeah,",,,
B,"the,  the",,,
B,"I'm sure arthritis sets in with them,  you know.",,,
A,"Oh yes,  very much so.",,,
A,"Hip injuries and things like that, yeah.",,,
B,"Right,",,,
B,yeah.,,,
A,"Yeah,",,,
A,"that, that forces a lot of the guys to get out of the game.",,,
B,"Uh-huh,",,,
B,"and they're so young,",,,
A,That's right.,,,
B,"but, they're  retired, you know,",,,
A,"Uh-huh,",,,
A,"yeah,",off topic end,,
A,"I read some time, well not too long ago that the average, uh, professional career only lasts seven years.",off topic start,,about the retirement age of a player
A,"So that's when you think about it, that's really not a very long time, of course.",,,
B,"Oh yeah,",,,
B,but then you think about how many have been in there longer than that.,,,
A,"But if the average is seven years that means a lot of guys don't make it seven years, you know.",,,
B,"Yeah,",,,
B,a lot of them would have to get out like in just a couple.,,,
A,that's,,,
B,"Holy smokes, I didn't that doesn't seem like very long.",,,
A,"That's, that's a pretty short career on average.",,,
B,Uh-huh.,,,
A,"Of course they play their, you know, cards right and do some good investments, they'll, you know, they'll do all right.",,,
B,Uh-huh.,,,
A,"But a lot of them don't, unfortunately.",,,
B,Yeah.,off topic end,,
B,"Um, what do you think of the, uh, L A Raiders,",off topic start,,about team LA raiders
B,"used to the, the Oakland?",,,
A,"Yeah,",,,
A,"they, they're always branded, you know, as a bunch of outlaws",,,
A,"and,  if  their, if their, you know, arrest record won't let won't let them play anywhere else, they seem to go to, they seem to go to the Raiders.",,,
A,"But  that just may be, you know, perceived,",,,
A,"you know perception,",,,
A,I don't know.,,,
B,Yeah.,off topic end,,
A,"Al  Davis is, he's a kind of strange character, strange, strange looking guy.",,,
A,"Apparently he's kind of a wild guy,",,,
A,I don't really know for sure.,,,
A,"They've had some excellent teams, though, obviously.",,,
B,"Yes,",,,
B,they have.,,,
A,"I'm not sure they've yet decided where they want to play,",,,
A,"they keeping talk about, you know, going,",major topic end,,
