Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"but I could convert, you know,",,,
A,I could carry around a little conversion card or something,,,
A,"and, I could handle it for a while, and then, and then eventually I'd learn,",,,
B,Right,,,
A,"and I think that before, it was just, you know, just a bunch of little kids using it.",,,
B,Right.,,,
A,"And now I think there are enough people,",,,
A,"you know, sort of as we get older, I think others that will bring more generations in on it, eventually they'll be able to make the switch,",,,
A,"and we're not going to start going crazy and yelling and saying, what are you, crazy, we can't understand you.",,,
A,"We'll say oh, it's a pain in the neck,",,,
A,but it's for the better,,,
A,"and we'll sort of deal with it, I think.",,,
B,That's true.,,,
B,That makes sense.,,,
A,I don't know.,,,
A,"I, I, I would hope it would, uh,",,,
A,it seems like it's a reasonable system.,,,
A,"I mean, everything seems to be based on the same thing.",minor topic end,,
B,"Well, I was trying to think of what kind of things you'd have to change,",minor topic start,,Things that might have to be changed
B,and you'd have to change your height on your driver's license.,,,
A,Right,,,
B,"When you wouldn't be five foot eight anymore, uh, you'd be a hundred and seventy centimeters,",,,
A,Centimeters.,,,
B,and then you'd be lighter in kilograms than you were in in pounds.,,,
A,Yeah.,,,
A,"But I wonder if, if,",,,
B,So all the dieters would be happy,,,
A,But yeah,,,
A,right,,,
B,I only weigh sixteen today.,,,
B,"That's,",,,
A,Yeah.,,,
A,"But I wonder if that's even something that, you know, they, they have to change immediately.",,,
A,"They could just, you know, sort of phase that in,",,,
A,"so start, you know, from now,",,,
A,"like from now on all licenses would have that, rather than going back and changing everything, you know, all new licenses as of nineteen ninety-two would have it or something.",,,
B,Right.,,,
B,"And they'd have to change that little ruler that's on the door of the seven eleven that, tells you how tall the robbers are when they, to hold it up.",,,
A,That's right.,,,
A,"I know the,",,,
A,"and, oh, yeah,",,,
A,"I know, though, at the, uh, at the amusement parks, they say if you're under forty-two, inches or something. You can't walk in here.",,,
B,Right.,,,
A,You have to be under.,,,
A,"Well, I guess what, what, I bet what they do in that case, they, uh,",,,
A,"see, what some of them is like, you know, they say if you're not taller than this line.",,,
B,Right.,,,
B,"this line, which is seventy-three centimeters.",,,
A,That's right.,,,
B,"Just so you'll know,",,,
A,"It would be a neat case where like, where kids taught the parents, I think, you know.",minor topic end,,
B,Right.,minor topic start,,Talking about where all the metric system is
B,Because isn't it pretty much everywhere in the world?,,,
B,I know England is not metric.,,,
A,But I don't know.,,,
B,"I, I don't think they are, because our, um, our measurements started in England,",,,
A,England is not?,,,
A,Oh.,,,
B,"all that began back there,",,,
B,and I think they're the only part of the continent that hasn't changed over to metric.,,,
A,"Yeah,",,,
A,"but I mean,",,,
A,"but, but virtually the rest of the world is.",,,
A,"I mean, it seems like like, like, like sort of stupid.",,,
B,Right.,,,
A,"I mean, we are, of course, we are Americans",,,
A,"and we're supposed to be, you know,",,,
B,We're the trend setters in the world.,,,
B,"I don't know why we, We haven't changed to the sensible system.",,,
A,"That's right,",,,
A,"and, and now we're backwards.",,,
B,I don't know.,,,
A,"No,",minor topic end,,
A,"I, I, I would think, I mean, a, a, a base ten system as compared to a base twelve system makes a lot more sense.",minor topic start,,Talking about the complications of the imperial system
B,Right.,,,
B,"Well, and it's not even base twelve for everything,",,,
B,is it?,,,
B,"It,",,,
A,"No,",,,
A,"actually, no.",,,
A,"Um, let's see,",,,
A,"it's,",,,
B,"Well, pounds,",,,
B,"I don't even know what that,",,,
A,I don't know.,,,
A,"Oh, yeah,",,,
A,"I, I always forget.",,,
A,I don't even know how many ounces are in a pound.,,,
A,I just sort of make it up.,,,
B,"See, and I don't understand liquid ounces and fluid ounces.",,,
B,"It's,",,,
B,"I mean, I don't know that I have that much concrete knowledge in the current measuring system that would prevent me from,",,,
A,Right,,,
A,"Those, those wouldn't be a problem.",,,
B,"It's not like it's really entrenched other, you know.",,,
B,"A lot of stuff,",,,
A,"Let's see,",,,
A,how many cups equal that?,,,
A,"I, I have no idea.",,,
A,"I just, uh,",,,
A,"I know things like, you know, a pint is a pound the world around or something.",,,
B,Right,,,
B,"I don't, I didn't even know that",minor topic end,,
A,That's all I know.,,,
A,"I, I learned that because, uh, a friend of mine,",off topic start,,A Talks about the jelly bean business
A,"I, I had two friends,",,,
A,"and, I had more friends than that,",,,
A,"but two friends of mine in college,",,,
A,"I had a lot more than two,",,,
A,I promise.,,,
B,"Well, that's good.",,,
A,"Um, we opened a jelly bean business.",,,
B,Oh.,,,
A,"And we sold jelly beans,",,,
A,"and we had, uh, no idea how many, you know,",,,
A,"we, we didn't we didn't bother buying a scale.",,,
B,Right.,,,
A,"We'd go out and just buy, you know, five pound bags of sixteen different flavors, put it in plastic shoe boxes and, and, and then sell them for x amount per pound or quarter pound or something.",,,
B,Right.,,,
A,"And we, we didn't bother buying a scale,",,,
A,"and one of my friends was a physics, one of these guys was a physics major",,,
A,"and he said, well, just remember a pint is a pound the world around,",,,
A,"and he got the measuring cup and just measured, I think a cup or two cup, whatever is a pint.",,,
B,"Did you ever check it to see if it really was, a pint?",,,
A,"Gee, I think, I think he the calculation at home,",,,
A,and it turns out that he was actually pretty close.,,,
B,Um.,,,
A,"If anything, we were actually in favor of the consumer.",,,
B,Right.,,,
A,"So, so we were giving them a little too much,",,,
A,but that was our general tendency anyway.,,,
B,"Well, that's,",,,
B,you all are nice business,,,
A,"Yeah,",,,
A,"well, we were, you know, we were in,",,,
A,"it was, it was almost like we did it for the hell of it in school,",,,
A,"we really didn't, make, you know,",,,
B,Right.,,,
A,"I think we were only making seventy-five dollars each profit at the end of the year. You know, after, after an entire semester,",,,
B,Right,,,
A,but we had a hell of a lot of fun doing it.,,,
B,Probably ate all your merchandise too.,,,
A,"Yeah,",,,
A,"we, we, we tended to eat a lot,",,,
A,"and our friends would just sort of walk by and just put their hands in it,",,,
A,"and we had another friend, um, the physics major again, he wasn't he wasn't aware of jelly bean physiology, I guess,",,,
B,Uh-huh.,,,
A,"and he got into a snowball fight, with the jelly beans nearby,",,,
A,"and he just,",,,
A,"and, and some snow fell into one of the cartons.",,,
B,Oh.,,,
A,So he brought them into the bathroom to wash them off,,,
A,"And basically what we had, sort of non coated beans at that point.",,,
B,"Yeah,",,,
B,it's a little problem.,,,
B,What's inside the jelly bean?,,,
A,"Uh, it's just, uh, it's just the, the same,",,,
A,"they're like an outer coating,",,,
A,"and there's just sort of this stuff you see, you know, it's sort of like glorified sugar.",,,
A,I don't know.,,,
B,"Uh, oh.",,,
A,"But when you rinse them off, all you get is, uh, is, uh, the coating,",off topic end,major topic end,
