Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"but BEVERLY HILLS NINE OH TWO ONE OH, I, I watch it religiously.",minor topic start,,talking about BEVERLY HILLS NINE OH TWO ONE OH
A,Sure.,,,
A,"Yeah,",,,
A,we like that real well.,,,
B,"It,",,,
B,be sure to watch it tomorrow night because somebody's getting killed on it.,minor topic end,,
A,Uh-huh.,,,
A,I know.,,,
A,"The kids already know who it is,",,,
A,"I don't know who it is, though,",,,
B,Who is it?,,,
B,Ask them,,,
A,Let me ask Nicole.,major topic end,,
A,to someone in Nicole.,,,
