Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"Yeah,",,,
B,"they're, uh, quite, uh, they're hard to set down because it's so interesting",,,
B,"and, of course, they're all just a little spookier than the movies,",,,
B,"but, uh, it's always, they're always challenging to get through one of them.",,,
A,Yeah.,,,
B,I have a hard time finishing books.,,,
A,"Well I guess I also have been reading, uh, a lot of things on, uh, quality improvement and that type of thing because that's what I'm involved in a lot at work.",,,
B,Uh-huh.,,,
B,"In quality, especially now days, uh, that's almost everything that comes across the, the, the airways .",off topic start,,about the quality improvement.
A,"Oh, yeah,",,,
A,you could almost label everything quality in some sense or other,,,
A,"but, uh, I think sometimes the word is a little over used",,,
B,"Exactly, exactly right.",,,
A,"but,",,,
B,"Yeah, we, we have, I think we, we name drop it a little too much and, and don't fully understand what, what it is we're saying.",,,
B,I think it's just focusing in on the issue and walking your talk,,,
B,"and, and all that kind of rolls in together there,",,,
A,Yeah.,,,
B,"but, uh, that's just kind of part of it.",,,
A,"Okay,",off topic end,major topic end,
A,"well, any other comments.",closing,,
B,"Uh, not that I can think of.",,,
B,"Um, I think I'm under my quota a little bit.",,,
B,I need to probably make a phone call or two,,,
A,"Well we just started,",,,
A,right.,,,
B,"Uh, this is true.",,,
B,I've enjoyed it.,,,
A,"Well you too,",,,
A,"and uh, good-bye.",,,
B,Have a good day.,,,
A,Good-bye.,,,
B,Bye-bye,closing,,
