Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Um, I will read our current letters that come out on elections",,,
A,"and, I guess I do read that,",,,
A,"and I do study who's running in our area,",,,
A,and I do study what's going on in the economy.,,,
A,"It, you know,",,,
A,"and, I guess I do read other magazines, um, too, to get my information.",,,
B,"What kind of, see,",,,
B,"I subscribe to like SCIENCE NEWS,",,,
B,"and that's, that's real good because it gives like a brief summary of, or like the updates, like of what's going on in science without getting into a lot of detail that would, you know, bog me down that I wouldn't know about",,,
A,Right.,,,
B,"but other than that I don't really read,",,,
B,"I don't, I don't really subscribe to anything else.",,,
A,I used to read every month a READER'S DIGEST,,,
B,Uh-huh.,,,
A,"but, um, now I guess I just have friends that clip articles",,,
A,"or if I, you know, am interested in something, of course, during the when we were in war, I read up on that just a little in the newspaper to find out what was going on.",,,
B,"Oh, yeah.",major topic end,,
A,"But a lot of the times, I, you know, I wish I had the time to read all the stories in the newspaper,",off topic start,,talking about the wishes and the reasons why they cannot be completed.
A,but I just can't seem to find the time.,,,
B,Yeah.,,,
A,"If they put it out in a video, or on not a video but a cassette tape or something, where you could just listen to it I would do that while I was doing other things.",,,
B,Yeah.,,,
A,"But,",off topic end,,
B,"Well, I remember back during the, uh, during the war, everyone here at work always had the radio or the T V on, because that, they were going constantly with that stuff.",off topic start,,talking about some situations in war.
A,Right.,,,
B,"But, uh.",off topic end,,
A,"Well, I, um, they even did a story on our news here in Texas on what people wanted to see more of,",minor topic start,,talking about people's preference about news.
A,and people said that they wanted to see more on outside of Texas news.,,,
A,"You know, we just don't want to hear every night all the killings that went on here in Dallas",,,
B,Yeah.,,,
A,"that we want to hear what's going on with the economy, what's being done to help it, what's going on in other countries, what's, you know, just  more information.",minor topic end,,
B,"If they reported every,  if they reported every violent crime in Atlanta it would take, it would probably take the whole news hour",off topic start,,talking about the possible outcome of entirely covering just the criminal news.
A,Yeah.,,,
B,"But, uh.",off topic end ,,
A,"Well, I guess we'll get pretty good news coverage in a couple of years when you host the, uh, summer olympics",off topic start,,talking about the olympics and its media coverage.
B,"Oh, yeah,",,,
B,"that's,",,,
B,"they start, already they're having like, um,",,,
B,"in the newspaper they have a section, I think, every now and then, on the Olympics, you know,",,,
B,"and they've got like a countdown,",,,
B,it's like sixteen hundred days or something.,,,
A,"I know, we're trying to get tickets to it right now.",,,
B,"Oh, really?",,,
A,Yeah.,,,
B,That's going to be crazy that time of year here.,,,
B,"But, uh.",,,
A,Yeah.,,,
B,"I can't believe, I mean,",,,
B,"they're, they're stretching out the Olympic news for that much coverage over,",,,
B,I guess people want to hear about it.,off topic end,,
B,"Also big in the news right now is the Braves, because they're, uh, they're in, you know, spring training or whatever",off topic start,,talking about another sports team
A,"Right,",,,
A,right.,,,
B,and they did so well last year.,,,
A,"Yeah,",off topic end,,
A,"they spent a lot of time, that's another thing, they spend a long time on sports,",minor topic start,,talking about how news through media coverage could be made more efficient .
A,"and I think that, um, that's fine, I would like to see more time spent on other things.",,,
B,Yeah.,,,
A,But.,,,
B,"It seems like,",,,
B,"I don't know,",,,
B,"they way they do the newscasts, I wish they, they kind of separated it, you know,",,,
B,if you wanted to watch one thing you could turn to some channel for it,,,
B,but I don't have cable.,minor topic end ,,
