Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,Pretty good.,,,
A,I do like to ski.,,,
B,"Pretty, pretty down there. Huh?",,,
A,"Yeah,",,,
A,"I, I said I do like to ski.",,,
B,"So, where, have you skied?",,,
A,"And it's, it's kind of nice being up here just because it's all like a vacation in itself when you get to go.",,,
B,Sure.,,,
A,If you like that kind of thing,,,
B,"Sure,",,,
B,so you're a sophomore. Or junior?,,,
A,I am actually a junior. Beginning of my junior year.,,,
B,You're a junior.,,,
B,Good for you.,,,
A,"So,",,,
B,What are you studying?,,,
A,Nursing.,,,
B,Good for you.,,,
B,You sound like a girl that has it together.,,,
B,"I would just encourage you to do a little traveling, though, before you get married.",,,
B,"Because when you get married, you won't have the money or the time.",Minor Topic End,,
A,"You think,",,,
A,I know.,,,
B,"So just, you know,",,,
B,"don't, don't be in any hurry.",,,
A,"I'm not, I'm not.",,,
B,You really should go to Europe.,,,
B,I went to Europe for six weeks after I graduated from college,Minor Topic Start,,Talking about Europe Trip
B,"and that was just,",,,
B,"I, I mean I could have had that or a down payment on a new car",,,
B,and I took the trip.,,,
B,And,,,
A,And it was great?,,,
B,"uh, I traveled with a group of sixteen other students.",,,
B,"Actually they, there was two other graduating seniors besides myself,",,,
B,and we just had a ball.,,,
B,"We stayed at,",,,
A,How long did you get to stay there?,,,
B,"Uh, six weeks.",,,
A,"Oh, really?",,,
B,Yeah.,,,
B,"It was wonderful,",,,
B,so you should think about doing something like that.,Minor Topic End,,
A,"Uh-huh,",,,
A,I just had a friend that got back from Europe,Major Topic End,,
A,and she was there like all winter semester.,,,
