Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"I can  even teach on Saturdays and,  and  things, like that.",,,
A,"Oh,",,,
A,"great,",minor topic end,,
B,"Yeah,",,,
B,"um, I do know that my brother and his wife have a terrible time finding, uh, child care,",,,
A,Right.,,,
B,"and  one of the things they made in, um, uh,",,,
B,real,,,
B,"they're number one priority was that, um, they're children didn't have to leave their home *transcript error--spelling of initial ""they're"" should be ""their""",,,
A,"Oh, that's,  wonderful  too,",,,
B,"So,  they, um, um,",,,
B,"my sister-in-law is a, uh, um, a clinical speech pathologist,",minor topic start,,talking about sommeone's issues with childcare
A,Uh-huh.,,,
B,"so,  she is",,,
B,"I guess her most recent position after she returned back to work, she applied for a director's position and got it.",,,
B,"So, I guess she's very well qualified for her field I guess",,,
B,"and even though she took off two years for, um,",,,
B,"I guess four years all together,",,,
A,Uh-huh.,,,
B,"it  would be three years,",,,
B,how old's Kayla,,,
B,"three, yeah,",,,
B,"I guess she took off three years all together, um, for cause I guess they have a four year old,",,,
B,"and yeah, and my nephew is two, almost two,",,,
A,Uh-huh.,,,
B,so I guess she took off three all together,,,
B,"and then when she decided to go back to work, um, she was able to find good position and pay for somebody to come into their home.",,,
A,"Oh, that's wonderful.",,,
B,"Yeah,",,,
B,"I think they were really lucky there,",,,
B,but I think they've lost this woman she she will not continue.,,,
A,"Oh, dear.",,,
B,"And, and she won't do it in the summer because her kids are home from school.",,,
A,"Sure,",,,
A,yeah.,,,
B,So I don't know what they are going to do.,,,
A,"Oh, you know that's an ideal situation,",,,
B,Uh-huh.,,,
A,"but  not many people can afford,  something like,",,,
B,"Yeah,",,,
B,"I think,  I think they they're both, they were both professionals unlike me they're, um, they were married, my brother's five years younger then she is,",,,
A,Uh-huh.,,,
B,"so  she was probably twenty-seven when they were married,",,,
A,Uh-huh.,,,
B,"so  she already had, had gotten bachelors and masters and established herself in a,   in a practice almost. Um, where, you know, he then they waited a couple years",,,
A,Sure.,,,
A,Uh-huh.,,,
B,"and, and he got himself pretty far along, I guess they didn't have kids until he was about, twenty twenty-six",,,
B,"so by that time she was so well established, you know,  I  guess it made it a lot easier.",minor topic end,,
A,Right.,,,
A,Sure.,,,
B,"but,  uh, I think the longer you wait the easier, the easier it is,  if you have that,  that professional occupation where you can change.",,,
A,"Oh, I do to.",,,
A,"Oh, yeah,",,,
B,Yeah.,,,
A,"but  they're they're are just so many people out there that aren't that, uh,  lucky,  uh,",,,
B,Yeah.,,,
B,"That's right,",,,
B,"that's true, yeah.",,,
A,"uh, because I'm a single  parent,",,,
B,Uh-huh.,,,
A,"and  I, uh, you know, my husband and I, ex-husband and I got a divorce, um, when the children were small",off topic start,,talking about parent
A,"and so I, uh, was a teacher",,,
A,"I, uh, still am teacher,",,,
B,Uh-huh.,,,
A,"and  it was really difficult to find affordable child care that was that was what I wanted,  where  I could,  have piece  of mind and when I taught school * transcriber spelling error--""piece"" should be ""peace""",,,
B,Yep.,,,
B,"Yeah,",,,
A,"and I knew my kids were being taken,  care of.",,,
B,Yeah.,,,
A,"Yeah,",,,
A,"and, uh, plus I, I, uh, wanted them to get something out of it,  I  just didn't want it to be a day where they went and slept and ate cookies and,  that's it .",,,
B,Uh-huh.,,,
B,Yeah,,,
B,"that,",,,
B,"yeah,",off topic end,,
B,"that's, you know, that's so important I, um, I, I guess it's so funny now with schools, you know, they don't take kid into kindergarten, and when, I guess when they're five,",minor topic start,,talk about kidergarten
A,Uh-huh.,,,
B,and  sometimes they flunk kindergarten now.,,,
A,Right.,,,
B,They don't let them into kindergarten unless they can count to ten and know their A B C,,,
B,"and I think that's so funny because, um, I don't, I don't know if I want",,,
A,Sure.,,,
B,"and  I,",,,
B,it's a very important part of your life,,,
B,"and I hope to read with my kids,",,,
B,"but I don't know if I want my kids to go to school. At four,  or  three,",,,
A,Well.,,,
A,I agree with that.,minor topic end,,
B,"you know, I can  see that when you make that point.",,,
A,"Well, the thing is,  I  teach this grade and I, I can see very readily the kids that didn't never learn socially how to get along with other,  children",,,
B,Yeah.,,,
B,Uh-huh.,,,
A,"and they're the ones that are having problems not only getting along with the other kids but academically,  because  they were not, they're should be, there's to many things in their way, *to should be too",,,
B,Uh-huh.,,,
B,"Yep,",,,
B,uh-huh.,,,
A,and so  I want my,,,
A,I wanted my children,,,
A,"and they did learn to get, to get along with other people.",,,
B,"Uh-huh,",,,
B,that's a really important point.,,,
A,"Yeah,",,,
A,and I mean I feel a lot of maladjusted adults,,,
A,"and I bet if we trace back to their,  early  childhood we could see some, you know, times they didn't get to play or be with other kids their own age really learn how do get along with,  people.",,,
B,Yep.,,,
B,"I think that's really, that's important",,,
B,"I, I've seen the same thing",,,
B,"I, I think you're exactly right because, you know, I've gone",,,
B,or,,,
B,"before I was married I went out with a girl,",minor topic start,,talk about long term effects of bad child care
B,"and you know, um, boy, after, you know, after about two months I realize this girl really has some deep set emotional problems.",,,
A,Uh-huh.,,,
B,"And I bet,",,,
B,"and they could be traced back to just not being, uh, you know, being moved between day care centers when she was one and two and three years old,  and  never, always being a bit snippy and spiteful.",,,
A,Uh-huh.,,,
B,I bet you could trace all the way back,,,
A,"I bet you could too,  because  it, you know, kids have to learn how to get along with other people,",,,
B,Yeah.,,,
B,Uh-huh.,,,
A,"and  if they don't they just don't turn out to be really, you know, good adults or,  successful adults I  should say,",minor topic end,,
B,"That's true,",,,
B,yeah.,,,
B,Uh-huh.,,,
A,"you  know, really",,,
A,"but, uh, it is a big problem",,,
A,"and you I have lot of friends right now that, uh, have young children",,,
A,"and they daily have problems with, with whoever is taking care of the child,",,,
B,Uh-huh.,,,
A,"or  they switch a lot, which is not good for the child either.",,,
B,"Yep,",,,
B,that's true.,,,
B,"Yeah,",,,
B,that's really true.,,,
A,"So you need,",,,
A,"cause you need that consistency when they're young like that,",,,
A,"and it would be ideal like you, you hope when you have children,  your  wife gets to stay home,",,,
B,Uh-huh.,,,
B,Yeah.,,,
A,"I  would have, have given anything if I would have been able,  to  stay home with my children.",,,
B,"Yeah,",,,
B,"I, I think I'm, I'm very lucky.",off topic start,,talk about job
A,"Yeah,",,,
A,you.,,,
B,"Um, because of having, you know, flexible higher education provides a flexible schedule.",,,
A,Right.,,,
B,I teach a computer classes,,,
B,"so,  it's, it's  one of things where I'm paid a little bit better then a History or an English professor",,,
A,"Oh, great.",,,
B,"and I'm also, um, you know,",,,
B,"they have vocational type courses on weekends,  almost  everywhere,",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"and,  you know, you can take you can teach two three hours classes on a Saturday,  which means,  that, you know, whole week's worth of courses",,,
A,"Oh, that's,  wonderful.",,,
B,"so that lets you be available three days during the week,  you know,",,,
A,"Oh, great.",,,
B,so you be will home with your kids I you know,,,
B,"it's really funny is that I, I picked this career when I was in college because, uh, I think with my commitment to family and, um,  wanting  to spend more time with my children,  because my dad  had very, um, nine to five type job,  with,  uh, forty-five minute commute into the city, and a forty-five commute home,",,,
A,Um.   You're very wise.,,,
A,Uh-huh.,,,
B,"so, by the time he got home he was so tired",,,
B,"and he was all rung out from the day,",,,
A,Sure.,,,
B,"and  I think he, he missed a lot of, um, our up bringing.",,,
A,Sure.,,,
B,"You know, my mother",,,
B,"I, I came from a family, that my mother stayed home until we started school.",off topic end,,
A,Uh-huh.  thirteen  and a sixteen year old.,,,
B,"Um, and I, I don't, uh,",,,
B,It's probably costing you a fortune.,minor topic start,,costs related to kids
A,"Oh it is,",,,
A,"they  really are expensive,",,,
A,yeah.,,,
B,"My goodness, if, if you want them to be able to drive the car, the insurance bill.",,,
A,Exactly.,,,
B,"um,",,,
A,"Well, and they",,,
A,most of the area where we live in most of the kids have cars.,,,
B,Oh.,,,
A,"So, you know, right now I'm looking for a little truck for my for my son,",,,
B,Uh-huh.,,,
A,"so  that you know an older, older, older, truck",,,
A,"so I can afford it,",,,
B,Yeah.,,,
A,"but,  you know, I, I just look forward to him helping me out because I for years just car,  drove in  carpools all over the place",,,
B,"Carpools, uh,",,,
A,"and, And it will be nice just to be able to have him say will you go to the store, will you take his sister somewhere,  something like  that.",,,
B,"Yeah,",,,
B,my parents did a lot of that.,,,
B,That's right.,,,
B,Yep.,,,
B,"And just to save you trips to and from,  you know,  uh, ball games and athletic events,  and  activities at the school.",minor topic end,,
A,"Right,",,,
A,exactly.,,,
A,Right.,,,
A,That's right.,,,
B,"Yeah,",,,
B,"isn't that something how, you know, you think about child care",,,
B,and it lasts along time. *along a long,,,
A,"It, does for ever.",,,
B,"It, it lasts a long time.",,,
A,"And then when you get through with your own you've got grandchildren,",,,
A,so,,,
A,It's not ending is it,,,
A,"You think we've talked a long, a long enough time?",off topic start,,talk about length of conversation
A,"Oh, they come in, see this is the first time I've done this.",,,
A,"Oh, in ten minutes, you have to talk that long.",,,
B,"Well, you don't have to",,,
B,"but they,  they,",,,
A,Uh-huh.,,,
B,"um, you go the length",,,
B,and sometimes if it's a very busy time period you'll go about seven minutes.,,,
A,Oh.,,,
B,Depends on how old the tapes are at that time.,,,
A,I see.,,,
B,Uh-huh.,,,
A,I see.,,,
B,Yeah.,off topic end,,
A,"Are you from the,",off topic start,,talk about native place
A,where are you from?,,,
B,"This is Baltimore, Maryland.",,,
A,"Oh, my gosh, I'm from, uh, Plano, Texas which is, which is outside of Dallas.",,,
B,"Yeah,",,,
B,"well, most of most of the people I talk to are from Texas.",,,
A,Yeah,,,
A,because that's where T I is,,,
B,"Uh-huh,",,,
B,"yeah,",,,
B,"and I've discussed,  I've discussed, um.",,,
A,That makes sense.,off topic end,major topic end,
