Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"and, you know, for a while there he had them,",,,
B,I can't figure out why they adored him.,,,
A,Well it has a lot to do with their religion.,,,
A,"I got to say, that over there, um,",,,
B,"Yes,",,,
B,yeah.,,,
A,"and I know this only because from personal experience that I'm speaking of this,",off topic start,,Relating topic with personal experience
A,"because I, I've, you know, traveled around town with different cab drivers in a situation where I've done that",,,
A,"and one, one of the kindest people I've ever met in my whole life, um, is from that area of the country",,,
A,"and I mean he is just overly, he, he is abounding in kindness, let's say.",,,
B,Yeah.,,,
A,"And his wife is so godly, I mean, every thought,",,,
A,they have a totally different life than we have.,,,
B,Huh.,,,
A,"You know, and when you add the, um, commercialization of the western world it sort of screws everything up for them.",,,
B,Yeah.,,,
A,"And they have very basic life, um,",,,
A,well it's just a very basic life,,,
A,"and they just really believe in Allah, or God, or whatever.",,,
B,Uh-huh.,,,
A,"And it's, you know, everything is to the glory of Allah,",,,
A,"and, and, you know, and, it, it's almost like,",off topic end,,
B,"What's sad is that the leaders that have control are power,",minor topic start,,Talking politically about leaders
A,"Yeah,",,,
A,"well that's, see using that,",,,
A,yeah.,,,
B,"yes,",,,
B,and they abuse that.,,,
A,And it's always been military,,,
A,"and it's always been,",,,
A,"and that's, that's always been the way of the world. Don't you think",,,
B,"Which I think that that's not the, the way the majority of the people over there really are.",,,
A,Yeah.,,,
A,"So it's really hard,  when you see the leaders, compared to the people.",,,
B,"But I think in a, in a way the war,  uh, I think in a way all, the involvement over there too, though, has shown a lot of people that there are a lot of people that don't follow what those few are doing.",,,
B,And there are a lot of people who are good people.,,,
A,"Yeah,",,,
A,yeah.,,,
B,"You know, there's,",,,
B,"and I, I think we may not have ever have seen that without some of these, uh, newspeople being in there in the broadcasts and the, the, uh, soldiers leaving, um, you know, surrendering and, trying to get out of that situation.",,,
A,Right,,,
A,"and surrendering,",,,
A,"that was,",,,
A,Yeah.,,,
B,"And, and, the, you know,",,,
A,"it just really comes down to people are people, you know,",,,
A,you have to have some compassion some humanness.,,,
B,That's right.,,,
A,"Doesn't matter where the boundaries are. Um, you know,",,,
A,there are political boundaries,,,
A,"and those are man made boundaries,",minor topic end,,
A,"but, you know, for heaven sakes, that's something that's been going on for ages,",,,
B,"and I, I think so much of it is what you're taught.",,,
A,"Yeah,",,,
A,that's true.,,,
B,"You know, they teach their children, uh, in such a way that,",,,
