Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"and I ski, ski,",,,
B,do you ski?,,,
A,"Yes,",,,
A,we snow ski.,,,
A,"We snow ski at Mount Bachelor mostly in Oregon,",,,
B,"Uh, that's great.",,,
A,have you ever been there?,,,
B,"No, uh,",,,
A,Wonderful place.,,,
B,I've skied in Colorado,,,
B,"and we usually go to New Mexico because it's a little cheaper, you know.",,,
A,Ooh.,,,
A,Uh-huh.,,,
A,Where in Colorado?,,,
B,"I've been to Telluride which is on the west side and, uh, Copper,",,,
A,"Yes,",,,
A,yes.,,,
B,Copper is kind of my favorite up there. Breckenridge and Keystone.,,,
A,Really.,,,
A,Uh-huh.,,,
B,I guess those are the only places I've skied up there.,,,
A,"I would love,",,,
A,I can hardly wait to get up there.,,,
B,"Me, too.",,,
B,"You guys, are you guys getting snow?",minor topic start,,They talk about the mountains and snow
A,"We,",,,
A,it is snowing right now.,,,
A,We're to get one to three inches tonight.,,,
B,"Oh, gee,",,,
B,I heard Aspen got three feet.,,,
A,"Oh, yeah,",,,
A,"well we're, we are on the dry side of the mountains.",,,
A,"Seattle is only about two and a half hours,",,,
A,so of course I'm a real Seahawks fan,,,
B,Yeah.,,,
A,"and, um, going over that pass is just a real nightmare.",,,
B,"I can imagine, my lord.",,,
A,"And, um, so, and we're on the colder side,",,,
A,"they're on the rainy side,",,,
A,we're on the snowy side,minor topic end,,
A,"and, um, we, we ski.",,,
A,"My, my children all ski",,,
B,"Oh, super.",,,
A,"and we've, we have been to Whistler in Canada, which is just a marvelous place,",,,
A,"Whistler and Black Home is in Canada,",,,
A,"and then we've gone to Sun Valley several times,",,,
A,"that's a, just a great place. But no not in Colorado",,,
A,"since I was in college, since I went to school,",,,
B,What about Utah?,,,
A,"Haven't been there,",,,
A,"I keep hearing these marvelous things about Deer Valley and,",,,
B,"Yeah,",,,
B,haven't either.,,,
A,"um, to don't, Adam, talking to um City,",,,
B,Always want to go to Canada Canada to Banff or somewhere like that,,,
A,"Ooh, yes.",,,
A,And your kids all ski?,,,
B,"Uh, not all of them",,,
A,Uh-huh.,,,
B,"My, my kids are all grown.",,,
A,Uh-huh.,,,
B,But my youngest son is a skier.,,,
A,"Really,",,,
A,that's great.,,,
A,"Well, my boys are at the point where they scare their mommy to death.",,,
B,Uh-huh.,,,
A,"When they're skiing they're fearless,",major topic end,,
A,"and they go off,",,,
