Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"And they don't take,",,,
A,Probably going to throw them in your trash,,,
B,"Yeah,",,,
B,that's what happens,,,
B,"because,",,,
A,"Well, there are places that take car batteries,",,,
A,"but I wonder if they would take,",,,
B,Yeah.,,,
A,"I mean, not that it would",,,
A,"kind of a pain to, you know, drive over somewhere special just for that, for two little tiny batteries",,,
A,"but,",,,
B,"Yeah,",,,
B,"yeah,",,,
B,but I think the city one could possibly look into that or something.,,,
A,"Yeah,",,,
A,that's true.,,,
B,"Uh, if they've got these bins for all the other little items,",,,
B,"I'm sure if people will have batteries, uh, you know, quite often to, to toss out.",minor topic end,,
A,"Right,",,,
A,that's true.,,,
A,"Uh, when I was home those few days around Thanksgiving and the, uh, the truck came by, well, we all ran out to watch it because, you know, we'd never really seen it pick up our stuff",off topic start,,A talks about his/her past experience
B,Uh-huh.,,,
A,"and one thing I thought was interesting was that the driver had something on his belt that he, uh, scanned across the little bar code on our bin as soon as he took the stuff",,,
B,Oh.,,,
B,"Oh, is that right?",,,
A,"and he just pulled this thing kind of out of his pocket and just, you know, scanned it,",,,
A,"so I don't know why, what that was reading it for",,,
B,Huh.,,,
A,"but, uh",,,
B,Registering our garbage,,,
A,"they must be trying to keep track of  , you know, who is doing it, or what, I guess.",,,
B,Yeah.,,,
A,I don't know.,,,
A,"Another,",,,
B,Wouldn't it be nice if you could get a credit back at the end of the year,,,
A,"Ooh, for those who are really cooperating.",,,
B,Yeah.,,,
A,"Now, that would encourage it.",,,
B,"Well, except I know it would just not be cost effective.",,,
B,"They've already got all this money out on hiring, uh, getting the trucks and hiring people to work them.",,,
B,I'm sure they couldn't afford that.,off topic end,,
A,Sure.,,,
B,But,,,
A,Sure.,,,
B,"uh,",,,
A,"But the garbage, uh,",,,
A,now there is just one garbage man that comes on the truck instead of two.,,,
B,Yeah.,,,
B,"Oh, yeah.",,,
A,So that's interesting.,major topic end,,
A,"Uh, also, slightly off the subject, but our, our big green garbage thing got stolen.",off topic start,,A talks about his bin being stolen
B,"Oh, it did?",,,
A,Uh-huh.,,,
B,Gosh.,,,
A,And we we called the City,,,
A,"and, uh, they, they brought us a new one",,,
A,and they did not charge us.,,,
A,And they said that between three and four hundred have been stolen.,,,
B,"Oh, my goodness.",,,
A,Isn't that sad? You know.,,,
B,It is sad.,,,
A,"And just,",,,
B,"You know,",,,
B,they paid for those things anyway.,,,
A,"Oh, and they must be, Yeah, really expensive.",,,
B,"Or, our taxes do.",,,
A,"I mean, of course, we were hoping we weren't, we weren't going to have to pay for it, you know",,,
B,Uh-huh.,off topic end,,
A,"but, I mean, what would somebody do with them.",,,
