Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Now I signed up for a different one now that's only two nights a week because I am getting kind of into a real busy schedule as far as teaching a lot of training classes,,,
A,"and some of them require me to go out of town,",,,
B,Uh-huh.,,,
A,"and, and, uh, that just kind of throws my whole schedule off on doing that.",,,
B,Yeah.,,,
A,"lately, uh, there's been nights that I could have gone",minor topic end,,
A,"and I've found excuses, uh things like I had the flu last week,",off topic start,,persons flu infection
B,Yeah.,,,
A,but I'm fine this week.,off topic end,,
A,I could have gone Monday.,minor topic start,,again about person A's recent fitness regime
A,"I could have gone tonight,",,,
A,and I didn't.,,,
B,Yeah.,,,
A,"So, I'm kind of finding excuses,",,,
A,"and now it's kind of like, well,",,,
A,this is the last week.,,,
A,I'll just start fresh next week.,,,
A,"But, I better better do it.",minor topic end,,
A,And I think another thing is that my friend that was taking with me the first two months wasn't the second two months.,off topic start,,persons friend not attending with them
A,"She started taking tennis lessons,",,,
A,"and so I haven't had that extra motivation, of, of us forcing each other, or not forcing each other but encouraging each other to go.",,,
B,Yeah.,,,
A,So.,,,
B,"Sure,",,,
B,yeah,,,
B,that makes a difference when you have somebody to go with and to do the same the same thing.,,,
A,Uh-huh.,off topic end,,
B,Like it's misery loves company.,,,
B,I don't really love exercise.,,,
B,"I mean, some I,",off topic start,,persons neighbours fitness regime
B,"the neighbor across the street, she goes, belongs to President's,",,,
B,"and, uh, it's not President's any more.",,,
B,I don't know what the name of it is anymore.,,,
B,But she loves it.,,,
A,Uh-huh.,,,
B,"I mean, it's just, it's an automatic high for her.",,,
A,Uh-huh.,,,
B,She just enjoys it so much.,,,
B,And I don't.,,,
A,Yeah.,,,
A,I'm the same way.,,,
B,"I feel good after I do it,",,,
B,but I hate it when I'm doing it.,,,
A,Yeah.,,,
B,"You know, I just,",,,
B,"I don't enjoy it at all,",,,
B,and she just loves it.,,,
B,"So. Even when she doesn't go to the health club, she runs, you know.",,,
A,Uh-huh.,,,
B,"And, it's a daily thing for her.",,,
B,"So, it, you know,",,,
B,and it's so hard for me.,,,
B,"I envy her,",,,
B,"I wish I could be that way,",off topic end,,
B,"but I don't. I don't,",,,
A,I do too.,minor topic start,,person B's opinions on running/walking
B,"and I have an older sister that loves running, too,",,,
B,"and she runs all the time,",,,
B,"but at, to me, it's every minute's agony,",,,
B,"and I,",,,
B,"in fact, I don't run.",,,
B,I hate to run.,,,
A,Uh-huh.,,,
B,Like when I walk I'll take along a radio or something,,,
B,"and that helps, you know, pass the time.",,,
A,Right.,,,
A,"Yeah,",,,
A,walking is kind of boring.,minor topic end,,
A,"I do have a few friends that live in my apartment complex in this neighborhood,",off topic start,,person A's neighbours giving company
A,"and we try to, we used to try to get together,",,,
A,and I think now that the weather's getting nicer we're going to start doing it again and occasionally go walking.,,,
A,There's a real nice residential area right behind our apartment complex.,,,
B,"Uh-huh,",,,
B,uh-huh.,,,
A,And it's not as boring if you get several people,,,
B,That's right.,,,
A,"and you can kind of talk,",off topic end,,
A,"and, and it, it makes it pass pretty quickly,",,,
A,and the aerobics isn't too boring.,minor topic start,,conversation on aerobics starts
A,"I kind of enjoy it when I'm doing it. Um,",,,
A,"it's a lot more fun than some other things I could do, I guess.",,,
B,"Yeah,",,,
B,yeah.,,,
A,"But, uh, I do, I do have to make myself go,",,,
A,"and of course while I'm doing it I feel pretty good,",,,
A,and after I get finished I feel great.,,,
B,"Oh, it's great afterwards,",minor topic end,,
B,yeah.,,,
A,"I mean, I can go in there,",off topic start,,person A's personal experiences
A,"I can be,",,,
A,"like a Friday afternoon when I'm tired, it's the end of the week and I just want to go home. And I'll make myself go,",,,
A,"and I'll have headache and everything,",,,
A,"and I get out,",,,
A,I don't have a headache any more.,,,
A,"I feel great,",,,
A,"and I'm just,",,,
A,it's amazing how much better I feel.,,,
B,Yeah.,,,
A,"And then just in general, I sleep a lot better",,,
B,"Yeah,",,,
B,that's right.,,,
A,and I just feel much better.,off topic end,,
A,"I mean, I've been kind of dragging the last few weeks,",off topic start,,reasons and excuses for person not working out
A,and I know if I would just get around to exercising I'd feel better.,,,
B,Exactly,,,
B,"it does,",,,
B,it gives you energy.,,,
A,But my dragginess is my excuse for not exercising.,,,
B,Yeah.,,,
A,"Well, I'm too tired,",,,
A,or I have a headache,,,
A,"or,",,,
A,"well, I just got over the flu,",,,
A,and I'm still kind of draggy,,,
A,so I better not go,,,
B,It's kind of a vicious circle isn't it?,,,
A,"Yeah,",,,
A,it really is.,,,
B,"Yeah,",,,
B,"I find, too, that I have more energy when I exercise,",,,
B,"and, you know, it's silly not to,",,,
B,"but, I don't know,",,,
B,it's just a put off.,,,
B,"I don't know why I don't do more,",off topic end,,
B,"and I, and I know that it's good for my health.",minor topic start,,views on benefits of fitness
B,"I know, you know, from everything that you read and you see on television now, exercise is so important to good health.",,,
A,Right.,,,
B,"So, you know, you, not only, you know, you're not only doing something to keep yourself fit, but you're probably prolonging your life.",,,
B,So.,,,
A,Right.,,,
B,"There's no reason that we shouldn't do it,",,,
B,but I don't know.,minor topic end,,
A,It's just hard to make yourself go.,,,
A,"And I, I think one thing I don't like about aerobics is that after I'm finished it's kind of late at night,",off topic start,,persons qualms with aerobics
A,"and I've been sweaty,",,,
A,"and, and it, you know,",,,
A,I don't really feel like going in the grocery store all sweaty or running errands.,,,
B,Yeah.,,,
A,So it kind of kills the evening for doing errands.,,,
A,So I think a Tuesday Thursday might be a little bit better.,,,
B,Yeah.,,,
A,"Of course, I feel like once I've done it, if I'm sweaty I might as well do an extra thirty minutes because you've already kind of shot your night.",,,
B,Right.,,,
A,"But, um, so I'm kind of glad they have a longer class on Tuesday, Thursday now that I can just kill two nights, and and, uh, get a reasonable amount of workout in.",off topic end,,
B,Yeah.,,,
B,"Does it cost the same for just two nights or,",off topic start,,cost of aerobics class and its facilities
A,"No,",,,
A,it's less expensive.,,,
B,"Well, that's good, too.",,,
A,This one was only forty-five dollars.,,,
A,"But I'm glad it's not too totally cheap, because if it was too cheap I would talk myself out of going more, probably.",,,
B,"Yeah,",,,
B,yeah.,,,
A,"Since it's more expensive, I think, Okay, you spent that much money, you'd better go",,,
B,"That's right,",,,
B,that's right.,,,
A,So hopefully.,,,
A,"Yeah,",,,
A,"yeah,",,,
A,"it's right there,",,,
A,"and it's, they have a really nice facility at the T I.",,,
A,"They've got two different aerobics rooms,",,,
A,they have the mirrors.,,,
A,"Of course, sometimes you don't like to see the mirrors on the wall",,,
A,you don't like to see how you work.,,,
A,"But, I guess, sometimes it kind of motivates you to really get going.",,,
A,"But,",,,
B,"Yeah,",,,
B,and then they hire private instructors?,,,
A,Uh-huh.,,,
B,"Oh, that's great.",,,
A,"And they have ceiling fans in the rooms,",,,
A,"and it's, it's a pretty nice setup. Um,",,,
A,"and of course it's real convenient, because it is right there at work.",,,
A,"I think if I had to come home and then go somewhere, I'd never make it.",,,
B,Yeah.,,,
A,"And just the fact that I can go straight from my desk over to the, the recreation center and do it helps a lot.",,,
B,Uh-huh.,,,
B,"Yeah,",,,
B,"I can see that would be, uh, easy.",,,
B,They make it as easy as they possibly can for you.,,,
A,"Oh, yeah",off topic end,,
B,"Well, um, do a lot of people take advantage of it?",off topic start,,peoples participation in aerobics
A,Quite a few do.,,,
A,"They have probably, ooh, I'd say fifteen different, fifteen to twenty different aerobics classes each session that are running,",,,
A,"and they have them anywhere from six in the morning. Uh,",,,
A,"they have some during, during lunch hour that are shorter,",,,
A,and I guess guys can take advantage of that.,,,
A,"For me, I wouldn't have time to do an hour, hour of aerobics and then take a shower and get, get dressed again.",,,
B,"Oh, yeah.",,,
A,But there's a lot more guys that do that one.,,,
B,Uh-huh.,,,
A,"And, um, they have them, you know, in the evenings,",,,
A,they even have some late night ones for people that work second shift and things like that.,,,
A,So they have big variety.,,,
A,"They even have some, uh, aerobic, uh, water aerobics when the weather gets nice out in the pool.",off topic end,,
A,I've never done that one before.,,,
A,But.,off topic start,,person talks about the facilities again
B,"Oh, you have a pool there, too?",,,
A,Uh-huh.,,,
B,"Oh, how nice.",,,
A,"They've got an olympic pool, and, and basketball courts and sand volleyball.",,,
A,"They've got the full weight room and, uh, the locker rooms with, uh, a jacuzzi and sauna and the shower facilities, and hair dryers, and all the, you know, everything you'd need just about.",,,
B,Wow.,,,
A,"It's a real, it is a real nice facility.",,,
A,"It's also got a full inside basketball court,",,,
A,and I think they're working on building a jogging track and some other things.,,,
A,"But it's, it is very nice.",,,
B,That's great.,,,
A,I just don't take as much advantage of it as I should.,,,
B,"Now to use,",,,
A,"I mean, I'm just now finally starting to do the aerobics thing.",,,
A,But.,,,
B,"Well, does it cost money like to use the, to exercise in the weight room or to, uh, to to go swimming.",off topic end,,
B,"Do you have to pay for that, too.",off topic start,,person starts talking about costs again
A,Yeah.,,,
A,"You can get a fitness membership that allows you to use the facilities,",,,
A,and it's about eight dollars a month.,,,
B,"Oh, that's not bad.",,,
A,"No,",,,
A,not at all,,,
B,Huh-uh.,,,
A,Pretty cheap.,,,
B,Um.,,,
A,"And then the aerobics cost extra even if you have the fitness membership,",,,
A,"but, I think the aerobics classes are even pretty reasonably priced, from what I've heard.",,,
B,"I think so too,",,,
B,yeah.,off topic end,,
B,"Well, and people of all ages take advantage of the aerobics?",,,
A,Hm?,,,
B,People of all ages take advantage of the aerobics?,,,
A,"Oh, yeah,",,major topic end,
A,"in fact, uh, the T I-er's families can come in on these things,",,,
