Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"but I'll tell you, I, I don't mind having dental, you know,",,,
A,"sometimes dental costs can be, um, just about as expensive, if not more,",,,
A,and I know historically a lot of companies I think carried dental as a rider along with the medical,,,
B,Uh-huh.,,,
A,"but I'm not sure that's, that's widely followed any more.",,,
A,"I'm not sure,",,,
A,"how, how does, uh, University of New Hampshire handle it?",,,
B,"Well, we have two different plans that we can subscribe to under dental, uh, depending,",,,
B,"and, and the cost between them is very, is very little.",,,
B,"I think it costs me something like five dollars a, a month for the dental plan.",,,
A,Um.,,,
B,"But it pays, uh, a substantial amount.",,,
B,"I mean, the examinations and, and, uh, checkups every year, or every six months are free",,,
A,Great.,,,
B,"and, uh, it, it covers the bulk of the dental expenses.",,,
A,"Is that, uh, let me interrupt, is that the same for both, uh, professors and, and also staff and administration,",minor topic start,,whether benefits differ among different catgory of employees
A,"is that generally across the board, do you think",,,
A,"or,",,,
B,"Uh, yes,",,,
B,it is.,,,
B,"The benefits plan is different for operating, for what we call operating staff, which are considered to be, uh, clerical personnel, accountants, things like that as opposed to what they call the P A T staff, which I belong to",,,
A,Right.,,,
A,Uh-huh.,,,
B,"but the main,",,,
B,"I think the, the health and all that and the dental is the same for everybody, and the retirement plan.",,,
B,"But the main difference is in the, uh, the way sick time is accrued and vacation time is accrued.",,,
A,Uh-huh.,,,
A,"Oh, okay.",,,
B,"Uh, for the operating staff it's on a seniority, it's, you know, based on how long they've worked there.",,,
A,Right.,,,
B,"That determines how much, uh, vacation time they get.",minor topic end,,
A,"Yeah,",,,
A,"I'm kind of interested because I'm actually, that's the route I'd like to take when I finally get my degree is to, uh, is to teach in a university.",off topic start,,personal information which didn't needed to be provided
B,Uh-huh.,,,
B,Uh-huh.,,,
A,I'm a doctoral student in Florida right now,,,
B,Oh.,,,
A,"but, uh,",,,
A,"yeah,",,,
A,"that's, that's interesting.",off topic end,,
A,"That's one of the things I'd like to think about is in what kind of benefits they would, uh, they would cover and things like that.",,,
B,"College programs belong to this T I A A, uh, C R E F retirement fund.",,,
A,"Oh, is that right?",,,
B,"Right,",,,
B,"and in the case of the University of New Hampshire, uh,",major topic end,,
