Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Uh, I don't know, uh, I suppose they also, not being a state are probably freer to determine their own, um, ways of life than they would if, if,",minor topic start,,how taxes and education is been taken care in the territory Puerto Rico and comparison being a state and a territory.
A,I'm trying to think exactly what is imposed if they would become a state versus a territory.,,,
B,Uh-huh.,,,
B,"Uh, I see what you mean,",,,
B,"so that,",,,
B,"Yeah,",,,
B,taxes would undoubtedly be occurring.,,,
B,"Uh, there,",,,
B,"I don't know, I don't even understand exactly how taxes are handled in a territorial situation.",,,
B,"Um, frequently the laws in a territory are, are in some ways as stringent as they are in other states,",,,
B,"I,",,,
B,and I'm thinking in terms of education.,,,
B,But then again each state sets its own,,,
B,and I don't know how a territorial governor takes care of something like Puerto Rico.,,,
B,"Um, it's interesting because I haven't thought of them in terms of the problems relative to, uh, economy, uh, I had thought of it more in terms of political, uh, realization",,,
B,"and I guess I had automatically made the assumption that, gee, anyone would rather be a state of the U. S. than an independent country",,,
B,"so,",,,
A,Uh-huh.,minor topic end,,
A,"Well, well actually I",,,
A,"one, one thing that I remember hearing in the news the past couple weeks that might be significant is that they've recently voted that Spanish is the official language, which I always assumed it was anyway.",,,
A,"So, if they've just taken such action, it would seem to indicate to me either they're doing it because they're afraid they might become a state and want to declare this before they become a state, or maybe because they don't want to become a state for fear of losing the Spanish, or Hispanic heritage.",,,
B,"Uh-huh,",,,
B,well that's interesting too.,,,
B,"Well it sounds as though you are in favor of, uh, status quo.",,,
A,"I, I believe I would probably tend towards that.",,,
B,"And I think, uh, having listened to you relative to the economy thing, I think if I were being forced to make a decision I would plead ignorance and wait to do more research before picking one of these.",,,
B,"So I'm I guess I'm ultimately in favor of status quo also at this point, leaning towards the statehood.",,,
A,Well that's interesting.,,,
A,Right.,,,
A,"What about if, if, um, they demanded to have Spanish as the official language as a condition for statehood.",,,
B,"I think I would be troubled,",,,
B,"I suspect, I believe that any of our states,",off topic start,,common language for one country
B,"and I,",,,
B,constitutionally I don't think there are any prescriptions against that decision even if Louisiana chose to go with Creole or something.,,,
B,"Um, I don't think there is any prohibitions.",,,
B,I would be bothered by that.,,,
B,"I'm, I'm bothered by any tendency to resist what I think was one of America's strengths",,,
B,"and that's the, the, the melting pot.",,,
A,Uh-huh.,,,
B,"Uh, I, I am particularly fond of a number of ethnic cuisines,",,,
B,"but I'm troubled by too close a clinging to, to the past",,,
B,"and I'm also realizing that, that a common language, I think, is the ultimate bond of a country.",,,
A,Uh-huh.,,,
B,"And Canada, I guess, comes to my mind as they're going through the throes up there relative to French Quebec and whatever.",,,
B,"Uh, that I, I think that would be a negative step to make",,,
B,and I think that that they would need to reassess that.,off topic end,,
B,"Um, I'm troubled even in by bilingualism, uh, in so far that it it gets in the way of, of, of the melting pot aspect.",off topic start,,discussion about being bilingual.
A,"Uh-huh,",,,
A,uh-huh.,,,
A,"That's interesting because although I tend to be bilingual, Spanish based on experience, um, I was in bilingual education in California",,,
A,and I didn't have any problem with my students,,,
A,"but I noticed my, my brother, who was quite a bit younger, was learning Spanish in elementary school",,,
A,and he can't speak a word.,,,
B,Um.,,,
A,"And so, obviously it didn't work in California.",,,
B,"Yeah,",,,
B,"but I'm rather in favor of people being bilingual,",,,
A,Right.,,,
B,and I'd be quite happy to see a national law in which every student was required to learn English and a second language.,,,
A,Right.,,,
B,"But I'm, I'm disturbed by a country that attempts to be functionally bilingual at the official level.",,,
A,"Oh, I see.",,,
B,"Um, I'm, I'm concerned about whether or not that causes fractiousness I guess.",off topic end,,
A,"Uh-huh,",,,
A,uh-huh.,major topic end,,
B,Well I think we have gone to time,closing,,
B,and I appreciate your having called.,,,
A,"Okay,",,,
A,well thank you very much.,,,
B,Good-bye.,,,
A,"Bye,",,,
A,bye.,closing,,
