Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,that's right.,,,
A,"I, I would,",,,
A,I have never been there,,,
A,and I would love to see what it looks like,,,
B,"It's not, it's not very deep.",,,
A,Uh-huh.,,,
B,"And they did build a dam on it,",,,
B,but it was there before they built the dam.,,,
B,It has been there for a hundred years.,,,
A,"Oh, I see.",,,
B,"Apparently, an earth quake caused it.",,,
A,How interesting.,,,
B,Yeah.,,,
A,I guess I never heard the history of that.,off topic end,,
A,"Huh, well, that might be some place where my husband and I can go.",,,
A,We are talking about starting camping again in the fall.,,,
A,"Um, our children are both grown",,,
A,"and, and so, it's just pretty much the two of us who do things.",,,
A,"And so, uh, we thought we might take some weekend trips and maybe that would be a good place to, to go to and see what it looks like.",,,
B,"Yeah,",,,
B,it's really nice.,,,
A,"Yeah,",,,
A,yeah.,,,
B,"And I, I don't know,",,,
B,probably spring is probably the busiest time anywhere  in Texas.,minor topic start,,conversation on the busiest camping times in texas
A,Is it?,,,
A,"Uh, yeah,",,,
A,I think so.,,,
A,"Especially with, uh, uh,",,,
A,"when the trees start blossoming out and everything it is really very pretty,",,,
B,Right.,,,
A,"especially in East Texas, it's really nice.",,,
A,"So, uh, well, I, um, I have enjoyed talking with you.",,,
B,It was nice talking to you.,,,
A,"And, um, have, uh, some happy camping trips",minor topic end,,
A,Hope you get to those places you have talked about.,,,
B,"Yeah,",major topic end,,
B,you too.,,,
A,"Well, okay,",closing,,
A,thanks.,,,
B,"Bye,",,,
A,"Uh-huh,",closing,,
A,bye-bye.,,,
