,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
65,A,Hence the savings and loan problem we have.,,,,0
66,B,"Yeah,",,,,0
67,B,that's true.,,,,0
68,A,"But, uh, you know, my home is, uh, fairly simple.",,,,0
69,A,It's designed to be added on to.,,,,0
70,B,Uh-huh.,,,,0
71,B,That's good.,,,,0
72,A,Yeah.,,,,0
73,A,"Well, I figure it's just me and my wife",,,,0
74,A,"but, you know, I like to do stuff with my hands and whatnot,",,,,0
75,A,so  I want  to have a shop.,,,,0
76,B,Yeah.,,,,0
77,B,How big a lot do you got it on?,,,,0
78,A,Ten acres.,,,,0
79,B,Wow.,,,,0
80,B,That's nice.,,,,0
81,B,That's real nice.,,,,0
82,A,"Well, yeah.",,,,0
83,A,It's really nice too because I can't see my nearest neighbor.,,,,0
84,A,He's on the other side of a hill.,,,,0
85,B,Oh.,,,,0
86,A,And my second nearest neighbor is a dot on the horizon.,,,,0
87,A,Seriously.,,,,0
88,B,God.,,,,0
89,B,That's pretty good.,,,,0
90,A,"Well, in the winter time, I can see, see another guy",,,,0
91,A,"but, you know, he's",,,,0
92,B,Uh-huh.,,,,0
93,A,"I can just make out his place, you know. I've got a thirty mile view to the east and about ten miles to the north.",,,,0
94,B,Yeah.,,,,0
95,B,Yeah.,,,,0
96,A,"And, uh,",,,,0
97,B,"Oh, that's pretty good.",,,,0
98,A,Yeah.,,,,0
99,A,"Well, I took a lot of time in choosing this site because the, the house has no heating or air conditioning.",minor topic start,,heating condition of house,1
100,B,Uh-huh.,,,,1
101,B,"Oh, you, you, you don't plan on putting any, any of that in?",,,,1
102,A,"Well, it's got a, a very small furnace.",,,,1
103,B,Uh-huh.,,,,1
104,A,"And a, uh, we'll use a wood burning stove as well.",,,,1
105,B,Yeah.,,,,1
106,A,"But, in the house itself, I've been working inside, you know, these, these many months",,,,1
107,B,Uh-huh.,,,,1
108,A,and I have not had to use the heat.,,,,1
109,B,Wow.,,,,1
110,A,Because it's all geothermal.,minor topic end,,,1
111,B,Yeah.,,,,0
112,B,That's pretty good.,,,,0
113,A,"And with all the,",,,,0
114,A,"see I've got,",,,,0
115,A,on the south side is all glass.,,,,0
116,A,"Well, as much as I could get in it, you know. And, uh, the east side is glass.",,,,0
117,B,Yeah.,,,,0
118,A,"I've got one, two, three, four, five, six windows in the east side on forty-eight feet.",,,,0
119,A,So it's almost all glass.,,,,0
120,B,Wow.,,,,0
121,A,"And,  uh,",,,,0
122,B,My  wife would love that,,,,0
123,A,"Oh, yeah.",,,,0
124,A,"I mean,  you know.  There's no place in the house where you can stand and not see four windows.",,,,0
125,B,She loves  lots of windows.,,,,0
126,B,That's great.,,,,0
127,A,"So, uh,",,,,0
128,B,Is it a single story?,,,,0
129,A,"Well, not really.",,,,0
130,A,"It's, uh, it's on the side of a hill.",,,,0
131,B,"Oh, I see.",,,,0
132,A,"So the first, you know,",,,,0
133,A,"the, the, the,",,,,0
134,A,what I call residential level at the side that's in the hill is about four feet deep.,,,,0
135,B,Uh-huh.,,,,0
136,B,"Um, I see.",,,,0
137,A,"And the side that's on the, uh, the other side is about six feet high.",,,,0
138,B,Oh.,,,,0
139,A,So I've got a pretty good grade there.,,,,0
140,B,Yeah.,,,,0
141,A,"And then when I put the verandas which will be twelve feet out all the way around on the north, south and east sides that will define the shop.",minor topic start,,future planning of house,1
142,B,Uh-huh.,,,,1
143,B,"Yeah,",,,,1
144,B,"that's kind of like, like a Victorian style?",,,,1
145,A,Exactly.,,,,1
146,B,Yeah.,,,,1
147,B,"I, I've always liked that.",,,,1
148,B,"The,",,,,1
149,B,"you know, I, we don't have much yard",,,,1
150,B,but I built a small deck in the back.,,,,1
151,A,Uh-huh.,,,,1
152,B,"But, you know, I, I see these magazines where, you know, dig your, your own deck.",,,,1
153,A,Uh-huh.,,,,1
154,B,"I, I kind of wish I had them, those size property and, and, uh, one with a grade on it so I can build a real nice deck.",minor topic end,major topin end,,1
