,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
60,B,Uh-huh.,,,,1
61,B,"Oh, yeah",,,,1
62,A,"but, I love that,",,,,1
63,B,"fresh seafood down there,",,,,1
64,A,"Yeah,",,,,1
65,A,"and, um, and, uh, Maryland's great,",,,,1
66,A,you get the crabs,,,,1
67,B,Uh-huh.,,,,1
68,A,"it's like, I can't go anywhere where I where I don't enjoy myself,",,,,1
69,B,Yeah,,,,1
70,A,"so,",,,,1
71,B,"Yeah,",,,,1
72,B,"seafood seems to be a a little bit more expensive than, than other types of food.",,,,1
73,A,That's true.,,,,1
74,B,"But it sure is good,",,,,1
75,B,and it's supposed to be good for you.,,,,1
76,A,"Yeah,",,,,1
77,A,"well, uh, it's really strange that, that, that seafood is so expensive, because when you, in reality, uh, uh, I, say that, uh, the oceans have the greatest resource of food on the planet,",,,,1
78,B,Right.,,,,1
79,A,"and yet, we haven't, as human beings, haven't figured out a way to harvest it economically",,,,1
80,B,Right.,,,,1
81,A,"so, we managed to, uh, figure out how to get at just about everything else, but, uh, but not, uh, not seafood.",,,,1
82,B,Uh-huh.,minor topic end,,,1
83,B,Do you like spicy foods,minor topic start,,Talk about various spicy foods,1
84,B,"or,",,,,1
85,A,"Yeah,",,,,1
86,A,"yeah,",,,,1
87,A,"I like, uh, I make a, a wicked chili",,,,1
88,A,"and around here the big spicy thing is like, uh, buffalo wings",,,,1
89,B,"Oh, uh-huh.",,,,1
90,A,"and so, uh, it, people, they, you know,",,,,1
91,A,you go out to get the chicken wings,,,,1
92,A,"and those are really hot and the hotter the better,",,,,1
93,B,Yeah.,,,,1
94,B,Yeah.,,,,1
95,B,"Well, we, uh, we like spicy food down here, especially, uh, the hot sauce, Picante sauce, or salsa whatever you all call it",,,,1
96,A,Right.,,,,1
97,A,Sure.,,,,1
98,B,"and, uh, we, we sure go through a lot of that",,,,1
99,A,Yeah.,,,,1
100,B,"But I like it hot,",minor topic end,,,1
101,B,but I don't like it real hot because then my nose starts running,minor topic start,,Express dislike of super spicy food,1
102,A,Uh-huh.,,,,1
103,A,"My, generally my, my scalp will start,",,,,1
104,A,"I can feel just the top of my scalp getting hot, the weirdest, weirdest sensation, almost like a tingling,",,,,1
105,A,"but, uh, I don't know,",,,,1
106,A,"but, uh,",,,,1
107,A,"yeah,",,,,1
108,A,"well, there isn't, isn't too much in the way of restaurants that I don't like.",,,,1
109,B,Yeah.,,,,1
110,A,"Things that are kind of oddball, like, uh, Thai cuisine,",,,,1
111,A,I never been really fond of that stuff.,,,,1
112,A,"You talk about spicy,",,,,1
113,A,"that'll, that'll literally blow your head off,",,,,1
114,A,it's so hot.,,,,1
115,B,Uh-huh.,,,,1
116,A,"And, uh, and I can handle just about any kind of food without, uh, um,",,,,1
117,A,"well, but that, that stuff is, goes one notch beyond, uh, my tolerances,",minor topic end,,,1
118,B,Uh-huh,off topic start,,,2
119,A,"So. Although I guess on this topic are to talk about the, uh, service in a restaurant is always nice though, too",,,,2
120,B,"Oh, yeah,",,,,2
121,A,"that's one thing,",,,,2
122,B,and the price.  And the price. Make you want to come back.,,,,2
123,A,What's that?,,,,2
124,A,"Yeah,",off topic end,major topic end,,2
125,A,"Well, I find that lately that so many people are working, you know, working waitressing jobs or waiter,",,,,0
