,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
96,B,"I actually went to the STAR TREK twenty fifth anniversary marathon that happened about a month ago,",,,,2
97,B,and they showed all five in a row.,,,,2
98,A,Was that here in Dallas?,,,,2
99,B,"Oh, they had it everywhere,",,,,2
100,B,"uh, every major city had one theater that did it",,,,2
101,B,"and,",,,,2
102,A,Okay.,,,,2
103,A,Because we had one here in Dallas.,,,,2
104,B,"Right,",,,,2
105,B,"and they did it in Houston,",,,,2
106,B,"they did it, well, they did it everywhere.",,,,2
107,B,"And it was, it was really good to see all the movies and how the story developed,",,,,2
108,B,"and the thing that I didn't realize is that if you watch the movies in a row, uh, time wise they happen one after another and just no, no time between them,",Off topic - end,,,2
109,A,Uh-huh.,,,,0
110,B,"but you can watch the characters develop,",,,,0
