,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
42,A,Uh-huh.,,,,1
43,B,"Their military is different from ours, to where there are extremist generals that actually control tens and thousands of troops.",,,,1
44,B,That,,,,1
45,B,"irregardless of what Soviet policy is, they're going to do what the general tells them.",,,,1
46,A,Yeah.,,,,1
47,A,"I guess that's what concerns me the most. Is they're, they're so unstable that somebody like that could make, uh, decisions that would jeopardize a lot of people.",,,,1
48,B,"Well, it's interesting watching the different Soviet states, Albania, Lithuania, doing their little revolts down there.",,,,1
49,A,Uh-huh.,,,,1
50,B,Each one of those sectors has got a Soviet general over the troops that are there.,,,,1
51,B,So far they haven't run into the real psychos yet.,,,,1
52,B,"There's probably five or six, which would be an equivalent of our joint chiefs of staffs, that are in positions over some of these Soviet states.",,,,1
53,B,"If uprisings happen in their sectors, it is, it's going to be a total blood bath.",,,,1
54,A,"Yeah,",,,,1
55,A,it looks like it's come close to that as it is.,,,,1
56,B,"Actually, they're showing remarkable restraint.",,,,1
57,B,"They get real nasty, the hyundee helicopters come out",,,,1
58,B,"and they, would level entire areas.",Minor Topic End,,,1
59,B,"Okay,",,,,0
60,B,"you're from the Dallas area, right?",,,,0
61,A,Uh-huh.,,,,0
62,B,"Okay,",,,,0
63,B,"you know, basically the size of, uh, the area around Richardson?",,,,0
64,A,Yeah.,,,,0
65,B,"You put five Soviet hyundee helicopters in the air, they can level the entire area",Minor Topic Start,,Talking about Soviet Hyundee Helicopters,1
66,B,and there won't be anything left alive.,,,,1
67,B,And they can do that in about four minutes.,,,,1
68,A,Huh.,,,,1
69,B,And they've got entire squadrons of those just standing by.,,,,1
70,B,"They used them in Afghanistan, did remarkably well considering the terrain they were flying in.",,,,1
71,B,"But on a highly populated area, like some of the Soviet cities would be, with the weaponry that's attached on those things, there is no place to hide.",,,,1
72,B,"If the bombs don't get you, if the bullets don't get you, then, then the nerve gas definitely will get you.",,,,1
73,B,The only drawback on that little piece of machinery is they only got five minutes of air time.,,,,1
74,B,They drink that much fuel.,Minor Topic End,,,1
75,A,Uh-huh.,,,,0
76,B,"Were you,",,,,0
77,B,"have you,",,,,0
78,B,I take it you haven't spent any time in the military?,,,,0
79,A,"No,",,,,0
80,A,I haven't.,,,,0
81,B,"As a civilian that's never been attached to any form of the military,",,,,0
82,B,"I know a lot of this stuff that I was involved in, never did make the newspapers.",,,,0
83,A,Uh-huh.,,,,0
84,B,"But,  during that same time frame, didn't you get some feeling, that, I mean, they're getting all these weapons and stuff?",,,,0
85,B,Didn't it bug you a little bit why they kept coming up with all this stuff?,Minor Topic Start,,Talking about the economics of war,1
86,A,"You mean in the, in the most recent conflict?",,,,1
87,B,In any of them since eighty-one.,,,,1
88,A,"Oh. Yeah,",,,,1
89,A,definitely.,,,,1
90,A,"I, I'm, I'm a little bit shocked to what the U S has done in terms of selling to Iraq in the past ten to fifteen years.",,,,1
91,A,"Yeah,",,,,1
92,A,"I think we, we kind of shoot ourselves in the foot that way too.",,,,1
93,A,It's bad enough that the Soviets do it.,,,,1
94,B,"It all boils down to, whether it's our side, their side,",,,,1
95,B,"it's a matter of money,  to  a certain extent.",,,,1
96,A,Um.,,,,1
97,A,Uh-huh.,,,,1
98,B,The deal the Iraqis have with the Russians was for oil.,,,,1
99,A,Yeah.,,,,1
100,A,It's scary to know that they're supplying that many people with weapons. Especially when it's to the south of us.,,,,1
101,B,"Uh, the ones to the south are more regional conflict.",,,,1
102,B,They're not really that worried about invading north.,,,,1
103,B,"They're more interested in,",,,,1
104,B,"they've got a screwed up situation, I'll give them that. From Mexico all the way down into Central and South America.",,,,1
105,B,The situation down there is weird,,,,1
106,B,and it's very screwed up.,,,,1
107,A,Uh-huh.,,,,1
108,B,Inflation is out of this world,,,,1
109,B,"and the governments, which our government has technically supported for years, are corrupt as all get out.",,,,1
110,B,"And generally the people,  are  getting screwed,",,,,1
111,B,"and they're tired of it,",,,,1
112,B,"and they're willing to try anything to get out from under it, even if that means going to communism.",,,,1
113,A,Yeah.,,,,1
114,A,"Well, I think Russia is getting to the point where they're, they're about to do something to get out of communism.",Minor Topic End,,,1
115,A,I guess I'd would like to see somebody like Yeltsin to get more power.,Off Topic Start,,Talking about Soviet Leadership,2
116,A,I think Gorbachev has about had his day.,,,,2
117,B,"Unfortunately, Yeltsin's got too many connections with the old guard.",,,,2
118,B,That's the only drawback that I see with the entire thing.,,,,2
119,A,Yeah.,,,,2
120,B,Gorbachev has made his attempt,,,,2
121,B,and he's had his problems with some of the old guard himself.,,,,2
122,A,Uh-huh.,,,,2
123,B,Yeltsin's in tight with the old guard.,,,,2
124,B,"So it may be trying to choose between the lesser of two evils,  at  this point.",,,,2
125,A,Uh-huh.,,,,2
126,A,True,,,,2
127,A,"I don't know,",,,,2
128,A,I sure wouldn't turn my back on them.,Off Topic End,,,2
129,B,"You mean,",,,,0
130,B,"I understand when they pulled the troops out of, uh, or they reduced the number of troops in Europe after the Berlin Wall went down,",,,,0
131,B,I thought that was great.,,,,0
132,B,But by no means do I endorse or approve pulling everybody out.,,,,0
133,A,Uh-huh.,,,,0
134,B,It may be a much reduced force than what we used to have over there.,,,,0
135,B,"But you still better have the key players in place, if something does go down. Even if it's a regional conflict.",,,,0
136,B,"If United States is going to flex its muscle and be the super power that it is, not only does it, it can talk the talk, but it's got to be able to walk the walk.",,,,0
137,B,"It's got to have the stuff to back it, back up what it's saying.",,,,0
138,B,"If you've only got a token force there, you can't hold your ground.",,,,0
139,A,At least they're learning a little bit from history.,Major Topic End,,,0
140,A,"I mean, uh,",,,,0
