,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
83,B,"Yeah,",,,,1
84,B,me too.,minor topic end,,,1
85,B,"I wouldn't even mind being not so much being first but just, uh, get out there and, and just explore.",minor topic start,,Discuss people's thirst for exploration,1
86,A,Yeah.,,,,1
87,B,"I think, uh, it's in everyone's nature to some degree to want to get out and explore something they haven't, or experience something, you know, indifferent.",,,,1
88,A,Huh.,,,,1
89,A,"I think that's what made us, uh, progress to the state we are is our curiosity.",,,,1
90,B,"Oh, sure.",,,,1
91,B,Sure.,,,,1
92,B,Of course.,,,,1
93,B,That's true.,minor topic end,,,1
94,A,There must be some better better way of doing this.,minor topic start,,Talk about a better way of doing things,1
95,A,"A better place to be or whatever, you know",,,,1
96,A,"it's,",,,,1
97,B,Uh-huh.,,,,1
98,A,"So you, you are always looking for something better.",,,,1
99,B,"Yeah,",,,,1
100,B,that's true.,,,,1
101,A,"I know at work, uh, people always complain to me",,,,1
102,A,"I, well, you are always whining",,,,1
103,A,"and, it's, I'm always looking for something better. Uh,",,,,1
104,B,Yeah,,,,1
105,A,There's a better way of doing it than what we are doing it.,,,,1
106,B,That's right.,,,,1
107,B,That's right.,,,,1
108,B,"And if you are just content with being, you know, with the way things are then, you know, then you must lead, lead a pretty dull life.",,,,1
109,A,Yeah.,,,,1
110,B,Because if,,,,1
111,A,"Well, they are always finding easier ways",,,,1
112,A,"and, you know, just because they don't talk about it or something like that.",,,,1
113,B,Uh-huh.,,,,1
114,A,"And they are doing it you know, unconsciously.",,,,1
115,B,"Yeah,",,,,1
116,B,"I guess, uh, you don't really think about it too much.",,,,1
117,B,I guess you are always finding newer ways and better ways of doing stuff,,,,1
118,B,but,,,,1
119,B,"it, it's in a subconscious, you know, thing.",,,,1
120,B,"You know, somewhere they can sit down and write down what, you know, things that you've improved upon,",,,,1
121,B,you probably wouldn't have a pretty good list.,,,,1
122,A,Uh-huh.,,,,1
123,B,But you just don't think about them.,,,,1
124,A,Right.,,,,1
125,B,And that's true.,,,,1
126,B,"I think, uh, you know,",minor topic end,major topic end,,1
127,B,"we've gotten different programs at work, you know, to, to, uh, make it visible to management that we are doing things better,",,,,0
