,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
140,A,I guess not.,,,,2
141,A,How did I hear about it?,,,,2
142,A,"Well I work, you know,",,,,2
143,A,they are gathering a data base for voice processing.,,,,2
144,B,Uh-huh.,,,,2
145,A,"And, that's my field of work also.",,,,2
146,B,Oh!,,,,2
147,A,"So I, I know the people at T I who are doing this",,,,2
148,A,"and I heard about it,",,,,2
149,A,"so I called them and asked if I could participate. And, uh, You know send in the forms et cetera and uh so forth.",,,,2
150,B,Oh.,,,,2
151,B,Right.,off topic end,,,2
152,A,We could go back to television shows.,,,,0
153,B,"Well, you know, speaking of public TV, have you caught any of this series on the Bible?",minor topic start,,Interpretaion of the plot of a show,1
154,A,"Yes,",,,,1
155,A,I have.,,,,1
156,B,"I've heard that it's really against the, well I mean that it's coming out with the idea that the Bible's not true.",,,,1
157,A,"Well, no.",,,,1
158,A,"That's, uh,",,,,1
159,A,you could interpret it that way.,,,,1
160,B,Uh-huh.,,,,1
161,A,"Uh, I, I think what they are trying to say, is that there is a great deal of historical truth,",,,,1
162,A,"but the interpretation that actually got into the writing of the Bible itself is probably uh, after the what, uh, was is it the King James Version when the committee did it, wrote the translation, that so much was lost in the translation, particularly since most of the translations were in Greek.",,,,1
163,B,Yeah.,,,,1
164,A,"Well, for example. In Greek there are seven different words for love.",,,,1
165,B,Right.,,,,1
166,A,"Okay,",,,,1
167,A,"so you can have,",,,,1
168,A,"there's one word for love of your brother, one word for love of your wife, one word for, you know, uh, love of your father, and that sort of thing.",,,,1
169,A,"So, in, as to those types of interpretations, uh, really made a difference in how one might interpret the Bible now, and what it's at.",,,,1
170,B,Uh-huh.,,,,1
171,A,"So that's, you know,",,,,1
172,A,"you can look at it as though they are saying it's not true,",,,,1
173,A,"but there's too much historical fact involved just from the uh, the histories that are, were developed around that time, that are available. To deny that, at least the majority of it is true.",,,,1
174,B,Yeah.,,,,1
175,A,"So, you know, it depends on how you look at it.",,,,1
176,B,Yeah.,,,,1
177,A,"You can look at it, you know,",,,,1
178,A,"if you want to say that it's proven that it isn't true, then you can very much look at it that way.",,,,1
179,B,"I guess if you're looking for that, you're,",,,,1
180,A,"Yeah,",,,,1
181,A,"well, Well, you can interpret that the, what the T V show, in the same way that you can interpret the Bible.",minor topic end,,,1
182,B,"that, uh,",,,,0
183,B,Uh-huh.,,,,0
184,A,"So,",,,,0
185,B,Really.,,,,0
186,A,"But, uh, as, as far as that goes, I, we at least agree on what we enjoy.",,,,0
187,B,"Yeah,",,,,0
188,B,that's right.,,,,0
189,A,"But, uh, I don't know if there is, there is a time limit on this, so, uh.",closing,,,0
190,B,Yeah.,,,,0
191,B,Surely we've made it.,,,,0
192,A,I think so too.,,,,0
193,A,"Let's just,",,,,0
194,A,"it's been very pleasant talking to you,",,,,0
195,B,It was very nice talking to you.,,,,0
196,A,and have a good evening.,,,,0
197,B,You too.,,,,0
198,A,Good night!,,,,0
199,B,Bye-bye.,closing,,,0
