,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
141,B,"it's curious, I don't know why, don't know if it's,",,,,0
142,B,"do you,",,,,0
143,B,"does California have a,",,,,0
144,A,"Well, there's a sense of it being a package,",,,,0
145,A,"I think. There, there is a sense of, you know, whole,",,,,0
146,A,"there's a lot of, you know,",,,,0
147,A,"you'll get organizations, like institutes for the whole health, or whatever.",,,,0
148,A,"And, uh, oh the, the, the University of California at Berkeley puts out THE WELLNESS LETTER. Which is, uh, turned into a fairly well subscribed to, uh, newsletter, monthly or biweekly newsletter or something like that",,,,0
149,B,Uh-huh.,,,,0
150,A,"and, and, it doesn't deal with just exercise, or just stress management, or just diet, or anything.",,,,0
151,A,"It, it's on fairly solid scientific ground.",,,,0
152,A,"Uh, it's just dispensed with these distinctions.",,,,0
153,A,"It says all sorts of factors go into health and there's no reason to talk about one rather than another, so that they, they combined them all together.",,,,0
154,A,"And, uh, so it's had that orientation for quite some time.",,,,0
155,A,"Um, there's been some progressive medical schools out here, that have taken that approach.",,,,0
156,B,Uh-huh,,,,0
157,A,"And, um,",,,,0
158,B,"Now do you think that's because they've realized that for whole health, that, the, you know, you have to have that combination, or that people are motivated that way so that they've incorporated that into their program.",,,,0
159,A,"Boy,",,,,0
160,B,"Do you  think the program came  first or the,",,,,0
161,A,"yeah,",,,,0
162,A,"that,",,,,0
163,A,"there's a,",,,,0
164,A,"I, I can say there's a correlation, but I couldn't say which, which caused the other.",,,,0
165,A,"They sort of, you know, each developed a little bit and then would feed off one another and develop a little bit more, and a little bit more.",,,,0
166,B,"Yeah,",,,,0
167,B,the more money they put into it.,,,,0
168,A,Yeah.,,,,0
169,A,"And,",,,,0
170,B,I can see that.,,,,0
171,B,"And, cause, I,",,,,0
172,B,knowing,,,,0
173,B,"from institutes of learning like that, I know that they've got to get their money somewhere,",,,,0
174,B,"and somebody's got to be willing to pay for it, and believe in it,",,,,0
175,B,"so,",,,,0
176,A,"Yeah,",,,,0
177,A,yeah.,,,,0
178,A,Exactly.,,,,0
179,A,"And, part of it is California, you know, in, back in the sixties, had a lot of alternative movements",,,,0
180,A,and some of them fizzled out,,,,0
181,A,and some of them were disastrous,,,,0
182,A,"and others of them, um, had an impact on the society around here.",,,,0
183,A,"And one of the ones that had an impact was, uh, people becoming interested in alternate practices,",,,,0
184,A,"I'm not sure if it was a meditation practice, or if it was, you know, which is similar to a stress management practice or alternates to, uh, A M A approved medicine.",,,,0
185,A,"Uh, you have, you know, major, um, acupuncture schools and things out here.",,,,0
186,A,"And, and you could have them around long enough",,,,0
187,A,"and more and more people start believing them or wondering how to combine them with other things,",,,,0
188,B,Uh-huh.,,,,0
189,A,"and, before long, you, you get this, this whole kind of Gestalt, this whole package of, of health, of health care and options",,,,0
190,B,Uh-huh.,,,,0
191,A,"and, uh, and exercise is, is strongly considered one of them.",,,,0
192,A,"The irony is, is its people in the cities, in my experience, that are most oriented towards doing the exercise.",,,,0
193,A,"And, I guess because they spend all day in back of their desks.",,,,0
194,A,"The average person out on the farm, at least traditionally, now they drive fancy tractors as much as anything but at least traditionally,  the laborers,",,,,0
195,B,Yeah.,,,,0
196,A,"last thing,",,,,0
197,B,Or they're older.,,,,0
198,A,Pardon me.,,,,0
199,B,"Well, don't you think they tend to be older in the rural",,,,0
200,B,"I, I sometimes think that it's almost frantic effort on the part of the people in the city.",,,,0
201,A,"Oh,  like everything else.",,,,0
202,B,"I live in a rural area,   you know, I see that.  *sd",,,,0
203,A,"Yeah,",,,,0
204,A,yeah.,,,,0
205,A,The rat race to exercise,,,,0
206,B,"It's, yeah, it's, it's like it's frantic, to,",,,,0
207,A,Uh-huh.,,,,0
208,A,"Yeah,",,,,0
209,A,"well I, I think so.",,,,0
210,B,as a fit person,,,,0
211,A,"I mean you, you've,",,,,0
212,A,"if you look at if you look at other cultures,",,,,0
213,A,like I know a little bit about people who were considered very healthy in China,,,,0
214,A,and they don't do very much vigorous exercise at all.,,,,0
215,A,"But, they do a lot of low keyed, low impact, low stress exercise,",,,,0
216,A,"and they combine it with a, you know, meditation or whatever. Some sort of relaxation",,,,0
217,B,Uh-huh.,,,,0
218,A,"and, they seem pretty, you know,",,,,0
219,A,they don't have the hard body.,,,,0
220,A,"They don't have that perfect look,",,,,0
221,A,and an awful lot of exercise is sort of image conscious.,,,,0
222,A,"But they, you know, they live to a hundred and ten some you know,",,,,0
223,B,"Yeah,",,,,0
224,A,"And, that, that's,",,,,0
225,B,"Well, don't you think a lot of that is diet too?",,,,0
226,A,"and, a lot of that is diet.",,,,0
227,A,That's true.,,,,0
228,B,Yeah.,,,,0
229,A,"Yeah,",,,,0
230,A,"I mean, they eat, they eat a lot of carbohydrates, and not much fat. Um, for economical reasons, not for preference.",,,,0
231,B,Uh-huh.,,,,0
232,A,"Um,",,,,0
233,B,Yeah,,,,0
234,B,and as we can see.,,,,0
235,B,"Well, I'm a, I'm a practicing vegetarian",,,,0
236,B,"so, uh, I've read a lot of information,  knowing that to be true,",,,,0
237,A,Yeah,,,,0
238,A,am I actually.,,,,0
239,B,What's that?,,,,0
240,A,"I, as am I.",,,,0
241,B,"Oh, are you also",,,,0
242,A,Yes,,,,0
243,B,"Well that's, that's good as far as the",,,,0
244,B,"is that, is that, um, pretty predominant as far as California",,,,0
245,A,"It is in the urban areas,",,,,0
246,A,yes.,,,,0
247,B,In the urban areas?,,,,0
248,A,"Most, for example most restaurants in an urban area will have a little vegetarian section now.",,,,0
249,B,Uh-huh.,,,,0
250,B,Oh that's wonderful.,,,,0
251,A,"Well most, most, sort of modern looking restaurants will,",,,,0
252,B,Yeah.,,,,0
253,A,"you can,",,,,0
254,B,"That's great,",,,,0
255,B,"I mean, we, uh,",,,,0
256,B,it's such a it's such a trouble here.,,,,0
257,B,"I mean, you just have to eat at home basically.",,,,0
258,A,"I was wondering that,",,,,0
259,A,"because I was actually applying for a job in Texas,",,,,0
260,A,"and, and, and, uh,  it occurred to me,",,,,0
261,B,"Well of course in the cities,",,,,0
262,B,"yeah,",,,,0
263,B,"well, in the cities,",,,,0
264,B,"we live close to Dallas,",,,,0
265,A,Uh-huh.,,,,0
266,B,"so, uh, which, you know,",,,,0
267,B,"you get, uh, an influx of a lot of people from all over the country,",,,,0
268,B,"so, you're going to have a lot of more choices,",,,,0
269,A,"Uh-huh,",,,,0
270,A,uh-huh.,,,,0
271,B,"but, but, in urban areas it's, you know, steak places,",,,,0
272,A,Yeah.,,,,0
273,A,Yeah.,,,,0
274,B,"an, and it's not a, you know,",,,,0
275,A,Yeah.,,,,0
276,B,"it's, uh, it's definitely,",,,,0
277,B,"it, it's, it's changing to a degree, And, even, even with health food stores and stores where you can buy natural products or, uh, organic, you know, materials, and foods and things.",,,,0
278,A,Yeah.,,,,0
279,A,"Uh-huh,",,,,0
280,A,"uh-huh,",,,,0
281,A,uh-huh.,,,,0
282,B,"You don't really have that,",,,,0
283,B,"I mean, you would think.",,,,0
