,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
142,B,"And, you know, just in one lump,",,,,0
143,B,"because that's the only way you can do it, is to have a big chunk of money",,,,0
144,A,"Uh-huh,",,,,0
145,A,uh-huh.,,,,0
146,B,"or it's like you say,",,,,0
147,B,you pay forever.,,,,0
148,A,"Uh-huh,",,,,0
149,A,uh-huh.,,,,0
150,B,And so I'm really looking forward to that.,,,,0
151,A,"Well, you either need a big chunk of money",,,,0
152,A,"or you need a large reserve so that if you do charge on that account, you can make a single lump sum payment.",,,,0
153,B,That's right.,,,,0
154,A,"Now, those are very handy",,,,0
155,B,Right.,,,,0
156,A,"if you have the reserves and you can make lump sum payments, sharp, good no problem",,,,0
157,B,"Sure,",,,,0
158,B,yeah.,,,,0
159,B,I agree.,,,,0
160,A,because you're living on the other guy's money for a while.,,,,0
161,B,That's right,,,,0
162,A,But I can promise you that those credit card companies are going to ride high on my money,minor topic start,,Profits of credit card companies from our personal paybacks,1
163,B,I know,,,,1
164,B,"and,",,,,1
165,A,And it just irks me.,minor topic end,,,1
166,A,"I say my gosh, I had to work three hours just to pay the interest on this,",minor topic start,,struggle by speaker A to payback,1
167,A,and I've got three cards.,,,,1
168,A,I've lost a whole day of my life to interest.,,,,1
169,B,I know.,,,,1
170,B,You're like what am I working for today,,,,1
171,A,"Yeah,",,,,1
172,A,yeah.,,,,1
173,A,And that just blows my mind.,,,,1
174,A,"I, my house is paid for,",,,,1
175,A,"my car is paid for,",,,,1
176,A,"I've got some home improvements,",,,,1
177,A,but even the payment on that doesn't equal the payment on one of those credit cards.,,,,1
178,B,It's incredible.,,,,1
179,A,Uh-huh.,minor topic end,,,1
180,B,"Boy, I wish I could say that my house and,",,,,0
181,B,"well, my car is paid for now.",,,,0
182,B,"It was wrecked three weeks ago,",,,,0
183,B,"but, but you see again the credit cards came in handy.",,,,0
184,A,Uh-huh.,,,,0
185,B,"I had to have the money to pay rental car, pay this, pay that till the insurance company pays back.",,,,0
186,A,That's right.,,,,0
187,A,"I think that is a good, healthy, safe use of credit cards.",,,,0
188,B,"And, uh,",,,,0
189,B,Yeah.,,,,0
190,B,Because you know that's coming back to pay it off.,,,,0
191,A,"Uh-huh,",,,,0
192,A,uh-huh.,,,,0
193,A,"Uh, I went to a seminar,",off topic start,,A going to seminar and was told not to use credit card for non investment purposes,2
194,A,they said don't ever use your credit card for consumable items.,,,,2
195,A,You only use credit cards for investments.,,,,2
196,B,Right.,,,,2
197,A,"I said for crying out loud, if I had the money to you know, if I could do some investing, you'd have to invest at better than twenty percent earnings in order to pay for the payments on the credit card.",,,,2
198,B,"It's,",,,,2
199,B,Sure.,,,,2
200,B,That's right.,,,,2
201,A,That doesn't make a bit of sense to me.,,,,2
202,A,"I thought God dang, where is his pencil?",,,,2
203,B,That's right.,,,,2
204,B,"Well, the smart half was don't pay it for consumables,",,,,2
205,B,"don't, you know, if you can't afford to go to a restaurant and eat out and pay cash, don't put it on a credit card you know,",,,,2
206,A,That's right.,off topic end,,,2
207,B,"and, and so that, that is the smart half.",,,,0
208,A,Uh-huh.,,,,0
209,B,"But, uh, and I can remember before we had kids, we did that a lot,",,,,0
210,B,"but it was no biggie you know, because we could pay it off,",,,,0
211,A,Uh-huh.,,,,0
212,B,"while after kids, and you're paying child care and other things, all of a sudden it's not so easy to pay off,",,,,0
213,B,so we cut that out real quick,,,,0
214,A,"Uh-huh,",,,,0
215,A,uh-huh.,,,,0
216,B,"And, uh, but I, I do like having them there.",,,,0
217,B,"There is a bit of security in having the credit cards and knowing that in times of crisis, they are there to use",off topic start,,Uses of credit cards after telling about difficulties in paying back,2
218,A,Uh-huh.,,,,2
219,B,"but you have to have a very good sense of saving, and or common sense not, not to get yourself in trouble.",,,,2
220,A,Uh-huh.,,,,2
221,A,Uh-huh,,,,2
222,A,You also have to have that willingness to commit to that because you're committing a good portion of your life and income when you do it.,off topic end,,,2
223,B,Uh-huh,major topic end,,,0
