,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
46,B,"is that mostly, uh, fly fishing when you're doing that",,,,2
47,B,"or,",,,,2
48,A,What?,,,,2
49,B,Are you fly fishing,,,,2
50,B,or are you using a bobber?,,,,2
51,A,"I, I, I'm a fly fisherman.",,,,2
52,B,Yeah.,,,,2
53,A,"Yeah,",,,,2
54,A,"I, I cast a ways.",,,,2
55,A,"I'm not highly proficient,",,,,2
56,A,but it's fun.,,,,2
57,B,I've never even tried that.,,,,2
58,B,"My,",,,,2
59,B,"if I don't have a reel with a button on it, I tend to get so much backlash, it's not worth the trouble",,,,2
60,A,"Well, let me explain fly, fly fishing to you then.",,,,2
61,A,You're not casting a weight on the end of the line?,,,,2
62,B,Uh-huh.,,,,2
63,A,You're casting the weight of the line.,,,,2
64,B,With the little thing on the end.,,,,2
65,A,"Yeah,",,,,2
66,A,"well,  the fly on the end weighs nothing.",,,,2
67,B,"Yeah,",,,,2
68,B,I thought it had a weight.,,,,2
69,A,It weighs less than the line.,,,,2
70,B,Oh.,,,,2
71,A,"So what you do is, you strip off, oh, four, five, six little rolls, coils, of line into your hand.",,,,2
72,B,Uh-huh.,,,,2
73,A,And  you whip the line.,,,,2
74,B,Um.,,,,2
75,A,"As you whip it, over your head,  or  side to side, you slowly feed out more and more.",,,,2
76,B,Uh-huh.,,,,2
77,B,Um. So you're fishing downstream so it will carry some?,,,,2
78,A,"Well, no,",,,,2
79,A,no.,,,,2
80,A,You fish upstream.,,,,2
81,B,"Oh, you fish upstream?",,,,2
82,A,Right.,,,,2
83,A,And then you let it carry it downstream.,,,,2
84,B,Uh-huh.,,,,2
85,A,"And then you reel it in,",,,,2
86,A,and you do it again.,,,,2
87,B,"You hope that they think it's a bug and,  and eat  it.",,,,2
88,A,"Yeah,",,,,2
89,A,exactly.,,,,2
90,A,"Yeah,",,,,2
91,A,exactly.,,,,2
92,B,Yeah.,,,,2
93,A,Jump at it.,off topic end,,,2
94,A,"Uh, from what I'm seeing and hearing and all, the, the big pattern that's really looking forward for spring is the grub pattern.",minor topic start,,Talking about fishing patterns,1
95,B,That's a fish?,,,,1
96,A,"No,",,,,1
97,A,no.,,,,1
98,A,"It, it looks like a grub.",,,,1
99,A,Yeah.,,,,1
100,B,"Oh, it's a, it's a lure.",,,,1
101,A,"Okay,",,,,1
102,A,"whenever you, yeah,",,,,1
103,A,"a lure, a fly.",,,,1
104,B,I see.,,,,1
105,A,"Whenever you have a, something that looks like something else",,,,1
106,B,Uh-huh.,,,,1
107,A,"and it's a fly, you call it a pattern.",,,,1
108,B,Oh.,,,,1
109,A,"All right, uh, you know, there's bumble bee patterns there's excuse me. Uh, there's bumble patterns, there's mosquito patterns, there's wasp patterns, there's grub patterns.",,,,1
110,B,Uh-huh.,,,,1
111,B,Um.,minor topic end,,,1
112,A,"Uh,",,,,0
113,B,"Did someone just come up with this design,",,,,0
114,B,"and, and you're going to make one for yourself,",,,,0
115,A,"Uh,",,,,0
116,B,or  are you going to buy it?,,,,0
117,A,You can buy them.,,,,0
118,A,"Uh, I've got some.",,,,0
119,A,"And, They seemed to have been hitting real heavy on it in Fall.",,,,0
120,B,Uh-huh.,,,,0
121,B,"Oh, it's just, that, that just happens to be what the fish like this year,",,,,0
122,B,huh?,,,,0
123,A,"Yeah,",,,,0
124,A,yeah.,,,,0
125,B,Um.,,,,0
126,A,"You know how that changes, the phase of the moon",,,,0
127,A,"and,",,,,0
128,B,I guess so.,,,,0
129,B,"We tend to use just bait. And, a few lures,",,,,0
130,A,Yeah.,,,,0
131,A,"Yeah,",,,,0
132,A,"I, I, You see, I'm from west Texas.",off topic start,,"Personal talk, where doe each other live",2
133,B,"but bait tends to work the best, just some blood bait.",,,,2
134,B,"Oh, are you?",,,,2
135,A,Yeah.,,,,2
136,B,Where are you from?,,,,2
137,A,Lubbock.,,,,2
138,B,"Oh, I'm from Midland.",,,,2
139,A,"Oh, another west Texan.",,,,2
140,B,"I went to college at Tech,",off topic end,,,2
141,B,so. You've been out to Buffalo Gap fishing.,,,,0
142,A,"Yeah,",,,,0
143,A,yeah.,,,,0
144,B,Yeah.,,,,0
145,B,I've been up there.,,,,0
146,A,"It, It, it's kind of nice way to get away from everything for the day.",,,,0
147,B,"I didn't catch anything,",,,,0
148,B,but I've been up there,,,,0
149,B,"Yeah,",,,,0
150,B,it's fun.,,,,0
151,B,It's lazy.,,,,0
152,B,Take a picnic lunch.,minor topic start,,Talking about family and picnics,1
153,B,I used to do that with my dad.,,,,1
154,B,Every once in a while we'd go out on a Saturday and just spend the day. Before it got too hot.,,,,1
155,A,Yeah.,,,,1
156,A,"Well, there you fish mornings and evenings. And nights.",,,,1
157,B,Yeah.,,,,1
158,B,"Yeah,",,,,1
159,B,we do most of our fishing at night.,,,,1
160,A,Yeah.,,,,1
161,B,Just from the heat of it all.,,,,1
162,B,That's one advantage you've certainly got on us.,,,,1
163,A,"It, at times, gets incredibly hot here.",,,,1
164,B,It does?,,,,1
165,B,I've only been up there once.,,,,1
166,B,"In the summer. Well,",,,,1
167,B,"no,",,,,1
168,B,I've been up there twice in the summer.,,,,1
169,B,But both times it was really pleasant.,,,,1
170,B,"In fact, it snowed on us in, in, gosh, when was that?",,,,1
171,A,June?,,,,1
172,B,"We were in Mesa Verde Park,",,,,1
173,B,and it was like the end of It was just before July fourth.,,,,1
174,A,Oh.,,,,1
175,B,"And it was twenty-eight, twenty-nine degrees.",,,,1
176,B,"We were out in this silly tent with regular little sleeping bags, not knowing any better",,,,1
177,B,"And here it went and it froze,",,,,1
178,B,and it snowed on us.,,,,1
179,A,Yeah.,,,,1
180,B,We did not know what to do about it.,,,,1
181,A,"Fishing is not just, just dragging fish out of the water.",,,,1
182,A,"It's, it's a total experience, you know, getting out in nature and,  hearing  the crickets, and listening to the birds and,  seeing  the squirrels and,  camping  out, and eating out,  of  doors",,,,1
183,B,Yeah.,,,,1
184,B,Uh-huh.,,,,1
185,B,"Do,",,,,1
186,B,Yeah.,,,,1
187,A,"and,",,,,1
188,B,"Do you have to,",,,,1
189,B,do you wear waders when you fish?,,,,1
190,A,"Uh, I probably ought to.",,,,1
191,A,I just freeze.,,,,1
192,B,Oh.,,,,1
193,B,"Goodness, it must be a little bit cold.",,,,1
194,A,"Yeah,",,,,1
195,A,"yeah,",,,,1
196,A,"well, you know,  ankle deep or standing on  the bank, and slipping it out there.",,,,1
197,B,That's cold water around there.,,,,1
198,B,"Um. Do you have any,",,,,1
199,A,"You know, I always intend to just stand on the bank and just kind of slip it,  out there,",,,,1
200,B,"Oh, I see.",,,,1
201,A,and  you know how it is.,,,,1
202,A,"The water's kind of,",,,,1
203,B,Yeah.,,,,1
204,B,"And you get, you get a little more carried away with it,",,,,1
205,B,and you move a little closer.,,,,1
206,A,"And then you're in to it just a little bit,",,,,1
207,A,and then you splash in,,,,1
208,A,"and,  the  next thing you know, your knees are wet.",,,,1
209,B,Yeah.,minor topic end,,,1
210,B,Do you have any kids that you take fishing?,off topic start,,Talking about their kids,2
211,A,"Uh, got a stepdaughter.",,,,2
212,B,Uh-huh.,,,,2
213,A,She's real sweet.,,,,2
214,A,"And, uh, at times she enjoys it, at times not.",,,,2
215,B,Yeah.,,,,2
216,A,A fuzzy little dog.,,,,2
217,B,I have a three and a half year old and a one and a half year old.,,,,2
218,A,Oh.,,,,2
219,B,"And the little one, of course, is, could care less.",,,,2
220,A,Yeah.,,,,2
221,B,"The,  uh, three and a half year old has just gotten to the point,",,,,2
222,B,"we got him a little pole last year,",,,,2
223,B,"and just put, uh, his big thing last year was throwing it in the water and reeling it up",,,,2
224,B,That was what he considered fishing,,,,2
225,B,"This year, he's gotten to where he can.",,,,2
226,B,"We, we were at a friend's, uh, stock pond, we were out at their farm,",,,,2
227,B,"and, and they had been fishing and let him use the pole while we we all walked off a healthy hundred yards or so and let him fish.",,,,2
228,A,Yeah.,,,,2
229,B,And he started trying to cast it.,,,,2
230,B,"So, he, he was kind of getting there",,,,2
231,B,"but he's, He's at a dangerous point right now",,,,2
232,A,"Yeah,",,,,2
233,A,you guys sure want to be out of range.,,,,2
234,B,"He understands the mechanics of pushing the button and throw, but not necessarily the direction it's going to go in.",,,,2
235,A,It takes time.,,,,2
236,B,Yeah.,,,,2
237,A,Yeah.,off topic end,,,2
238,A,"Last year, we had a, oh, just a wonderful trip up to Travers Lake. * Trapper's Lake in Colorado?",off topic start,,Talking about an old trip in Colorado,2
239,A,"Oh, it was cold, and rain the whole time.",,,,2
240,A,"And we still had a good time out,  of  the deal.",,,,2
241,B,Yeah.,,,,2
242,B,"Well, that's good.",,,,2
243,A,"Uh, and Colorado is a beautiful place to live.",,,,2
244,B,"Oh, yeah.",,,,2
245,B,"My husband would like to live there,",,,,2
246,B,but I don't know. All of our family is here,,,,2
247,B,"so,",,,,2
248,A,"Well, and you've got to have,",,,,2
249,A,you've got to work for a living.,off topic end,,,2
250,B,"Well, yeah,",,,,0
251,B,"but T I is up there,",,,,0
252,B,so that part of it would probably work out,,,,0
253,A,What division you all in?,off topic start,,Talking about kids and their divisions,2
254,B,"I'm sorry, what?",,,,2
255,A,What division are you all in?,,,,2
256,B,"We're both, uh,",,,,2
257,B,"I was, uh, military,",,,,2
258,B,but he's division three.,,,,2
259,B,It goes back and forth.,,,,2
260,B,"Division, well,",,,,2
261,B,maybe division one right now.,,,,2
262,B,He's in computers.,,,,2
263,A,Oh.,,,,2
264,B,"So,",,,,2
265,A,"Well, the only thing up here,  is division one.",,,,2
266,B,"And he's in school,  and everything else.",,,,2
267,B,I have some friends who work up there.,off topic end,,,2
268,A,"Oh, yeah?",,,,0
269,B,Kathy and Kevin Guy.,,,,0
270,A,Okay.,,,,0
271,A,Yeah.,,,,0
272,B,Yeah.,,,,0
273,B,And they like to fish.,minor topic start,,Talking about some friends who like Fishing and have been inviting B to come there,1
274,B,They've been inviting us to come up there in the summer.,,,,1
275,B,"Her dad has a cabin,",,,,1
276,B,"and they go fishing, up there.",,,,1
277,A,"Oh, fishing's,  fishing is fun up here.",,,,1
278,B,"So that would be neat to,  try it some time.",,,,1
279,A,"It's  not,",,,,1
280,A,"It seems like the success ratio, the success rate here is not as good as on some of the better lakes there.",,,,1
281,A,But it is fun.,,,,1
282,B,"Yeah,",,,,1
283,A,"You know,  The, the experience is, is better up here, I think.",,,,1
284,B,"long as  you have a good time, that's the main point",,,,1
285,B,"so,",,,,1
286,B,Uh-huh.,,,,1
287,A,"You know, it seems more relaxing, there's more to look at.",,,,1
288,B,Definitely more to look at.,,,,1
289,A,"And, and there's something about listening to water run that's relaxing to the soul You know, if you're, if you're just sitting on a nice hot lake,",,,,1
290,B,Yeah.,,,,1
291,B,Yeah.,,,,1
292,B,The only thing you've got to watch is when that creek comes up.,,,,1
293,B,"We camped next to one, one time when we were there a couple of summers ago.",,,,1
294,B,And we figured we were up a long way off.,,,,1
295,B,"And then it rained that night,",,,,1
296,B,"and we thought, well, wonder how far off we are?",,,,1
297,B,"And we got up the next day,",,,,1
298,B,and that creek that had been fifty or sixty feet from our site of our tent was now about three feet away,,,,1
299,B,"And it's like, oh, well, maybe we ought to move just a touch.",,,,1
300,B,"So, that was kind of funny.",,,,1
301,A,"Yeah,",,,,1
302,A,"it, it is interesting to watch that water rise all of a sudden.",,,,1
303,B,"Yeah,",,,,1
304,B,I just love the way it looks.,,,,1
305,B,I could almost just watch the,,,,1
306,B,"we, in fact, we have gotten out on, on trips before and just stopped and watched it because there was so much,",,,,1
307,B,"and if you were there. I mean,",,,,1
308,B,"it was,",,,,1
309,B,"one time we were there,",,,,1
310,B,"and I guess it was late May,",,,,1
311,B,"so it was really your spring almost,  you  know, at, even though it was, it was really summer down here.",,,,1
312,A,Uh-huh.,,,,1
313,B,"And, and the, I guess the creek, the mountains were really starting to melt,",,,,1
314,B,"and the creek was just wild, just running.",,,,1
315,B,"And, and all the white water and noise and the,",,,,1
316,B,it was just beautiful.,,,,1
317,A,Yeah.,,,,1
318,A,it gets foamy almost.,,,,1
319,B,Uh-huh.,,,,1
320,A,And you know it's just pure and pristine. And the froth,,,,1
321,B,Yeah.,minor topic end,,,1
322,A,"and,",,,,0
