,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
51,B,"and whenever he missed like that, usually he had some kind of problem",,,,0
52,B,"and so a mandatory drug test was done was positive,",,,,0
53,A,Uh-huh.,,,,0
54,A,"Yeah,",,,,0
55,B,so they were able to get rid of him and not have to pay his contract.,,,,0
56,A,Get rid of him.,,,,0
57,A,"Right,",,,,0
58,A,yeah.,,,,0
59,B,"And so, in his case, he lost his whole career,",,,,0
60,B,"he's been in the paper, in jail,",,,,0
61,B,and it's just been awful,,,,0
62,A,Yeah.,,,,0
63,B,"and talk about a terrible role model,",minor topic end,,,0
64,A,"Right,",,,,0
65,A,"I, I think, that, that, that's a terrible you know,",,,,0
66,A,"it's really funny though, um,",,,,0
67,A,"I guess, my dad was hit by a, a drunk driver who was also high um, when I was probably eighteen, my senior year in high school",,,,0
68,B,Um.,,,,0
69,B,"Oh, my goodness.",,,,0
70,A,"and, um, though he's alive today and everything worked out fine, it, it, it happened about two blocks from the high school",,,,0
71,A,"and a friend came and got me,",,,,0
72,A,"and I was there,",,,,0
73,A,"and I could smell the dope,",,,,0
74,A,and I could see the beer cans from the guy that hit him,,,,0
75,B,Uh-huh.,,,,0
76,A,"and nothing ever happened,",,,,0
77,A,"and from from that point on, I became so anti drunk driving now I think people should be allowed to drink, I think that's an adult responsibility, whatever,",,,,0
78,B,"Oh, that's terrible.",,,,0
79,B,Uh-huh.,,,,0
80,A,"but I really, uh,",,,,0
81,A,"I'm so anti drunk driving,",minor topic start,,the speaker is talking about his/her own opinions about drugs in his/her childhood,1
82,A,"and, and drugs have, uh, long lasting effects",,,,1
83,,Uh-huh.,,,,1
84,A,"and I guess when I younger I was, um, probably a little more liberal on the subject.",,,,1
85,B,I think most of us are.,,,,1
86,A,"Yeah,",,,,1
87,A,"but as I've, as soon as that happened,",,,,1
88,A,"I guess when I was eighteen years old, if you'd have asked me, I'd have thought it was fine",,,,1
89,B,Uh-huh.,,,,1
90,A,but by the time I was nineteen my opinion had totally changed.,,,,1
91,B,"Yes,",minor topic end,,,1
92,B,"if you know someone,",,,,0
93,B,"for example we have, uh, some friends whose son was driving home from work, was hit head on by a drunk driver",,,,0
94,A,Uh-huh.,,,,0
95,B,"the drunk and his wife in the car were killed,",,,,0
96,B,"and, uh, Bobby missed his whole junior year of high school",,,,0
97,A,Right.,,,,0
98,B,he went through surgery after surgery,,,,0
99,A,Um. Traction and all that terrible stuff.,,,,0
100,B,and for a long time they didn't even know whether he'd be normal again.,,,,0
101,B,"And he,",,,,0
102,B,"as far as his athletics, he's lost all of that.",,,,0
103,A,Right.,,,,0
104,B,"He, uh, has been tutored,",,,,0
105,B,"and he'll catch up in school and everything,",,,,0
106,B,"but, he's still not back where he was.",,,,0
107,A,"Right,",,,,0
108,A,"yeah,",,,,0
109,A,"I don't think somebody,",,,,0
110,B,He may never have  all those motor skills back.,,,,0
111,A,"Yeah,",,,,0
112,A,"you don't, you don't, you don't have the right to interfere in somebody else's life.",,,,0
113,B,No.,,,,0
114,A,"I can't even say, you know, I wouldn't even say ruin somebody's life.",,,,0
115,A,You don't have the right to interfere in somebody's life.,,,,0
116,B,"Another thing that we saw here recently. One of, some of our high school kids were out goofing around in a park area that a, a train track ran through",,,,0
117,A,Uh-huh.,,,,0
118,B,and one boy who had been drinking decided for some stupid reason to try to play with the train.,,,,0
119,B,"Well, he, the train missed him,",,,,0
120,B,"but, uh, a big mirror type thing sticking out, like a metal thing sticking out, hit him in the head",,,,0
121,A,Yeah.,,,,0
122,B,"he was in a coma for four months,",,,,0
123,A,Uh-huh.,,,,0
124,B,"he's out of the coma now,",,,,0
125,B,"and eventually they think he will come back,",,,,0
126,B,"but you don't know that,",,,,0
127,B,and,,,,0
128,A,Right.,,,,0
129,B,"but he's lost,",,,,0
130,B,"he was an outstanding football player,",major topic end,,,0
