,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
74,A,it ended up I got some furniture back that one of them had moved out or something.,,,,1
75,B,Right.,,,,1
76,A,So I didn't end up with my vacant room like I had thought I would.,,,,1
77,B,"Well, we still have a, a son and daughter in college that come home.",,,,1
78,A,Uh-huh.,,,,1
79,B,And the other room we use as a guest bedroom because my husband's family come.,,,,1
80,B,His parents come,,,,1
81,B,and also the kids have friends who come and stay,,,,1
82,A,Uh-huh.,,,,1
83,B,and so it seems like it's always used as a bedroom.,,,,1
84,A,Uh-huh.,,,,1
85,A,"Well, I still,",,,,1
86,A,"all three of my daughters are married,",,,,1
87,A,"but, I don't know,",,,,1
88,A,"I just still have need for the four bedrooms just having company from time to time. And some of them coming back home and things, you know.",,,,1
89,B,Right.,,,,1
90,B,"Oh, I understand",,,,1
91,A,"And we've got grandchildren now,",,,,1
92,A,"so when they come, they have to have a place.",Minor Topic - end,,,1
93,B,"Well, we,",,,,0
94,B,That's true,,,,0
95,B,and you don't want them to not be able to come because there's no room.,Major Topic - end,,,0
96,A,"That's right,",,,,0
97,A,you sure don't.,,,,0
98,A,"At times I keep thinking, though, that might be kind of nice.",Major Topic - start,,Comparing Families and generations and their behaviour,0
99,B,"Well, I I haven't reached that point yet.",Minor Topic - start,,B's family,1
100,B,I've heard people say that.,,,,1
101,B,"But, uh, my middle son is engaged,",,,,1
102,B,my oldest son has been going with the same girl for a while.,,,,1
103,A,Uh-huh.,,,,1
104,B,"He's out of college and has a good job,",,,,1
105,A,Uh-huh.,,,,1
106,B,"so he could afford to get married but, is not engaged yet,",,,,1
107,A,Uh-huh.,,,,1
108,B,"and my daughter's been going with the same boy for a while,",,,,1
109,B,but she's still in college,,,,1
110,B,and we're just as happy for her to finish her education first.,,,,1
111,A,Uh-huh.,,,,1
112,B,That's what she plans to do.,,,,1
113,A,"Well, I don't blame you for that.",,,,1
114,B,"So, I hope so.",Minor Topic - end,,,1
115,A,"Well, I have the three girls",Minor Topic - start,,A's family activities,1
116,A,and then we ended up with four grandsons.,,,,1
117,B,"Oh, ho-ho.",,,,1
118,A,And little boys are around the house a whole lot more than girls.,,,,1
119,B,A whole new world.,,,,1
120,B,Uh-huh.,,,,1
121,A,"And, uh, I enjoy them coming, but for short doses",,,,1
122,B,I can understand.,,,,1
123,A,"It feels,",,,,1
124,A,"after they've been here ten minutes, they have already explored the entire house,",,,,1
125,A,they know everything.,,,,1
126,B,Uh-huh.,,,,1
127,A,"But, they're fun.",,,,1
128,B,So you're all back to the safety catches and the whole nine yards or either watching them every minute.,,,,1
129,A,"Well, I just watch them.",Major Topic - end,Minor Topic - end,,1
130,B,Yeah.,,,,0
131,A,I I never did put things up when my kids were little,Off topic - start,,"""what they did as a kid and what they pass on"" philosophy",2
132,A,and I haven't with them.,,,,2
133,A,I try to teach them not to get into things.,,,,2
134,B,"Well, that's the same thing that I did.",,,,2
135,B,I hope I'll be able to do the same with grandchildren.,,,,2
136,A,"I think that once you do that, your children kind of develop the same attitudes.",,,,2
137,A,At least my daughters have.,,,,2
138,A,They try to teach theirs not to get into things instead of having to put everything up.,,,,2
139,A,So it's worked pretty well.,,,,2
140,A,"There's,",,,,2
141,A,I don't really think anything's been broken.,,,,2
142,A,"Every now and then we have to kind of go and say, now don't bother this you know.",,,,2
143,B,"Um, uh-huh",,,,2
144,A,"But, all in all, they mind pretty well.",,,,2
145,A,"But, I guess most of the",Off topic - end,,,2
146,A,what kind of roof does your house have?,,,,0
147,A,Here I'm getting off the subject.,,,,0
148,B,"Well, we have,",,,,0
