,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
91,A,"You know, typically, you, if you purchase your own car you tend to make, uh, the best returns after you pay it off.",,,,1
92,B,Uh-huh.,,,,1
93,A,"Of course, the longer you keep it beyond that point, the more profitable it is to own it yourself.",,,,1
94,B,Right.,,,,1
95,B,"Yeah,",,,,1
96,B,you're right.,,,,1
97,B,"Uh, I have, uh, been know to keep trucks or cars for oh, ten or twelve years,",,,,1
98,B,but I find that after about four years they kind of start going down hill,,,,1
99,B,and you got to put put stuff in them you know.,,,,1
100,A,That's right.,,,,1
101,A,"Yeah,",,,,1
102,A,"mine's, uh, seven years old",,,,1
103,A,"and I think last year was, that was a rough year for it.",,,,1
104,A,I had a number of expenses,,,,1
105,B,Uh-huh.,,,,1
106,A,"But, uh, I am hoping that most of them were just kind of,",,,,1
107,A,"uh, you know the,",,,,1
108,A,"as you get to a certain number of miles, you have to get everything replaced, brakes, shocks and all that.",,,,1
109,A,"So, I just went through that whole set last year.",,,,1
110,B,Uh-huh.,,,,1
111,A,I hope that I only have a slow period before I do that again,minor topic end,,,1
112,B,"Those things can really upset your budget when they, when they come in.",,,,0
113,B,"Uh, you know, it's nice to have a little bit set aside for the, for the unexpected shall we say. So that it doesn't, uh, kill you all in one month.",,,,0
114,A,Right.,,,,0
115,A,Right.,major topic end,,,0
116,A,What line of work are you in?,closing,,,0
