,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
64,A,yeah.,,,,2
65,B,"Oh, okay,",,,,2
66,B,at the University of Rochester?,,,,2
67,A,Yes.,,,,2
68,B,"Oh, great.",,,,2
69,A,"As a matter of fact, um, so I don't have time to do much else, except for graduate work.",,,,2
70,B,Yeah.,,,,2
71,B,Yeah.,,,,2
72,A,"Right,",,,,2
73,A,"so I hang around this way,",,,,2
74,A,"and I,",,,,2
75,B,Sure.,off topic end,,,2
76,A,"Occasionally, uh, uh,",,,,0
77,A,"a bunch of us were pretty avid golfers. Golfers, so we will go out",,,,0
78,B,Uh-huh.,,,,0
79,A,"and we will, we will, we will play, you know.",,,,0
80,B,"And you don't, you don't have the length of the playing time that we do.",,,,0
81,A,"I have, I have very at the moment I have very little playing time.",,,,0
82,A,"When I, when I go on vacation, my father and I, uh play a little bit.",minor topic start,,Favourite hole course,1
83,B,Yes.,,,,1
84,A,"But, I don't, you know,",,,,1
85,A,"we play a par, a par three, nine hole course.",,,,1
86,A,"Because, .",,,,1
87,B,"Oh, that's my favorite kind to play.",,,,1
88,B,"Because, for a woman, it's really nice to play a par three course because, that's my, I can't hit a driver very far",,,,1
89,A,Yeah.,,,,1
90,B,"and, in fact, I don't even like to use a driver,",,,,1
91,B,"I use a three iron off the tee because, I have more control over it.",,,,1
92,A,Um.,,,,1
93,A,Uh-huh.,,,,1
94,B,"And, I can, I can just have better contact with the ball that way.",,,,1
95,B,"So, I'm still using a three iron",,,,1
96,B,"and my husband is trying to get me into using a, you, know, like a high number wood instead.",,,,1
97,A,Right.,,,,1
98,A,"But, those are, uh, still not you favorite, huh?",,,,1
99,B,"No,",,,,1
100,B,"it's not my favorite,",,,,1
101,B,"but, I, I, uh, I enjoy,",,,,1
102,B,"I, I really do,",minor topic end,,,1
103,B,"I think I'm going to like golf the older I get, and the more time I have to play.",off topic start,,Personel life of B,2
104,B,"I, we have three teenage daughters.",,,,2
105,A,"Uh, wow, .",,,,2
106,B,"One is,",,,,2
107,A,You must be very busy.,,,,2
108,B,"Yeah,",,,,2
109,B,"I'm very busy,",,,,2
110,B,I have a part time job,,,,2
111,B,"and, and during the year, I don't play much golf",,,,2
112,B,"but, but, when I'm, we are on vacation, I love to play. Just like you said.",,,,2
113,A,Um.,,,,2
114,B,"And, we got to play in Monterrey in California, right, you know, along the Pacific Ocean, this past spring.",,,,2
115,B,"And that was, I told my husband, that was the way to play, you know,",,,,2
116,B,"that was,",,,,2
117,B,"if I could play there every time I want, it was, it was great.",,,,2
118,B,A neat experience,,,,2
119,A,"Miniature golf, there's my game. Uh.",,,,2
120,B,"Miniature golf is great,",,,,2
121,B,yes.,,,,2
122,A,"Miniature golf, there you go, putt, putt.",,,,2
123,B,"Well, that's the thing my kids like to do that with, you know, on dates and stuff.",,,,2
124,A,Uh.,off topic end,,,2
125,B,"But, golf is um,",,,,0
126,B,"we, we probably are talking about golf because I did check it You know .",,,,0
127,A,"I don't, I don't, I don't",,,,0
128,A,"I may have, actually, I may have just checked random things.",,,,0
129,A,"I don't, I don't recall anymore.",,,,0
130,B,"Well, yeah,",,,,0
131,B,"if you ever played,",,,,0
132,B,"I mean, I feel like anybody that's ever played golf can talk about it",minor topic start,,They talk about golf clubs,1
133,B,"and maybe if you can even talk about it, if you, if you have, uh, watched it on T V.",,,,1
134,A,Right.,,,,1
135,A,"Yeah,",,,,1
136,A,"actually, we have a very very, um,",,,,1
137,A,"we had the, uh,",,,,1
138,B,"Yeah,",,,,1
139,B,tell me about your clubs up there.,,,,1
140,B,"What,",,,,1
141,A,"Well, we had,",,,,1
142,A,I haven't played around here too much.,,,,1
143,A,We have a very good one called Locust Hill though.,,,,1
144,A,"There, uh, the",,,,1
145,B,Locust Hill?,,,,1
146,A,"Yeah,",,,,1
147,A,the L P G A comes here every year the Rochester International.,,,,1
148,B,"Uh-huh,",,,,1
149,B,right.,,,,1
150,A,"And then we had a P G A, actually, a very big P G A, uh, tour stop here, last year.",minor topic end,,,1
151,B,"Oh, great.",,,,0
152,A,"And, actually, um, they say the, the,",,,,0
153,A,"I have not played the course,",minor topic start,,How good the course is,1
154,A,"but, they say the course is very, is, is, is pretty tough, pretty challenging.",,,,1
155,B,Uh-huh.,,,,1
156,A,"And it's, um, not only that,",,,,1
157,A,"but, it's exceedingly well kept, apparently.",,,,1
158,B,"Oh, yeah.",,,,1
159,A,"Because, those are the comments I kept hearing from the pros, you know,",,,,1
160,A,"they kept saying, we hear, you know, on, on television I,",,,,1
161,A,"but, they keep saying it's just wonderful, uh,",,,,1
162,A,the course is so well maintained,,,,1
163,A,"and, you know, it, it, it rained through half the um, tournament, so people had to ,",,,,1
164,A,"but, they still,",,,,1
165,A,"the grounds keepers were absolutely wonderful about, getting things back up again.",minor topic end,,,1
166,B,"Oh, yeah.",,,,0
167,A,"And this,",,,,0
168,A,"actually, when, when the, um, when the L P G A came here I guess that was about a week and a half ago, it was just, it, it takes over the whole town.",off topic start,,The craze among people for golf,2
169,B,Uh-huh.,,,,2
170,B,"Oh, sure.",,,,2
171,A,"You know.  It's all over the news,",,,,2
172,A,"and lots and lots of people take off work, to go to go an watch the, the, uh, ladies like some loss of words play.",,,,2
173,B,Yes.,,,,2
174,B,Yeah.,,,,2
175,B,"To watch them,",,,,2
176,B,yeah.,,,,2
177,B,"The ladies,",,,,2
178,A,"So, I mean, I think it's actually, it's absolutely wonderful to see.",,,,2
179,B,"Yeah,",,,,2
180,B,I'm sure the people love golf up there like they do down here.,,,,2
181,A,"Yeah,",,,,2
182,A,uh.,,,,2
183,B,People are just,,,,2
184,B,"golf is just,",,,,2
185,B,"it's just the coming thing,",,,,2
186,B,I mean a lot of people are just crazy about it.,,,,2
187,A,It seems to be.,,,,2
188,A,"It seems a lot of people are really, you know,",off topic end,,,2
189,A,"either, um, either you have not played it, or, or you, you have played it",,,,0
190,A,"and you sort of stink, like me,",,,,0
191,B,"Well, it's, it's just such a difficult thing.",,,,0
192,A,and you sort of play every now and then.,,,,0
193,B,"I mean it's, I just, I watch my husband",,,,0
194,B,"and he's, he was a professional athlete,",,,,0
195,B,"he, he's a very good athlete",,,,0
196,B,"and he's got the coordination, that God given coordination,",,,,0
197,B,"and he just struggles, you know, all the time, to um, to master this game.",,,,0
198,A,Yeah.,,,,0
199,A,"Yeah,",,,,0
200,A,"well, same here, I mean, I'm a brown belt in Karate at this point in time.",off topic start,,Karate and its similarity to her husband playing golf,2
201,A,"And, uh, And, and I can not, and I can not hit a golf ball",,,,2
202,B,"Oh my, really!",,,,2
203,B,Yeah.,,,,2
204,A,"You know I,",,,,2
205,B,"Because it,",,,,2
206,B,"well, I watch my husband swing",,,,2
207,B,"and his swing, you know, like compared to the pros, is so, it's ridged.",,,,2
208,B,"It's like he's trying so hard, it's not that flowing movement. You know.",,,,2
209,A,Right.,,,,2
210,A,"That's because he's probably doing what I do, worrying about, is my head straight, is my arm right,",,,,2
211,B,Yeah.,,,,2
212,B,Yeah.,,,,2
213,B,"Or, how far he's going to hit it, I think, you know.",,,,2
214,A,oh yeah.,,,,2
215,B,And I worry about that.,,,,2
216,A,"Oh, yeah.",,,,2
217,B,"I have just got to get this drive, you know, really far,",,,,2
218,B,I have got to hit it.,off topic end,,,2
219,A,Yeah.,minor topic start,,Mistakes they do while playing golf,1
220,B,So.,,,,1
221,A,Yeah.,,,,1
222,B,Yeah.,,,,1
223,A,"I have this nasty habit of of turning my head at the last second, or, or just keeping my arm wrong.",,,,1
224,B,"Yep,",,,,1
225,B,"or,",,,,1
226,B,"Yeah,",,,,1
227,B,"turning your head is probably the most common thing for women, they say.",,,,1
228,A,Is it?,,,,1
229,B,And you are always so anxious to see where it goes.,,,,1
230,A,"Right,",,,,1
231,A,exactly.,,,,1
232,B,Uh-huh.,,,,1
233,A,"Exactly,",,,,1
234,A,"It's just like I, I don't watch the ball die,",,,,1
235,A,I have .,,,,1
236,A,It took me a long time to learn to wait until the ball was in the air before I looked up.,,,,1
237,B,"Yeah,",,,,1
238,B,"yeah,",,,,1
239,B,"I have to that, especially, even more so, with a short iron than a long you know, than with a driver or something.",,,,1
240,A,"Oh, driver.",,,,1
241,B,"Because, those short irons, it's just, you want to look up cause you are getting close to the green",,,,1
242,A,Yeah.,,,,1
243,B,and you want to see it hit the green.,,,,1
244,B,"And you know that's why,",,,,1
245,A,Watch where it's going.,,,,1
246,B,"Yeah,",minor topic end,,,1
247,B,"so. I I don't know what I'm supposed to ask questions about,",off topic start,,They talk about procedure to get reimbursment,2
248,A,"That, that is certainly true",,,,2
249,A,thank you .,,,,2
250,B,"am I supposed to ask questions about this whole procedure,",,,,2
251,B,I know that.,,,,2
252,A,"That's okay,",,,,2
253,A,"go ahead,",,,,2
254,A,it's no big deal.,,,,2
255,B,"Well, uh,  when I,",,,,2
256,B,"do you get, get, um, reimbursed for the calls you make or the calls you talk on too?",,,,2
257,A,Both.,,,,2
258,B,Both.,,,,2
259,B,Okay.,,,,2
260,A,I believe so.,,,,2
261,B,"Okay,",,,,2
262,B,"well I really did not know  so I,",,,,2
263,A,"I, I,  I actually don't know,",,,,2
264,A,"I get a random reimbursement every now and then and don't really don't really figure it out,  until  afterward",,,,2
265,B,Yeah.,,,,2
266,B,Okay.,,,,2
267,B,Cause this is only my second day doing it,,,,2
268,B,"and I just did not, I did not know",,,,2
269,B,"and that was .  the details,",,,,2
270,A,"Oh,  really.",,,,2
271,B,"we, I just started yesterday.",,,,2
272,A,"I have been doing this for awhile, actually.",,,,2
273,B,Have you?,,,,2
274,A,It seems like it's been a while.,,,,2
275,B,Yeah.,,,,2
276,A,"And they just,  I just,  get these random checks in the mail every now and then",,,,2
277,B,"I had a ,",,,,2
278,A,"and,",,,,2
279,B,I see.,,,,2
280,A,"My wife and I both do it, as a matter of fact.",,,,2
281,B,I see.,,,,2
282,A,"And we both just, sort of, get these random checks in the mail",,,,2
283,A,"and, To be honest, I, I really have not been accounting,",,,,2
284,B,Yeah.,,,,2
285,A,"I just sort of figured, well, it's going to work.",,,,2
286,B,Uh-huh.,,,,2
287,A,"You know, if it works, it works.",off topic end,major topic end,,2
288,A,"So ,",,,,0
289,B,"Well, my, uh,",,,,0
290,,,,,,0
291,,,,,,0
292,,,,,,0
293,,,,,,0
294,,,,,,0
295,,,,,,0
296,,,,,,0
297,,,,,,0
298,,,,,,0
299,,,,,,0
300,,,,,,0
301,,,,,,0
302,,,,,,0
303,,,,,,0
304,,,,,,0
305,,,,,,0
306,,,,,,0
307,,,,,,0
308,,,,,,0
309,,,,,,0
310,,,,,,0
311,,,,,,0
312,,,,,,0
313,,,,,,0
314,,,,,,0
315,,,,,,0
316,,,,,,0
317,,,,,,0
318,,,,,,0
319,,,,,,0
320,,,,,,0
321,,,,,,0
322,,,,,,0
323,,,,,,0
324,,,,,,0
325,,,,,,0
326,,,,,,0
327,,,,,,0
328,,,,,,0
329,,,,,,0
330,,,,,,0
331,,,,,,0
332,,,,,,0
333,,,,,,0
334,,,,,,0
335,,,,,,0
336,,,,,,0
337,,,,,,0
338,,,,,,0
339,,,,,,0
340,,,,,,0
341,,,,,,0
342,,,,,,0
343,,,,,,0
344,,,,,,0
345,,,,,,0
346,,,,,,0
347,,,,,,0
348,,,,,,0
349,,,,,,0
350,,,,,,0
351,,,,,,0
352,,,,,,0
353,,,,,,0
354,,,,,,0
355,,,,,,0
356,,,,,,0
357,,,,,,0
358,,,,,,0
359,,,,,,0
360,,,,,,0
361,,,,,,0
362,,,,,,0
363,,,,,,0
364,,,,,,0
365,,,,,,0
366,,,,,,0
367,,,,,,0
368,,,,,,0
369,,,,,,0
370,,,,,,0
371,,,,,,0
372,,,,,,0
373,,,,,,0
374,,,,,,0
375,,,,,,0
376,,,,,,0
377,,,,,,0
378,,,,,,0
379,,,,,,0
380,,,,,,0
381,,,,,,0
382,,,,,,0
383,,,,,,0
384,,,,,,0
385,,,,,,0
386,,,,,,0
387,,,,,,0
388,,,,,,0
389,,,,,,0
390,,,,,,0
391,,,,,,0
392,,,,,,0
393,,,,,,0
394,,,,,,0
395,,,,,,0
396,,,,,,0
397,,,,,,0
398,,,,,,0
399,,,,,,0
400,,,,,,0
401,,,,,,0
402,,,,,,0
403,,,,,,0
404,,,,,,0
405,,,,,,0
406,,,,,,0
407,,,,,,0
408,,,,,,0
409,,,,,,0
410,,,,,,0
411,,,,,,0
412,,,,,,0
413,,,,,,0
414,,,,,,0
415,,,,,,0
416,,,,,,0
417,,,,,,0
418,,,,,,0
419,,,,,,0
420,,,,,,0
421,,,,,,0
422,,,,,,0
423,,,,,,0
424,,,,,,0
425,,,,,,0
426,,,,,,0
427,,,,,,0
428,,,,,,0
429,,,,,,0
430,,,,,,0
431,,,,,,0
432,,,,,,0
433,,,,,,0
434,,,,,,0
435,,,,,,0
436,,,,,,0
437,,,,,,0
438,,,,,,0
439,,,,,,0
440,,,,,,0
441,,,,,,0
442,,,,,,0
443,,,,,,0
444,,,,,,0
445,,,,,,0
446,,,,,,0
447,,,,,,0
448,,,,,,0
449,,,,,,0
450,,,,,,0
451,,,,,,0
452,,,,,,0
453,,,,,,0
454,,,,,,0
455,,,,,,0
456,,,,,,0
457,,,,,,0
458,,,,,,0
459,,,,,,0
460,,,,,,0
461,,,,,,0
462,,,,,,0
463,,,,,,0
464,,,,,,0
465,,,,,,0
466,,,,,,0
467,,,,,,0
468,,,,,,0
469,,,,,,0
470,,,,,,0
471,,,,,,0
472,,,,,,0
473,,,,,,0
474,,,,,,0
475,,,,,,0
476,,,,,,0
477,,,,,,0
478,,,,,,0
479,,,,,,0
480,,,,,,0
481,,,,,,0
482,,,,,,0
483,,,,,,0
484,,,,,,0
485,,,,,,0
486,,,,,,0
487,,,,,,0
488,,,,,,0
489,,,,,,0
490,,,,,,0
491,,,,,,0
492,,,,,,0
493,,,,,,0
494,,,,,,0
495,,,,,,0
496,,,,,,0
497,,,,,,0
498,,,,,,0
499,,,,,,0
500,,,,,,0
501,,,,,,0
502,,,,,,0
503,,,,,,0
504,,,,,,0
505,,,,,,0
506,,,,,,0
507,,,,,,0
508,,,,,,0
509,,,,,,0
510,,,,,,0
511,,,,,,0
512,,,,,,0
513,,,,,,0
514,,,,,,0
515,,,,,,0
516,,,,,,0
517,,,,,,0
518,,,,,,0
519,,,,,,0
520,,,,,,0
521,,,,,,0
522,,,,,,0
523,,,,,,0
524,,,,,,0
525,,,,,,0
526,,,,,,0
527,,,,,,0
528,,,,,,0
529,,,,,,0
530,,,,,,0
531,,,,,,0
532,,,,,,0
533,,,,,,0
534,,,,,,0
535,,,,,,0
536,,,,,,0
537,,,,,,0
538,,,,,,0
539,,,,,,0
540,,,,,,0
541,,,,,,0
542,,,,,,0
543,,,,,,0
544,,,,,,0
545,,,,,,0
546,,,,,,0
547,,,,,,0
548,,,,,,0
549,,,,,,0
550,,,,,,0
551,,,,,,0
552,,,,,,0
553,,,,,,0
554,,,,,,0
555,,,,,,0
556,,,,,,0
557,,,,,,0
558,,,,,,0
559,,,,,,0
560,,,,,,0
561,,,,,,0
562,,,,,,0
563,,,,,,0
564,,,,,,0
565,,,,,,0
566,,,,,,0
567,,,,,,0
568,,,,,,0
569,,,,,,0
570,,,,,,0
571,,,,,,0
572,,,,,,0
573,,,,,,0
574,,,,,,0
575,,,,,,0
576,,,,,,0
577,,,,,,0
578,,,,,,0
579,,,,,,0
580,,,,,,0
581,,,,,,0
582,,,,,,0
583,,,,,,0
584,,,,,,0
585,,,,,,0
586,,,,,,0
587,,,,,,0
588,,,,,,0
589,,,,,,0
590,,,,,,0
591,,,,,,0
592,,,,,,0
593,,,,,,0
594,,,,,,0
595,,,,,,0
596,,,,,,0
597,,,,,,0
598,,,,,,0
599,,,,,,0
600,,,,,,0
601,,,,,,0
602,,,,,,0
603,,,,,,0
604,,,,,,0
605,,,,,,0
606,,,,,,0
607,,,,,,0
608,,,,,,0
609,,,,,,0
610,,,,,,0
611,,,,,,0
612,,,,,,0
613,,,,,,0
614,,,,,,0
615,,,,,,0
616,,,,,,0
617,,,,,,0
618,,,,,,0
619,,,,,,0
620,,,,,,0
621,,,,,,0
622,,,,,,0
623,,,,,,0
624,,,,,,0
625,,,,,,0
626,,,,,,0
627,,,,,,0
628,,,,,,0
629,,,,,,0
630,,,,,,0
631,,,,,,0
632,,,,,,0
633,,,,,,0
634,,,,,,0
635,,,,,,0
636,,,,,,0
637,,,,,,0
638,,,,,,0
639,,,,,,0
640,,,,,,0
641,,,,,,0
642,,,,,,0
643,,,,,,0
644,,,,,,0
645,,,,,,0
646,,,,,,0
647,,,,,,0
648,,,,,,0
649,,,,,,0
650,,,,,,0
651,,,,,,0
652,,,,,,0
653,,,,,,0
654,,,,,,0
655,,,,,,0
656,,,,,,0
657,,,,,,0
658,,,,,,0
659,,,,,,0
660,,,,,,0
661,,,,,,0
662,,,,,,0
663,,,,,,0
664,,,,,,0
665,,,,,,0
666,,,,,,0
667,,,,,,0
668,,,,,,0
669,,,,,,0
670,,,,,,0
671,,,,,,0
672,,,,,,0
673,,,,,,0
674,,,,,,0
675,,,,,,0
676,,,,,,0
677,,,,,,0
678,,,,,,0
679,,,,,,0
680,,,,,,0
681,,,,,,0
682,,,,,,0
683,,,,,,0
684,,,,,,0
685,,,,,,0
686,,,,,,0
687,,,,,,0
688,,,,,,0
689,,,,,,0
690,,,,,,0
691,,,,,,0
692,,,,,,0
693,,,,,,0
694,,,,,,0
695,,,,,,0
696,,,,,,0
697,,,,,,0
698,,,,,,0
699,,,,,,0
700,,,,,,0
701,,,,,,0
702,,,,,,0
703,,,,,,0
704,,,,,,0
705,,,,,,0
706,,,,,,0
707,,,,,,0
708,,,,,,0
709,,,,,,0
710,,,,,,0
711,,,,,,0
712,,,,,,0
713,,,,,,0
714,,,,,,0
715,,,,,,0
716,,,,,,0
717,,,,,,0
718,,,,,,0
719,,,,,,0
720,,,,,,0
721,,,,,,0
722,,,,,,0
723,,,,,,0
724,,,,,,0
725,,,,,,0
726,,,,,,0
727,,,,,,0
728,,,,,,0
729,,,,,,0
730,,,,,,0
731,,,,,,0
732,,,,,,0
733,,,,,,0
734,,,,,,0
735,,,,,,0
736,,,,,,0
737,,,,,,0
738,,,,,,0
739,,,,,,0
740,,,,,,0
741,,,,,,0
742,,,,,,0
743,,,,,,0
744,,,,,,0
745,,,,,,0
746,,,,,,0
747,,,,,,0
748,,,,,,0
749,,,,,,0
750,,,,,,0
751,,,,,,0
752,,,,,,0
753,,,,,,0
754,,,,,,0
755,,,,,,0
756,,,,,,0
757,,,,,,0
758,,,,,,0
759,,,,,,0
760,,,,,,0
761,,,,,,0
762,,,,,,0
763,,,,,,0
764,,,,,,0
765,,,,,,0
766,,,,,,0
767,,,,,,0
768,,,,,,0
769,,,,,,0
770,,,,,,0
771,,,,,,0
772,,,,,,0
773,,,,,,0
774,,,,,,0
775,,,,,,0
776,,,,,,0
777,,,,,,0
778,,,,,,0
779,,,,,,0
780,,,,,,0
781,,,,,,0
782,,,,,,0
783,,,,,,0
784,,,,,,0
785,,,,,,0
786,,,,,,0
787,,,,,,0
788,,,,,,0
789,,,,,,0
790,,,,,,0
791,,,,,,0
792,,,,,,0
793,,,,,,0
794,,,,,,0
795,,,,,,0
796,,,,,,0
797,,,,,,0
798,,,,,,0
799,,,,,,0
800,,,,,,0
801,,,,,,0
802,,,,,,0
803,,,,,,0
804,,,,,,0
805,,,,,,0
806,,,,,,0
807,,,,,,0
808,,,,,,0
809,,,,,,0
810,,,,,,0
811,,,,,,0
812,,,,,,0
813,,,,,,0
814,,,,,,0
815,,,,,,0
816,,,,,,0
817,,,,,,0
818,,,,,,0
819,,,,,,0
820,,,,,,0
821,,,,,,0
822,,,,,,0
823,,,,,,0
824,,,,,,0
825,,,,,,0
826,,,,,,0
827,,,,,,0
828,,,,,,0
829,,,,,,0
830,,,,,,0
831,,,,,,0
832,,,,,,0
833,,,,,,0
834,,,,,,0
835,,,,,,0
836,,,,,,0
837,,,,,,0
838,,,,,,0
839,,,,,,0
840,,,,,,0
841,,,,,,0
842,,,,,,0
843,,,,,,0
844,,,,,,0
845,,,,,,0
846,,,,,,0
847,,,,,,0
848,,,,,,0
849,,,,,,0
850,,,,,,0
851,,,,,,0
852,,,,,,0
853,,,,,,0
854,,,,,,0
855,,,,,,0
856,,,,,,0
857,,,,,,0
858,,,,,,0
859,,,,,,0
860,,,,,,0
861,,,,,,0
862,,,,,,0
863,,,,,,0
864,,,,,,0
865,,,,,,0
866,,,,,,0
867,,,,,,0
868,,,,,,0
869,,,,,,0
870,,,,,,0
871,,,,,,0
872,,,,,,0
873,,,,,,0
874,,,,,,0
875,,,,,,0
876,,,,,,0
877,,,,,,0
878,,,,,,0
879,,,,,,0
880,,,,,,0
881,,,,,,0
882,,,,,,0
883,,,,,,0
884,,,,,,0
885,,,,,,0
886,,,,,,0
887,,,,,,0
888,,,,,,0
889,,,,,,0
890,,,,,,0
891,,,,,,0
892,,,,,,0
893,,,,,,0
894,,,,,,0
895,,,,,,0
896,,,,,,0
897,,,,,,0
898,,,,,,0
899,,,,,,0
900,,,,,,0
901,,,,,,0
902,,,,,,0
903,,,,,,0
904,,,,,,0
905,,,,,,0
906,,,,,,0
907,,,,,,0
908,,,,,,0
909,,,,,,0
910,,,,,,0
911,,,,,,0
912,,,,,,0
913,,,,,,0
914,,,,,,0
915,,,,,,0
916,,,,,,0
917,,,,,,0
918,,,,,,0
919,,,,,,0
920,,,,,,0
921,,,,,,0
922,,,,,,0
923,,,,,,0
924,,,,,,0
925,,,,,,0
926,,,,,,0
927,,,,,,0
928,,,,,,0
929,,,,,,0
930,,,,,,0
931,,,,,,0
932,,,,,,0
933,,,,,,0
934,,,,,,0
935,,,,,,0
936,,,,,,0
937,,,,,,0
938,,,,,,0
939,,,,,,0
940,,,,,,0
941,,,,,,0
942,,,,,,0
943,,,,,,0
944,,,,,,0
945,,,,,,0
946,,,,,,0
947,,,,,,0
948,,,,,,0
949,,,,,,0
950,,,,,,0
951,,,,,,0
952,,,,,,0
953,,,,,,0
954,,,,,,0
955,,,,,,0
956,,,,,,0
957,,,,,,0
958,,,,,,0
959,,,,,,0
960,,,,,,0
961,,,,,,0
962,,,,,,0
963,,,,,,0
964,,,,,,0
965,,,,,,0
966,,,,,,0
967,,,,,,0
968,,,,,,0
969,,,,,,0
970,,,,,,0
971,,,,,,0
972,,,,,,0
973,,,,,,0
974,,,,,,0
975,,,,,,0
976,,,,,,0
977,,,,,,0
978,,,,,,0
979,,,,,,0
980,,,,,,0
981,,,,,,0
982,,,,,,0
983,,,,,,0
984,,,,,,0
985,,,,,,0
986,,,,,,0
987,,,,,,0
988,,,,,,0
989,,,,,,0
990,,,,,,0
991,,,,,,0
992,,,,,,0
993,,,,,,0
994,,,,,,0
995,,,,,,0
996,,,,,,0
997,,,,,,0
998,,,,,,0
999,,,,,,0
1000,,,,,,0
1001,,,,,,0
1002,,,,,,0
1003,,,,,,0
1004,,,,,,0
1005,,,,,,0
1006,,,,,,0
1007,,,,,,0
1008,,,,,,0
1009,,,,,,0
1010,,,,,,0
1011,,,,,,0
1012,,,,,,0
1013,,,,,,0
1014,,,,,,0
1015,,,,,,0
1016,,,,,,0
1017,,,,,,0
1018,,,,,,0
1019,,,,,,0
1020,,,,,,0
1021,,,,,,0
1022,,,,,,0
1023,,,,,,0
1024,,,,,,0
1025,,,,,,0
1026,,,,,,0
1027,,,,,,0
1028,,,,,,0
1029,,,,,,0
1030,,,,,,0
1031,,,,,,0
1032,,,,,,0
1033,,,,,,0
1034,,,,,,0
1035,,,,,,0
1036,,,,,,0
1037,,,,,,0
1038,,,,,,0
1039,,,,,,0
1040,,,,,,0
1041,,,,,,0
1042,,,,,,0
1043,,,,,,0
1044,,,,,,0
1045,,,,,,0
1046,,,,,,0
1047,,,,,,0
1048,,,,,,0
1049,,,,,,0
1050,,,,,,0
1051,,,,,,0
1052,,,,,,0
1053,,,,,,0
1054,,,,,,0
1055,,,,,,0
1056,,,,,,0
1057,,,,,,0
1058,,,,,,0
1059,,,,,,0
1060,,,,,,0
1061,,,,,,0
1062,,,,,,0
1063,,,,,,0
1064,,,,,,0
1065,,,,,,0
1066,,,,,,0
1067,,,,,,0
1068,,,,,,0
1069,,,,,,0
1070,,,,,,0
1071,,,,,,0
1072,,,,,,0
1073,,,,,,0
1074,,,,,,0
1075,,,,,,0
1076,,,,,,0
1077,,,,,,0
1078,,,,,,0
1079,,,,,,0
1080,,,,,,0
1081,,,,,,0
1082,,,,,,0
1083,,,,,,0
1084,,,,,,0
1085,,,,,,0
1086,,,,,,0
1087,,,,,,0
1088,,,,,,0
1089,,,,,,0
1090,,,,,,0
1091,,,,,,0
1092,,,,,,0
1093,,,,,,0
1094,,,,,,0
1095,,,,,,0
1096,,,,,,0
1097,,,,,,0
