,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
139,B,A bit,,,,1
140,A,Yeah.,,,,1
141,A,"Uh, but, um, you were served by maitre d's and, and, uh, um, men waiters.",,,,1
142,B,"Yeah,",,,,1
143,B,"I, I won't really be interested in going to, in going there. Because, I feel like I'm, I'm paying, you know, five dollars for the food probably and five dollars for something that I could get along quite well without",,,,1
144,A,"Well, if you're looking for a nice,",,,,1
145,A,Uh-huh.,,,,1
146,A,"Well, I guess if you were having, if you were trying to impress somebody like taking somebody that you hadn't seen for a long time and wanted to show them a good restaurant. It's a special occasion, type thing.",,,,1
147,B,Yeah.,,,,1
148,B,"Maybe, maybe that.",,,,1
149,B,Yeah.,,,,1
150,A,Yeah.,,,,1
151,B,Yeah.,,,,1
152,B,"I could see that, then maybe.",,,,1
153,A,Uh-huh.,minor topic end,,,1
154,A,And now the Red Lobster I found is very nice at lunchtime.,minor topic start,,about Red lobster restaurant.,1
155,B,"Yeah,",,,,1
156,B,"I like the, the seafood that they, when they had it, you know, the broiled,",,,,1
157,A,"Because they're,",,,,1
158,A,"Well, they have lunch specials that",,,,1
159,A,"you can't, you can't beat that price, uh, if you went to a cafeteria.",,,,1
160,B,Yeah.,,,,1
161,B,Probably that's true.,,,,1
162,B,"But I know a lot of their, a lot of their specials sometimes are fried things, that you can't really get away from the fried,",,,,1
163,A,"Well, I had the, I had a broiled chicken breast",,,,1
164,A,and it was excellent.,,,,1
165,A,"It was a marinated, broiled chicken breast",,,,1
166,A,and it was,,,,1
167,B,Now why would you go to a seafood restaurant to eat chicken?,,,,1
168,A,"Oh, it was,",,,,1
169,B,That's one of my husband's pet peeves.,,,,1
170,B,"He doesn't understand why somebody would go to a seafood place and eat either chicken or steak, you know.",,,,1
171,A,"Well, I've never had catfish either in a restaurant because I'm from the north",,,,1
172,A,and that was a no no.,,,,1
173,B,"Oh, really?",,,,1
174,A,And I haven't gotten over that from the north.,,,,1
175,B,"Oh, catfish is wonderful.",minor topic end,major topic end,,1
176,A,"I know they say that, that is,",major topic start,,about how the fishes and chicken gets polluted and are eaten which is unhealthy .,0
177,B,"Oh, really.",,,,0
178,A,"but I'm, but they've got all these caution signs now on fish",,,,0
179,B,Really.,,,,0
180,A,and so I kind of stay,,,,0
181,B,Why?,,,,0
182,A,"Because of all the pollution in the lakes and the, everywhere. I mean there isn't any safe haven anymore for fish.",,,,0
183,B,Oh.,,,,0
184,B,Huh.,,,,0
185,A,"and especially, uh, in Wisconsin and Michigan they say, no, buying of our fish.",,,,0
186,B,"That's too bad, because I'm probably not going to stop eating it",,,,0
187,A,"I,",,,,0
188,A,"Well, yeah.",,,,0
189,A,"So I am,",,,,0
190,A,"and the, the best brand of chicken to buy is the, uh, Pilgrim Pride because they don't use all these hormones to remote , uh, unnatural growth in their products.",,,,0
191,B,Uh-huh.,,,,0
192,B,Yeah.,,,,0
193,A,"So I mean, we have to be on the lookout if we want to stay healthy.",,,,0
194,B,That's true.,,,,0
195,A,"So I'm, I, you know, I,",,,,0
196,B,"Oh, on one hand I see that",,,,0
197,B,"and on the other hand, uh, my older sister remembers when, uh, at one point they were taking radioactive wastes and storing them in tin barrels which I guess, had a half-life of, oh, five years if they sit empty on dry land.",minor topic start,,how radioactive waste polluttes the water bodies as told by B's elder sister,1
198,A,Uh-huh.,,,,1
199,A,Yeah.,,,,1
200,A,Corrode.,,,,1
201,A,Huh.,,,,1
202,B,So they're putting radioactive waste in it which reduces it dramatically.,,,,1
203,A,Uh-huh.,,,,1
204,B,And then they take these things that will rust,,,,1
205,B,and they throw them in the ocean which is going to speedup the process even more.,,,,1
206,A,"Well, I'd like to get ahold of some engineers and knock their heads together if it would do any good.",,,,1
207,B,Oh.,,,,1
208,B,And then they wouldn't think.,,,,1
209,B,They were floating around,,,,1
210,B,so they shot holes in them to sink them.,,,,1
211,A,"Oh, dear.",,,,1
212,B,And this is before I was born.,,,,1
213,A,Wow.,,,,1
214,B,"So, I mean we're taking thirty years ago, this happened,",,,,1
215,A,Sure.,,,,1
216,A,Yeah.,,,,1
217,B,"and, and who's, you know, the tuna is radioactive to a certain extent.",,,,1
218,A,That's right.,minor topic end,,,1
219,A,Everything we eat.,,,,0
220,A,"Everything, everything we eat should have a label on it",,,,0
221,B,You can't get away from it,,,,0
222,B,"so I think, To some point,",,,,0
223,A,Yeah.,,,,0
224,B,"yeah,",,,,0
225,B,"you know. So there's, you know, there's some things I think we can we, you know we can't avoid for health purposes and some things that we just need to like, you know,",,,,0
226,B,this is not in my control.,,,,0
227,A,"Well, you know,",,,,0
228,B,"So I'm either going to be, I'm either going to starve to death",,,,0
229,B,"or I'm going to get over it and just go ahead and eat as healthily as I possibly can, you know.",,,,0
230,A,"Well, Becky, you know, even if you lived off your own land, that you would have to put caution signs,",major topic end,,,0
