,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
157,B,"and, uh, that was kind of for them,",,,,2
158,B,"but they weren't as interested in it as we were, you know,",,,,2
159,B,"so, uh, that was a real,",,,,2
160,B,"I'd say probably for maybe fifteen years, we dabbled in that, you know,",,,,2
161,B,"we always had horses around,",,,,2
162,B,"and I really enjoyed that,",,,,2
163,A,"Oh, that's great,",,,,2
164,A,"sounds like you,",,,,2
165,B,and I was disappointed when I went to Texas.,,,,2
166,B,I didn't see that many of them.,,,,2
167,A,Horses?,,,,2
168,B,Yes,,,,2
169,A,"Yeah,",,,,2
170,A,you really don't.,,,,2
171,A,"Yeah,",,,,2
172,A,"the,",off topic end,,,2
173,A,"you have to look real hard to see a lot of things besides concrete, uh,",off topic start,,Dullness at Texas,2
174,B,"I know,",,,,2
175,B,"I know,",,,,2
176,B,it's true.,,,,2
177,A,there's buildings and concrete and a lot of people,,,,2
178,A,"and that's about it down here,",,,,2
179,A,"and so,",,,,2
180,B,Uh-huh.,,,,2
181,A,Yeah.,off topic end,major topic end,,2
182,A,"But, uh, that's great.",closing,,,0
183,A,"Well, sounds like you have a lot of nice hobbies there.",,,,0
184,B,"Yeah,",,,,0
185,B,"you too,",,,,0
186,B,you too.,,,,0
187,A,"Well, great,",,,,0
188,A,"well look, uh,",,,,0
189,A,"I know it's probably late for you,",,,,0
190,B,Okay.,,,,0
191,A,I enjoyed speaking with you,,,,0
192,B,Me too.,,,,0
193,A,have a good weekend.,,,,0
194,B,Okay.,,,,0
195,A,Bye-bye.,closing,,,0
196,B,"Bye, now.",,,,0
