,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
106,B,and they're all one hundred percent cotton,,,,0
107,B,and,,,,0
108,A,"Yes,",,,,0
109,A,"and they,",,,,0
110,A,you take them out of the drier,,,,0
111,A,and they're wadded up in a ball.,,,,0
112,B,"Yes,",,,,0
113,B,"yes,",,,,0
114,B,I know.,major topic end,,,0
115,A,Oh,major topic start,,Talking about iron boards,0
116,A,"I'm so glad to meet somebody that, that their iron board is their permanent fixture in their house.",,,,0
117,B,"It is, it is.",,,,0
118,A,"You know, I have very little furniture,",,,,0
119,A,but  my ironing board is part of my decor,,,,0
120,A,"so,",,,,0
121,B,"That's true,",,,,0
122,B,"and, and I've been looking at these, uh, uh, like in Home Depot where you can go and they've got, that ironing boards that will just flip right down off of the uh, uh, what, the, the, the door.",minor topic start,,Placing the iron board so that it's no longer an eyesore,1
123,A,Uh-huh.,,,,1
124,B,"And, uh,",,,,1
125,B,"and then you can actually have one where you can put it inside of a wall, you know, to have it,  permanently  attached,",,,,1
126,A,Uh-huh.,,,,1
127,B,and that's what I'm thinking I'm going to have to do because mine's sitting right out in front of my bedroom,,,,1
128,B,"and it's just, it's just an eyesore, I think,  with  all the,",,,,1
129,A,"Yeah,",,,,1
130,A,"well, yeah",,,,1
131,A,"it is, it is,",,,,1
132,A,"but it's like, uh, I just don't want to do it",,,,1
133,B,"Uh-uh,",,,,1
134,B,uh-uh.,,,,1
135,A,Yeah.,,,,1
136,B,No.,,,,1
137,B,"I've been thinking about putting the ironing board in the closet,  and,  and running, you know, a line in there for my iron so I could do it in there",,,,1
138,A,Uh-huh.,,,,1
139,B,and I wouldn't have to have that eyesore,,,,1
140,A,Yeah,,,,1
141,A,that's an idea.,,,,1
142,B,Yeah.,,,,1
143,A,Yeah.,,,,1
144,B,"So, I have a big closet.",,,,1
145,A,"Yeah,",,,,1
146,A,"I, you know,",,,,1
147,A,"if I have,",,,,1
148,A,"if I know I'm having somebody come over to the house and there's a possibility they might be going back into my room,  I  will put it away,",,,,1
149,B,Uh-huh.,,,,1
150,B,Yeah,minor topic end,,,1
151,A,"but I  iron our clothes as we go along,",minor topic start,,How ironing is a perpetual activity for them,1
152,B,Uh-huh.,,,,1
153,A,"so,  you know,",,,,1
154,B,"I no longer do that weekly thing,  because I  have so many,",,,,1
155,A,"Right,",,,,1
156,A,no.,,,,1
157,B,"and I'm like you,  I,  the night before or that day, I will iron whatever it is that we need",,,,1
158,A,Uh-huh.,,,,1
159,B,and that's it.,,,,1
160,A,Uh-huh.,,,,1
161,B,"Because it's too many,",,,,1
162,B,hundred percent cotton.,,,,1
163,A,Uh-huh.,,,,1
164,A,You can't iron it all,,,,1
165,A,"and,",,,,1
166,B,Uh-huh.,,,,1
167,A,Yeah.,minor topic end,,,1
168,A,"And then with my kids, they're always getting into, you know,",off topic start,,A talking about her kids making ruckus in choosing what to wear,2
169,A,"they can't decide what they want to wear so they,  change  their minds, you know, I know, I mean my oldest is only four,",,,,2
170,B,Uh-huh.,,,,2
171,A,"but she's still changes her mind two or three times,  before  she figures out what she's going to wear",,,,2
172,B,Right.,,,,2
173,A,"so,",,,,2
174,B,Right.,,,,2
175,B,"Oh, I know, I know.",,,,2
176,A,And then they never put anything back.,,,,2
177,B,"No,",,,,2
178,B,no,,,,2
179,B,of course not.,,,,2
180,B,"No,",,,,2
181,B,"that, uh, that would be too simple.",,,,2
182,A,Uh-huh.,,,,2
183,A,"Yeah,",,,,2
184,B,Absolutely not,,,,2
185,B,That's right.,,,,2
186,A,Our lot in life is to make her life miserable,,,,2
187,A,"so,",,,,2
188,B,"Uh-huh,",,,,2
189,B,"absolutely, absolutely.",,,,2
190,A,Uh.,,,,2
191,B,Oh.,,,,2
192,A,"Yeah,",off topic end,,,2
193,A,"well that's,",,,,0
194,A,"it's been good talking to you, to see somebody, hear somebody that does the same thing I do because I tell people what I do",,,,0
195,A,"and they just go, oh, how do you do that?",,,,0
196,A,"It's like, it's easy, you just do it, you know.",,,,0
197,B,That's right,,,,0
198,A,Uh-huh.,,,,0
199,B,"So, uh,",,,,0
200,B,"but, yeah,",,,,0
201,B,"I, uh, I know several of my girlfriends, though, we, uh, we all keep our ironing boards out and just, uh, an ever present thing in our household",minor topic start,,The importance of the iron board for everyone in the house,1
202,B,"so,",,,,1
203,A,"Yeah,",,,,1
204,A,yeah.,,,,1
205,A,"I don't think I'd know what to do if it wasn't there, you know.",,,,1
206,A,My husband wouldn't know where to hang his dirty clothes.,,,,1
207,B,There you go.,,,,1
208,A,You know.,,,,1
209,B,"Things that need to be mended,  things  that have to get ironed,",,,,1
210,A,Yeah.,,,,1
211,A,He wouldn't know where to put things,,,,1
212,A,"so,",,,,1
213,B,"Uh-huh,",,,,1
214,B,"uh-huh,",,,,1
215,B,uh-huh.,,,,1
216,B,That's true.,minor topic end,,,1
217,A,Yeah,,,,0
218,A,"so,",,,,0
219,B,"Oh, well, it was nice talking with you.",,,,0
220,A,"Oh, it was nice talking with you, too.",,,,0
221,B,"Okay,",,,,0
222,B,take care.,,,,0
223,A,Take care.,,,,0
224,A,Bye-bye.,,,,0
225,B,"Uh-huh,",,,,0
226,B,bye-bye.,major topic end,,,0
