,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
69,A,"but, and that can really help the team,",,,,1
70,A,"but they do that,",,,,1
71,A,they trade the nucleus of their power right now.,,,,1
72,B,"Yes, sir,",,,,1
73,B,it seems that way to me.,,,,1
74,B,"I, course I don't know any of the newer ones that they have",,,,1
75,B,"and I'm not well versed on their capabilities,",,,,1
76,B,but we really need to do something.,,,,1
77,A,"Well, you know, I feel like, uh, the best they can hope for this year is probably an opportunity to make the playoffs.",minor topic end,,,1
78,A,I like their coach.,minor topic start,,Talking about the Mavericks' coach,1
79,A,"I really like a lot,",,,,1
80,A,"and I just, I think he deserves a good break.",,,,1
81,A,I think he deserves a healthy team so they can really see what he can do for the club.,,,,1
82,A,"I think Donald Carter, the owner, I think with all he's invested, he deserves a a healthy team for one year and a good break also.",,,,1
83,B,I really.,,,,1
84,B,"Yes, sir.",minor topic end,,,1
85,A,"This thing with Roy Tarpley just upset everyone, I think. Fans, owners, management, everyone.",minor topic start,,"Talking about Roy, who left Mavericks",1
86,B,"And they have just done as much as they can for that man,",,,,1
87,B,"and he apparently can't straighten his act out,",,,,1
88,B,"so we need to, to build on something more positive than that.",,,,1
89,A,You bet.,,,,1
90,A,I think they're fools if they ever bring him back,,,,1
91,B,"Oh, I do, too.",,,,1
92,B,I certainly would agree to that.,,,,1
93,A,Hate to put it that way.,,,,1
94,A,I just would not believe him any more.,,,,1
95,B,"Well, it, um,",,,,1
96,B,"I mean, you can't give, anyone too many chances",,,,1
97,A,No.,,,,1
98,B,and I think he has gone over the limit.,,,,1
99,A,"There's an old saying you can, you can lead a horse to water",,,,1
100,A,but you can't make him drink.,,,,1
101,A,"So,",,,,1
102,B,That's right.,,,,1
103,A,And I think Tarpley's just a sad case.,,,,1
104,B,Well.,,,,1
105,A,"But to be making a, a million dollars a year, that's pretty sad.",,,,1
106,B,It is tragic.,,,,1
107,B,"I don't, um,",,,,1
108,B,"I mean, we're going to have to do something about all of these fabulous salaries they're paying to all of our athletes, I think.",,,,1
109,A,"Oh, I think you're right.",,,,1
110,A,Everything has been put out of perspective now.,,,,1
111,A,"You know, you take a, a young kid Roy Tarpley's age, I'd say he was twenty-one when he came into the league,",,,,1
112,A,"and now he's probably an old age of, uh, twenty-five or six and making all that money,",,,,1
113,B,"Yes, sir.",,,,1
114,A,"well, that's, uh, that's quite a, that's a little more of a challenge for a young man than they, they need at that point in their life, I think.",,,,1
115,B,I think you're right.,minor topic end,major topic end,,1
116,B,"I believe that one,",,,,0
117,B,so.,,,,0
118,A,"I think, you know, it's created by,",,,,0
