,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
160,A,"For the last many years I've more or less let them direct what I want to do,  and  where I want to go. And just kind of go with the punches.",,,,2
161,B,Uh-huh.,,,,2
162,B,Uh-huh.,,,,2
163,B,Sure.,,,,2
164,A,And now I feel lost.,,,,2
165,B,Uh-huh.,,,,2
166,B,"Yeah,",,,,2
167,B,"that's a,",,,,2
168,B,"it, it takes a bit of a shift doesn't it.",off topic end,,,2
169,A,"Oh, I had job offers.",,,,0
170,B,Uh-huh.,,,,0
171,A,"But, I never found the one that was worth it for me to leave.",,,,0
172,A,"And that,",,,,0
173,B,Uh-huh.,,,,0
174,B,"Well, the best thing about it is that you can, uh, try something",,,,0
175,B,"if you don't like it, shoot, move on to something else.",,,,0
176,B,"That's the way I would have looked at the whole thing here,",,,,0
177,B,"I'll take a chance,",,,,0
178,B,"if I don't like it, I'll go someplace else, do something different.",,,,0
179,A,"Oh so, had you been with T I long when you changed?",,,,0
180,B,Five years.,,,,0
181,B,Yeah.,,,,0
182,A,I've been with them sixteen.,,,,0
183,B,"Yeah,",,,,0
184,B,"I can imagine, you know, the longer and longer it goes,",,,,0
185,A,"Actually, seventeen now,",,,,0
186,A,"and, oh, yeah,",,,,0
187,A,"momentum is, uh, driving force in our lives.",,,,0
188,B,Uh-huh.,,,,0
189,A,"But so, yeah,",,,,0
190,A,"I'm looking as, as a opportunity.",,,,0
191,B,"Well, that's good,",,,,0
192,B,you've got a good attitude about it.,,,,0
193,A,"And, and I'm looking at it as a change.",,,,0
194,B,Uh-huh.,,,,0
195,A,"And I'm looking at it as, as an adventure.",,,,0
196,B,"Right,",,,,0
197,B,there you go.,,,,0
198,B,That's the way to do it.,,,,0
199,A,And maybe I'll wet a fly line this year and do some camping if I don't get laid off between now and then.,,,,0
200,B,"There you go,",,,,0
201,B,that's the thing to do.,,,,0
202,B,That's much funner than doing any kind of job.,major topic end,,,0
203,A,"Ha, how about we end this?",closing,,Direct statement asking to end the conversation,0
204,B,That will work out just fine.,,,,0
205,A,Nice talking to you.,,,,0
206,B,"All right,",,,,0
207,B,nice talking to you.,,,,0
208,A,Bye.,closing,,,0
209,B,Good-bye.,,,,0
