,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
76,A,"I mean, I think life is just music,",,,,0
77,A,"so, you know, you can hear it wherever you want",,,,0
78,A,"and, uh, and I've, I've kind of shied away from some of the new stuff because I just don't understand it.",,,,0
79,A,But maybe twenty years from now they'll look at it as classic rock and roll which I really like,,,,0
80,A,"so,",,,,0
81,B,"Well, it's just difficult for me to believe that anybody's ever going to make a, a record of the rap songs of the eighties.",off topic start,,persons opinions on rap music,2
82,A,"Yeah,",,,,2
83,A,"the greatest hits,",,,,2
84,A,"right,",,,,2
85,B,Yeah,,,,2
86,A,Yeah.,,,,2
87,A,"Yeah,",,,,2
88,A,"so, I mean, it, it, it'll, if it stands the test of time, we'll see.",,,,2
89,B,That's true.,,,,2
90,A,"And, uh, then it'll,",,,,2
91,A,"if it survives, then it'll just probably be one or two songs that sort of, hey listen what we listened to",,,,2
92,B,Yeah,off topic end,,,2
93,A,"Can you believe this sort of thing,",,,,0
94,A,"but, uh, you know, I, I think of,",minor topic start,,persons experiences with music when young,1
95,A,"I get real tickled when I listen to some of these old Beatle, uh, music, you know, the orchestration of it and that it's so popular still",,,,1
96,A,"and, and, uh, you know, all these rocks, rock stations call it classic soft rock, you know",,,,1
97,B,Right.,,,,1
98,A,But we used to listen to it full blast,,,,1
99,B,Of course.,,,,1
100,A,Yeah.,,,,1
101,A,"So, it's kind of funny the way we listened to the stuff,",,,,1
102,A,"but, I don't know.",minor topic end,,,1
103,A,"Well, you got any more?",,,,0
104,B,"Well, the big key is that, I think you've already stated, that all music is rooted in the classics",,,,0
105,B,and it has grown from there. this short.,major topic end,,,0
106,A,"Well, that's,",closing,,,0
107,A,"Okeydoke,",,,,0
108,A,"well, it was great.",,,,0
109,A,Yeah.,,,,0
110,A,"And we'll, uh, listen to some more music",,,,0
111,A,"and, uh, I'll look at some country.",,,,0
112,B,You bet.,,,,0
113,A,Okay.,,,,0
114,A,Bye-bye,closing,,,0
115,B,Bye-bye.,,,,0
