,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
39,B,"Yeah,",,,,1
40,B,I think that's right.,,,,1
41,A,Yeah.,minor topic end,,,1
42,A,"That would provide, uh, possibly some relief there to utilize some of the property taxes for other things, see.",,,,0
43,B,Yeah.,,,,0
44,A,"The so-called sin taxes on liquor and the cigarettes and such as that generate a considerable amount,",minor topic start,,talking abou the sin tax on cigarettes and liquor,1
45,A,but I eventually I think you may tax people out of smoking even.,,,,1
46,B,"I, I don't, I don't know about that,",,,,1
47,B,"I, I,",,,,1
48,A,Yeah,,,,1
49,A,"Well, I quit ten years ago",,,,1
50,A,"so I,  I couldn't afford to start  again",minor topic end,,,1
51,B,I see.,,,,0
52,B,Okay.,,,,0
53,B,"No, uh,",,,,0
54,B,"Yeah,",,,,0
55,B,"well, that, that, that would be true.",,,,0
56,B,That would be true.,,,,0
57,B,"But,",,,,0
58,A,"I know, uh,",off topic start,,talking about his/her children's smoking addiction,2
59,A,my children would give up eating before they gave up their cigarettes I think.,,,,2
60,B,Huh.,off topic end,,,2
61,A,"But all the various taxing authorities that come through, I think the one tax I resent the most though is the additional sales tax for DART which is probably never going to be in existence in my lifetime.",minor topic start,,talking about the additional sales tax fo DART,1
62,B,"Yeah,",,,,1
63,B,"and, and even if it is, isn't going to, uh, uh, provide you with any, any services in that it's not doing to provide a route from your, your home to a business, for instance, you know.",minor topic end,,,1
64,A,"Well, this, this is a thing",,,,0
65,A,"I think it's like, uh, back east.",off topic start,,talking about establishing public transit systems in newfound cities,2
66,A,You had to start your public transportation when you started your cities.,,,,2
67,A,You can't come in afterward and really be successful or economical at it.,,,,2
68,A,"If we had been like a Chicago or a New York City or Philadelphia or someone like that,  and  had a public transportation system starting in the horse and buggy days and when land was cheap and, uh, construction costs were cheap, you could afford it.",,,,2
69,B,Yeah.,,,,2
70,B,Yeah.,,,,2
71,A,"But now,  digging  tunnels under Central Expressway and things like that becomes cost prohibitive.",,,,2
72,B,"And,",,,,2
73,B,"Yeah,",,,,2
74,B,"and the other thing is that when it, when it's, the public transportation is established that early on then, then the business, uh, business and residential patterns develop to take advantage of that.",off topic end,,,2
75,A,Absolutely.,,,,0
76,B,"Whereas in, in, uh, in Dallas here we've, we've got, uh, those patterns were well established before, before we really tried to, tried to do the DART.",off topic start,,talking about DART and how it compares to the other public transportation systems around the country,2
77,B,"And, uh, for instance all the, all the, the, uh, office buildings and stuff that are out here in, in, uh, north Dallas as opposed to downtown,",,,,2
78,B,"uh, to try to, to try to provide efficient transportation from everywhere around the, the metroplex to, to, uh, both those centers of, of business plus everything else that's scattered around here and there as opposed to having a concentrated business area. You know, like New York does,",,,,2
79,A,Yeah.,,,,2
80,B,yeah.,,,,2
81,A,"Yeah,",,,,2
82,A,just take like in Chicago where the people depend on the public transportation system to get them everywhere.,,,,2
83,B,Yeah.,,,,2
84,A,New York,,,,2
85,A,"and some,  people  don't even own a car and know how to drive a car.",off topic end,,,2
86,B,Yeah.,,,,0
87,B,"Right,",,,,0
88,B,right.,,,,0
89,A,"Someone made the analogy, uh, with Texans as being like the old cowboys and their horse.",off topic start,,discuss an analogy which talks of how Texans prefer travelling in their cars over the taking the public transit,2
90,A,An old cowboy would jump on his horse to go across the street.,,,,2
91,A,"Well, most Texans will jump in their car to drive across the street.",,,,2
92,B,Yeah.,,,,2
93,A,And I'm just as guilty as anyone else.,,,,2
94,B,"Oh, yeah.",,,,2
95,B,Yeah.,,,,2
96,A,"I drive to work every day by myself, uh, without even, even any thought of car pooling.",,,,2
97,B,"Yeah,",,,,2
98,B,right.,,,,2
99,A,"And, uh, most people are that way. Because they're used to not having public transportation.",off topic end,,,2
100,B,Yep.,,,,0
101,B,Yeah.,,,,0
102,A,"So, but I,  here  again I think I resented where they were collecting the sales tax for five years before they turned a spade of dirt. So and doing all these studies and the things",minor topic start,,talking about how the state wasted the tax payer's money while researching public transit,1
103,B,Yeah.,,,,1
104,B,Yeah.,,,,1
105,A,we saw about them traveling to San Francisco to see whether they wanted ten foot wide or twelve foot wide cars or something.,,,,1
106,A,"I felt that was a little, uh, wasteful use of the tax dollars that we were paying, you know.",minor topic end,major topic end,,1
107,B,A little bit much.,,,,0
108,B,"Oh, yeah.",,,,0
109,B,Yep.,,,,0
110,B,Yep.,,,,0
111,B,"Oh, the",,,,0
112,A,"Well, that's about all I can say at this time.",,,,0
113,B,"Yeah,",,,,0
114,B,"I I think so,",,,,0
115,B,"I think that will probably do it,",,,,0
116,B,so.,,,,0
117,A,"Okay,",,,,0
118,A,it's been real nice talking with you.,,,,0
119,B,Good enough.,,,,0
120,A,Bye.,,,,0
121,B,Bye.,closing,,,0
