,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
79,A,"table saw, scroll saw, band saw, lathe, routers,",,,,0
80,A,and about it.,,,,0
81,B,"Boy, it sounds like you're really into it.",,,,0
82,B,That is nice.,,,,0
83,A,"Yeah,",,,,0
84,A,it is.,,,,0
85,B,"Yeah,",,,,0
86,B,"I, I just have a scroll saw and a jig saw",minor topic start,,about tools B has for tole painting,1
87,B,and I am really anxious to get a band saw and a router,,,,1
88,A,"Yeah,",,,,1
89,A,the band saw is really nice.,,,,1
90,A,I have an Inca.,,,,1
91,A,I don't know if you've ever heard of those.,,,,1
92,B,Oh.,,,,1
93,A,But it's nice to have the right equipment.,,,,1
94,B,"Yeah,",,,,1
95,B,"that is, that makes it easier, doesn't it?",minor topic end,,,1
96,A,Uh-huh.,,,,0
97,B,"Well, have you sold any of your furniture",,,,0
98,B,"or just,",,,,0
99,A,Uh,,,,0
100,A,"not,",,,,0
101,A,"mostly I do like you do, give it away as gifts.",,,,0
102,B,Uh-huh.,,,,0
103,A,"But, Making my own furniture.",,,,0
104,B,Yeah.,,,,0
105,B,"Oh, that's interesting.",,,,0
106,B,"Do you, uh, did you take classes to learn how to do that?",,,,0
107,A,"Uh, just in junior high",,,,0
108,B,Uh-huh.,,,,0
109,A,"and then I just kept on through high school and then got my own equipment, kept up with that.",,,,0
110,B,"Oh, so yours is mostly just a hobby, too, then.",,,,0
111,A,Yeah.,,,,0
112,B,Oh.,,,,0
113,A,Yeah.,,,,0
114,B,"Well, that is interesting.",,,,0
115,B,"Oh, I would, I really would love to go take a class in woodworking and learn how to.",,,,0
116,B,"I don't know if I necessarily want to do furniture,",,,,0
117,B,"but mostly, uh, just do more,",,,,0
118,A,"Like the shelves and,",,,,0
119,B,"Uh-huh,",,,,0
120,B,the woodworking.,,,,0
121,A,For your tole painting.,,,,0
122,B,"Uh,",,,,0
123,B,Yeah,,,,0
124,B,"Yeah,",,,,0
125,B,"so, it's fun",off topic start,,about B being experience and A being a fresher at something that they are a part of (like a play),2
126,A,Good.,,,,2
127,A,Well I guess I'll let you go now.,,,,2
128,B,"Well, they come on,",,,,2
129,B,we're supposed to talk until they come on and tell us,,,,2
130,A,"Oh, they do?",,,,2
131,A,"Okay,",,,,2
132,A,so this is my first one.,,,,2
133,A,You're probably a veteran at this.,,,,2
134,B,Yeah.,,,,2
135,B,"Well, it has, it has been really fun.",,,,2
136,B,"I've enjoyed this. Uh,",,,,2
137,B,"like I say, I've made a couple of calls to Texas, and just talked to all different kinds of people",,,,2
138,A,Uh-huh.,,,,2
139,B,so I think you'll enjoy doing it.,,,,2
140,A,Yeah.,,,,2
141,B,It's fun.,,,,2
142,A,Sounds fun.,off topic end,,,2
143,A,Where do you buy your tole painting paints at around here?,,,,0
144,B,"Uh, you know, there's a shop in Roy that I really love.",,,,0
145,B,"Uh, and it's there by the, Copper Mill restaurant, used to be the Hayloft.",off topic start,,about the location of the shop,2
146,A,I am not,,,,2
147,A,"well, we live in Roy",,,,2
148,A,", but, we",,,,2
149,A,is it on nineteen hundred?,,,,2
150,B,Uh-huh.,,,,2
151,B,"Uh, let's see,",,,,2
152,B,I'm trying to think of the name.,,,,2
153,A,I know where fifty-six hundred south is.,,,,2
154,B,"Uh, I don't right off.",,,,2
155,A,Is that Ben Franklin then ?,,,,2
156,B,"Ben Franklin,",,,,2
157,B,okay.,off topic end,major topic end,,2
