,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
158,A,"it had such a bad press,",,,,0
159,A,I wasn't too .,,,,0
160,B,"Yeah,",,,,0
161,B,that's exactly what I was going to say.,,,,0
162,B,"I was amazed,",,,,0
163,B,"because I,",,,,0
164,B,"in the beginning when it was on, you know, on route coming out I heard mixed publicity kind of good and bad,",,,,0
165,A,Uh-huh.,,,,0
166,A,Right.,,,,0
167,B,"and then when it came out, all I heard was just, oh, how bad it was, that I didn't even want to get it.",,,,0
168,A,"Me, either.",,,,0
169,A,Do you know anyone that's read it?,,,,0
170,B,Huh-uh.,,,,0
171,A,"No,",,,,0
172,A,"I haven't heard of anybody that's read it, either.",,,,0
173,B,No.,,,,0
174,A,"I think it was on the best-seller list, though for a while.",,,,0
175,B,"Well it wouldn't surprise me,",major topic end,,,0
