,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
49,B,"basically my views, I guess they tend to be more economically oriented in that I just, you know, they come out with these figures that it costs fifty thousand dollars, taxpayer dollars a year to keep someone alive in jail when they're going to be there for life, they're never going to be rehabilitated.",minor topic end,,,1
50,A,Uh-huh.,,,,0
51,A,Right.,,,,0
52,A,Right.,,,,0
53,B,"I mean, I don't believe that the prison system that we have today does much towards rehabilitation to begin with",minor topic start,,questioning the prison system's effectivity,1
54,A,Right.,,,,1
55,B,"so to me I'm paying taxes, you know, twenty percent of my check or whatever to keep somebody alive who I, in my mind shouldn't be there in the first place and is never going to be a valuable or worthwhile part of society,",,,,1
56,A,Uh-huh.,,,,1
57,B,"so I, I'm all in favor of it.",,,,1
58,A,Uh-huh.,minor topic end,,,1
59,A,"Well, uh, do you, uh,",minor topic start,,Discussing if there are cases where capital punishment shouldn't be sentenced,1
60,A,"are there cases where you think that, that, uh, the capital, the capital punishment shouldn't be, uh, uh, sentenced?",,,,1
61,B,"Well, I, I really don't know on that question.",,,,1
62,B,"It just seems like,",,,,1
63,B,"for instance, the Jeffrey Dahlmer case. I mean, I don't really think that this person is going to ever be a worthwhile part of society.",,,,1
64,B,I hope the guy never gets back out on the streets,,,,1
65,A,Uh-huh.,,,,1
66,B,"and in that case, Wisconsin doesn't have a death penalty,",,,,1
67,B,so he's going to be sentenced to life imprisonment,,,,1
68,A,Right.,,,,1
69,B,"and I think that, that he should not be allowed to live,",,,,1
70,B,"but, you know, then you're kind of playing God which is never a good thing to do.",,,,1
71,A,"That's true,",,,,1
72,A,yeah.,,,,1
73,A,Right.,,,,1
74,B,"But cases where I think the death penalty should be withheld, uh, not really that I can think of.",,,,1
75,B,"I, I would, I would be in favor of the death penalty in things like, you know, murders, and like you said, repeat murders or serial killers",,,,1
76,A,Uh-huh.,,,,1
77,A,Uh-huh.,,,,1
78,B,"uh, I don't really agree with the, uh, death penalty for people like Noriega and such as that.",,,,1
79,B,"I think that they're, they're operating on a more,",,,,1
80,B,"I mean, I know that they're causing massive problems in society up here,",,,,1
81,B,"but I don't really think that, that it's, it's in our power to take these people from a sovereign state and say you don't deserve to live, because they're feeding our consumer needs.",minor topic end,,,1
82,A,Right.,,,,0
83,A,"Sure,",,,,0
84,A,"yeah,",,,,0
85,A,"I understand, I understand your point.",,,,0
86,A,Yeah.,,,,0
87,A,"Uh, of course, you know, with, uh, with, with Dahlmer now, uh, you, you realize that I think it's Ohio, uh, gets to try him next",off topic start,,Discussing Dahlmer's case,2
88,A,and they do have the death penalty.,,,,2
89,B,Uh-huh.,,,,2
90,B,Yeah.,,,,2
91,A,"Yeah,",,,,2
92,A,"so, uh, that was a curious case.",,,,2
93,A,I.,,,,2
94,B,"Yeah,",,,,2
95,B,that is very curious.,,,,2
96,A,"Uh, uh, something is sort of nightmarish to say the least.",,,,2
97,B,Yeah.,,,,2
98,B,"That's, that's right.",off topic end,,,2
99,A,"Uh, well, here in Texas we, uh,",off topic start,,Death sentence by leathal injection in Texas ,2
100,A,"I think even, even this last week, last week they had another, they, uh,",,,,2
101,A,"you know, they use their capital punishment by lethal injection, uh, uh,",off topic end,major topic end,,2
