,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
122,A,Sure.,,,,1
123,B,do you know what a fajita is?,,,,1
124,A,Yeah.,,,,1
125,A,"Yeah,",,,,1
126,B,Yeah.,,,,1
127,A,"I've been down to Texas a few times, and, uh, had, uh, the pleasure of their good Mexican, cuisine down there.",,,,1
128,B,Okay.,,,,1
129,B,Yes.,,,,1
130,B,"They have some delicious, delicious things,",,,,1
131,B,"and I, um,",,,,1
132,B,since I always make chicken burritos and just take chicken breasts,,,,1
133,A,Uh-huh.,,,,1
134,B,"and you boil them, maybe like four chicken breasts,",,,,1
135,B,and you boil them until they are cooked. Maybe like thirty minutes,,,,1
136,A,Uh-huh.,,,,1
137,B,"and then you debone them and, and kind of shred them up into the meat that has gotten cooled",,,,1
138,B,"and you take, um, little bit, maybe two tablespoons of butter and a in a big frying pan. And chop up some onion and put in oregano and salt,",minor topic end,major topic end,,1
