,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
149,B,"You don't even know who to payoff, huh?",,,,2
150,A,"I mean, somebody walks in the, a classroom",,,,2
151,A,"and you don't know what they're there for, you know, when they're coming, how long they're going to be,",,,,2
152,B,"Yeah,",,,,2
153,B,"oh, how funny.",,,,2
154,A,"you know, it's just there they are",,,,2
155,A,and they're writing the whole time,,,,2
156,B,No communication whatsoever.,,,,2
157,A,No.,,,,2
158,A,"I had them walk out of my class and not say their name anything,",,,,2
159,A,"and I finally just got to where I go, okay, I'm Debbie Moore, you know, may I ask who you are and what you are in my classroom for, you know.",,,,2
160,B,Yeah.,,,,2
161,A,"Because, you know, you never know where they are going what they'll report",,,,2
162,A,"or,",,,,2
163,B,I know.,,,,2
164,A,"and they'll tell you they've written something down,",,,,2
165,A,and you hope they're telling you the truth.,,,,2
166,B,And you never see it.,,,,2
167,A,No,,,,2
168,A,huh-uh.,,,,2
169,B,That's got to be frustrating.,,,,2
170,A,"Oh, it is.",off topic end,,,2
171,B,"How long you taught, taught in Dallas schools?",,,,0
172,A,"Uh, this is my eleventh year.",,,,0
173,B,"Ugh, that's about, uh, ten too many.",,,,0
174,A,"No,",,,,0
175,A,"actually it's,",,,,0
176,A,"now my job's good, much better than a lot, because I'm Chapter One,",,,,0
177,B,Yeah.,,,,0
178,B,Uh-huh.,,,,0
179,B,Yeah.,,,,0
180,A,"and all I do is teach reading all day long,",,,,0
181,B,Oh.,,,,0
182,A,and it's just ten children at a time.,,,,0
183,B,"Oh, well, that's not bad.",,,,0
184,A,No.,,,,0
185,A,"It's good,",,,,0
186,A,"and you've got a lot of federal money, too.",,,,0
187,B,But hasn't it changed a lot over the years?,,,,0
188,A,Teaching?,,,,0
189,B,Yeah.,,,,0
190,A,"Oh, yes.",,,,0
191,B,Or working in the system.,,,,0
192,A,"Yes,",,,,0
193,A,"when I first started teaching, I remember I went to my",off topic start,,comparing teaching in the past and present,2
194,A,"and I said, okay, I want to see a curriculum guide, you know,",,,,2
195,A,so I'll know what I'm suppose to teach,,,,2
196,A,"and they go, we don't have one.",,,,2
197,A,We don't even know where one is.,,,,2
198,B,"Oh, God",,,,2
199,A,"And so I go, okay, I mean, you just, you did what you wanted to do,",,,,2
200,B,How funny.,,,,2
201,A,"and now they tell you what to teach and how long and, you know, what day, what period.",,,,2
202,B,"Yeah,",,,,2
203,B,"you don't know which is, you don't know, which is worse.",,,,2
204,A,Yeah.,,,,2
205,A,"No,",,,,2
206,A,I know which is worse.,,,,2
207,B,"Yeah,",,,,2
208,B,I guess so.,,,,2
209,B,"Yeah,",,,,2
210,B,being told what to do is worse.,,,,2
211,A,Uh-huh.,off topic end,major topic end,,2
212,B,"So, how long are we suppose to talk for?",major topic start,,about A's experience talking to people,0
213,A,"Well, you can talk for ten minutes",,,,0
214,A,but you don't have to.,,,,0
215,B,"Oh, you can?",,,,0
216,A,"Yeah,",,,,0
217,A,"and no,",,,,0
218,A,"if you talk to ten then they come on and say, oh, you've extended your limit,",,,,0
219,A,and please say good-bye within the next five seconds.,,,,0
220,B,"Oh, I haven't ever talked that long.",,,,0
221,A,"Well, you know, I hadn't either till last night, I was talking to this retired administrator from Cleveland, Ohio,",,,,0
222,B,Uh-huh .,,,,0
223,A,"and we started talking about gangs, you know.",,,,0
224,B,He lives in Cleveland?,,,,0
225,A,Yeah.,,,,0
226,B,Wow.,,,,0
227,A,"And, everybody else that I've talked to has been right around here.",,,,0
228,B,Yeah.,,,,0
229,A,"But, she was real interesting.",,,,0
230,B,Huh.,,,,0
231,A,"And then tonight this woman called,",,,,0
232,A,have you taken any incoming calls?,,,,0
233,B,yours is my second one.,,,,0
234,A,Okay.,,,,0
235,A,"So hers was the first one I got, gotten",,,,0
236,A,"and, uh, and she was telling me all her problems, you know,",,,,0
237,A,and it went over ten minutes.,,,,0
238,B,"Did she, did she, did you all not talk about the topic at all?",,,,0
239,A,"Well, yeah,",,,,0
240,A,"we did,",,,,0
241,A,but the topic was boring I thought.,,,,0
242,B,Oh.,,,,0
243,A,"What would you serve, uh, if you were having a dinner party?",,,,0
244,B,"Oh, gosh, all the other,",,,,0
245,B,"the one I talked about the other night was good,",,,,0
246,B,"it was, um, about movies, you know, what have you seen at the movies lately and stuff like that.",,,,0
247,A,"Oh yeah,",,,,0
248,A,I could go on and on about that.,,,,0
249,B,"Me, too, because we go all the time,",,,,0
250,B,"the guy I was talking to never goes,",,,,0
251,B,"he was, boy it sounds like your really up on this.",,,,0
252,B,"I said, I see at least two a week",,,,0
253,A,"Ugh, neat.",,,,0
254,B,"So, that was real good to talk about that.",,,,0
255,B,"Have you seen like, uh, SILENCE OF THE LAMBS?",minor topic start,,talking about movies,1
256,A,No.,,,,1
257,B,You've got to go see that.,,,,1
258,A,"The last one I saw was DANCES OF THE, WITH THE WOLVES, WOLVES.",,,,1
259,B,"Yeah,",,,,1
260,B,we talked about that one too.,,,,1
261,B,"And he, he said he didn't think it should have gotten all those awards, he thought it was too long",,,,1
262,B,"but I,",,,,1
263,A,"Oh, I enjoyed it.",,,,1
264,B,"I did, too.",,,,1
265,A,"I mean, it was just more for my money.",,,,1
266,B,Yeah.,,,,1
267,B,I didn't think it was too long at all.,,,,1
268,B,"Uh, he said after about the first hour he started looking at his watch.",,,,1
269,A,Huh.,,,,1
270,B,The other one you need to go see is SLEEPING WITH THE ENEMY.,,,,1
271,A,Uh-huh.,,,,1
272,B,"And, how old are your kids?",,,,1
273,A,One is eight,,,,1
274,A,and one is eleven.,,,,1
275,B,You probably don't want to take them to see SILENCE OF THE LAMBS.,,,,1
276,B,"It's, it's not, it's not too cool for kids.",,,,1
277,A,They usually pick their own.,,,,1
278,B,I bet they do.,,,,1
279,A,"You know, they've got it all figured out.",,,,1
280,B,"Yeah,",,,,1
281,B,they want to see all the horror movies.,,,,1
282,A,"Well, and Ninja Turtles.",,,,1
283,B,"Yeah,",,,,1
284,B,"Ninja Turtles, got to have those.",,,,1
285,A,But most of the time really we watch them on the video.,,,,1
286,B,"Oh, yeah,",,,,1
287,B,you,,,,1
288,B,"that's,",,,,1
289,A,Don't you?,,,,1
290,A,Just massive rental.,,,,1
291,B,"well heck, that's a lot cheaper then, uh, taking them out to the show.",,,,1
292,A,"Going to,",,,,1
293,A,I know.,,,,1
294,B,Especially if you get them for a couple of nights you don't have to watch them all in one one time.,,,,1
295,A,"That's what we do, especially when it's bad weather, man, just, plug it in.",,,,1
296,B,Yeah.,,,,1
297,B,"Of course, you have to get there early if you want to get anything, decent.",,,,1
298,A,I know in,,,,1
299,A,It's good when you go to Tom Thumb though,,,,1
300,A,and they're cheap,,,,1
301,A,and nobody has got them yet.,,,,1
302,B,That's true.,,,,1
303,A,Unbelievable,,,,1
304,B,That's true.,,,,1
305,B,"We saw, um, HEROES HAVE ALWAYS BEEN COWBOYS, tonight.",,,,1
306,A,Uh-huh.,,,,1
307,B,"It was okay,",,,,1
308,B,"it was kind of slow,",,,,1
309,B,"and I felt like it kind of got chopped off at the end, you know.",,,,1
310,B,"It just, it,",,,,1
311,B,"I don't know,",,,,1
312,B,"it one of those movies it's not going to be around long,",,,,1
313,B,it will be a dollar movie in no time.,minor topic end,,,1
314,A,Do you read?,minor topic start,,talking about books,1
315,B,"Not very much,",,,,1
316,B,no.,,,,1
317,A,No?,,,,1
318,B,I don't have the patience to read,,,,1
319,A,See I do that to make myself go to sleep at night.,,,,1
320,B,Yeah.,,,,1
321,B,"Oh, my Mom and Dad read all the time.",,,,1
322,A,"You saw FIELD OF DREAMS, right, a long time ago?",,,,1
323,B,"Yeah,",,,,1
324,B,sure did.,,,,1
325,A,"Well, I was reading the book,",,,,1
326,A,and it's called SHOELESS JOE.,,,,1
327,B,"Oh, really?",,,,1
328,A,It was so wonderful.,,,,1
329,A,"And then I was, um, I decided, well, I like this author,",,,,1
330,A,"so I got a, uh, book of his short stories,",,,,1
331,A,and that's been real good.,,,,1
332,B,"Who is the, is the author?",,,,1
333,A,"Don't, don't ask me",,,,1
334,B,Oh,,,,1
335,A,The GHOST OF SHOELESS JOE was the name of the book.,,,,1
336,B,Shoeless Joe.,,,,1
337,B,Was it like the movie?,,,,1
338,A,"Yes,",,,,1
339,B,Okay.,,,,1
340,A,"quite a, quite a bit.",,,,1
341,A,"But, you know, in the movie the guy was black,",,,,1
342,B,Right.,,,,1
343,A,"he wasn't in the book,",,,,1
344,B,Huh.,,,,1
345,A,that's one difference.,,,,1
346,A,There really wasn't a lot of difference.,,,,1
347,B,"I didn't,",,,,1
348,B,see I never even heard that there was a book tied in with that movie.,,,,1
349,B,That's interesting.,,,,1
350,B,"That was a good movie, too.",minor topic end,major topic end,,1
351,A,"Well, do you think we covered baseball?",closing,,,0
352,B,I think so,,,,0
353,A,"Okay,",,,,0
354,A,"well, have a good night.",,,,0
