,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
59,B,"Well, the thing that I'm wondering about is how we get a new congress.",off topic start,,person starts talking about opinions and suggestions on congress ,2
60,B,"How do we get some of these guys that have been in there for so long,",,,,2
61,B,how do we get them to not get reelected over and over again.,,,,2
62,A,"Well, I have an easy answer for that, oh, I wish they would do it, is that limit it, you know, to eight or ten years max.",,,,2
63,B,Yeah.,,,,2
64,A,"You know, whether that's two five year terms or whatever.",,,,2
65,B,I,,,,2
66,B,yeah.,,,,2
67,B,Yeah.,,,,2
68,B,"That may be our only answer,",,,,2
69,B,but I don't really like it.,,,,2
70,B,I don't like the fact that the President is limited in the number of terms he can serve.,,,,2
71,A,"Oh, you know, you're not.",,,,2
72,B,"I think if the President, be him Republican or Democrat,",,,,2
73,B,"I think if the President can prove that he's popular, you know, that he can do the job then the people should be allowed to elect him as often as they want.",,,,2
74,A,Yeah.,off topic end,,,2
75,B,I think the reason why we've got these guys in Congress is because of the fund raising rules.,,,,0
76,B,"I mean, how many of these big campaign contributions that they're running on this year, did they get after they were elected, just, you know, just after they were elected two years ago.",off topic start,,person talks about lobbying and campaigning,2
77,A,Yeah.,,,,2
78,B,"Basically the people,",,,,2
79,B,"as soon as they get elected, the people dump all kinds of money on them and say, Yeah, yeah, you're my friend,",,,,2
80,B,"you're my friend,",,,,2
81,B,and two years later he remembers that.,,,,2
82,B,And what they done is they've bought this congressman for two years.,,,,2
83,A,"Yeah,",,,,2
84,A,"I don't know,",,,,2
85,A,"I do like the limitation of the President,",,,,2
86,A,and I think there is a needed change.,,,,2
87,A,I think the same thing should happen for Congress.,,,,2
88,A,"I, I'd you know,",,,,2
89,A,that would be my answer of an easy way to get these guys out of there for twenty years.,,,,2
90,B,"Yeah,",,,,2
91,B,well.,,,,2
92,A,"My God, it's ridiculous, you know.",,,,2
93,B,"That's, that's the easy way.",,,,2
94,B,I think the harder way out would be to make the guys that are in there and the guys who are trying to get in there run on more level ground,,,,2
95,A,We had.,,,,2
96,B,"That's what the financing rules and the, uh, the mailing rules and the size of the office staff and all that stuff.",off topic end,,,2
97,A,"I think voting is, is a I think I had one of the subject about voting, and, uh, voting apathy, or something like that,",minor topic start,,person starts talking about voting issues,1
98,A,"and I think that, uh, the voting rules need to be changed where you have a little more time.",,,,1
99,A,"I can't believe that a country our big votes for a President from seven o'clock in the morning til seven o'clock at night, you know.",,,,1
100,B,Yeah.,,,,1
101,A,"Of course they have absentee which is getting to be more, a lot easier,",,,,1
102,A,"and I, I vote as often on absentee as I can because it's so easy now.",,,,1
103,A,"But, I think, gee whiz, you could make it a couple days.",,,,1
104,A,"It's just, if you really want the majority of the people to vote then give them a couple of days.",,,,1
105,B,Yeah.,minor topic end,,,1
106,B,"Well, I think a lot more people could vote if they were somehow persuaded that it's something worth caring about.",,,,0
107,A,"Yeah,",,,,0
108,A,yeah.,,,,0
109,B,"You know, like, you know, the, the recent election about how the Dallas City Council should be made up, that election last December.",,,,0
110,A,Are you in Dallas?,off topic start,,persons place of origin,2
111,B,"Yeah,",,,,2
112,B,I'm in Dallas city limit.,,,,2
113,A,"Boy, I, I, I live in Arlington.",,,,2
114,A,I am so happy not to be part of Dallas when I see those folks there.,,,,2
115,B,Yeah.,,,,2
116,B,It's an ugly mess.,off topic end,,,2
117,A,"I mean, I don't know if you like the mayor,",minor topic start,,persons starting talking about elected officials,1
118,A,"but I think your mayor,",,,,1
119,A,"the city council,",,,,1
120,A,"the,",,,,1
121,A,"what is the woman's name whose, us, not the mayor but the, *typo should be who's",,,,1
122,B,The manager.,,,,1
123,A,"Yeah,",,,,1
124,A,the city manager.,,,,1
125,A,All of them need to be thrown out.,,,,1
126,A,"I mean, they're just awful, just awful.",,,,1
127,B,"Well, what get's me is this thing, it went down to defeat last December by how many votes, by just a few hundred votes.",,,,1
128,A,Uh-huh,,,,1
129,B,"And if it, if it had passed,",,,,1
130,B,"if these people had gotten out the vote, it would have passed",,,,1
131,B,and there'd be no more argument.,,,,1
132,B,But they're still fighting about it because of the way the election went last December.,minor topic end,,,1
133,A,I know.,,,,0
134,A,"It's so awful that politicians always spent consulting money. That we put them in office and then they go out and spend a couple hundreds of thousands of dollars to buy consultants,",off topic start,,persons views of financial matters of politicians,2
135,A,"and then they don't even do that recommendation, you know.",,,,2
136,B,"Uh-huh,",,,,2
137,B,yeah.,,,,2
138,A,"I mean, it's amazing the money that they spend once they get in.",,,,2
139,B,"But, but this is for, supposedly to benefit the minorities,",,,,2
140,B,and all the minorities had to do was go out and get a couple more hundred people to vote,,,,2
141,A,Well you're right there.,,,,2
142,B,and they would have had their way.,,,,2
143,A,You're right there.,,,,2
144,A,"Uh, uh, people are,",,,,2
145,A,"uh, uh, politics, uh,",,,,2
146,A,the voting is still not as much as you think in all kinds of issues really.,,,,2
147,B,"Yeah,",,,,2
148,B,it's pretty sad.,off topic end,,,2
149,A,"Yeah,",,,,0
150,A,it is.,,,,0
151,A,"Uh, hopefully people will get more involved.",,,,0
152,B,"My, my position is people who don't vote don't have any right to complain about the way the government's going.",minor topic start,,persons views on people who dont vote,1
153,A,"Oh, yeah,",,,,1
154,A,"but those are the ones that are complaining, I, I think, a lot.",,,,1
155,A,I see it here at T I.,,,,1
156,A,"The guys that don't take any interest in, and, and constantly on the negative of everything.",,,,1
157,B,Uh-huh.,,,,1
158,A,"And, uh, Is that right? Ooh.",,,,1
159,B,"And, and you ask them why they don't vote,",,,,1
160,B,"they say well they don't want their name on the, uh, jury duty list.",,,,1
161,B,"That, that's where they get the jury duty list, is from the voter registration.",,,,1
162,A,"Right,",,,,1
163,A,"you're right,",,,,1
164,A,you're right.,,,,1
165,A,"I think they could do more about, uh, voting.",minor topic end,,,1
166,B,I think they could.,,,,0
167,A,What are the issues?,minor topic start,,person talks about state of democratic party,1
168,A,"I, I'm a Democrat,",,,,1
169,A,I want to just say that I'm so sad that there isn't a strong Democrat.,,,,1
170,A,"I don't even know,",,,,1
171,A,I could go out and debate George Bush better than I see any Democrat doing it.,,,,1
172,B,Uh-huh.,,,,1
173,A,"You know, I mean, at least I'd like to see",,,,1
174,A,"because I like competition, you know.",,,,1
175,B,Yeah.,,,,1
176,A,"I think rolling over and put your belly up and play dead,",,,,1
177,A,"I'm so disgusted with the Democratic party,",,,,1
178,A,"I can not believe it, you know. *typo cannot",,,,1
179,B,"In Presidential races that's about what they've done,",,,,1
180,B,but they've got a pretty good lock on Congress and a lot of local things.,minor topic end,,,1
181,A,Yeah.,,,,0
182,A,"Yeah,",,,,0
183,A,"but I still think in the last ten years,",,,,0
184,A,"you know, of course that's not a recent event,",,,,0
185,A,"that's only my opinion,",,,,0
186,A,I guess I really shouldn't talk about that.,,,,0
187,A,"But, I don't know whether they're recent events.",major topic end,,,0
188,A,"I guess they on this, uh, speech thing, they want us to use a variety of words.",major topic start,,person talks about conversation experiment,0
189,B,Right.,,,,0
190,A,"How many times have you called, by the way?",,,,0
191,B,"Actually, I haven't made any calls,",,,,0
192,B,but I received about a dozen.,,,,0
193,A,"Oh, really, I, I, I,",,,,0
194,B,"I think, yeah, I have to make these,",minor topic start,,persons reasoning for talking on the phone,1
195,B,"but I get distracted and get to do something else,",,,,1
196,B,"and all of a sudden my phone rings,",,,,1
197,B,"and go, Well, what the heck, we'll talk for a while.",minor topic end,,,1
198,A,"Yeah,",,,,0
199,A,I've already got twelve cards.,minor topic start,,person starts talking about cards and malls,1
200,A,You get any cards in the mail?,,,,1
201,B,"Yeah,",,,,1
202,B,we got a whole bunch.,,,,1
203,B,I can't remember how many.,,,,1
204,A,"I don't know,",,,,1
205,A,"I'm amazed by,",minor topic end,,,1
206,A,"of course, we're not talking about politics,",,,,0
207,A,"but I am amazed by,",,,,0
208,A,people say they got thirty.,,,,0
209,A,"Well, I wonder why you need thirty renditions of the persons voice,",,,,0
210,A,but I'm not in voice synthesis.,,,,0
211,A,But I'd sure like to see a summary of it.,,,,0
212,A,"We'll get to politics, I'm sorry",,,,0
213,B,"Well, I think we've used up as much time as we're supposed to anyway.",,,,0
214,A,"Yeah,",,,,0
215,A,right.,,,,0
216,B,"We're supposed to do five minutes,",,,,0
217,B,and that was three minutes ago.,major topic end,,,0
218,A,Yeah.,,,,0
219,B,"Hey, well thanks for the call.",closing,,,0
220,A,"Yeah,",,,,0
221,A,bye-bye.,,,,0
222,B,"Yeah,",closing,,,0
223,B,bye.,,,,0
