,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
62,B,"I like, uh, home improvement shows like Bob Vela's, uh, HOME AGAIN on Saturday morning,",off topic start,,person starts talking about HOME AGAIN,2
63,A,"Right,",,,,2
64,A,yeah.,,,,2
65,B,"it's, I  notice it's like, it's like THIS OLD HOUSE,",,,,2
66,B,yeah,,,,2
67,B,"but it's, uh, it's on",,,,2
68,B,instead of being on P B S it's on regular T V.,,,,2
69,A,Oh.,,,,2
70,B,"But, it's, uh, it's kind of interesting because they renovate an old house",,,,2
71,B,"and,",,,,2
72,A,Uh-huh.,,,,2
73,A,"Yeah,",,,,2
74,A,"I have seen parts of that before,",,,,2
75,A,it is interesting.,,,,2
76,B,"Yeah,",,,,2
77,B,so I like to watch that,,,,2
78,B,"and uh, some, some things on P B S I like to watch",off topic end,,,2
79,B,"but, uh.",,,,0
80,A,Do you watch sports much on T V?,minor topic start,,persons sports consumption,1
81,B,"Yeah,",,,,1
82,B,"if it's if it's a team or something that I am really interested in I am not one to just watch a football game just, just to be watching it",,,,1
83,B,"or,  or  I am not a big basketball or baseball fan, if it, unless it's baseball, if it's some, if it's a team I really like, I may watch",,,,1
84,A,Yeah.,,,,1
85,B,"but, uh, baseball to me is a little hard to watch on T V,  for  an extended period.",,,,1
86,A,Yeah.,,,,1
87,A,It's slow.,,,,1
88,B,"Yeah,",,,,1
89,B,"it's so slow that you just get bored, you know,",,,,1
90,B,"I, I will switch between something else and, and a baseball game going back and forth, you know watching it.",,,,1
91,B,"But, I usually,",,,,1
92,B,"if, if, if it's a football team I really like, a college team or, or pro team that I am fond of, I usually will sit and watch that.",,,,1
93,B,"But, uh, that's the",,,,1
94,A,"Yeah,",,,,1
95,A,we are like that,,,,1
96,A,"and occasionally we will, like on, if we do not have anything to do or kind of bored and we just want to sit in the house or something,  we  will watch a little bit of a golf tournament.",,,,1
97,A,"But, uh,  you  can not take a whole lot of that either,",,,,1
98,B,Yeah.,,,,1
99,A,it's pretty slow.,,,,1
100,B,"Yeah,",,,,1
101,B,"it's kind of like,  like  baseball",,,,1
102,A,Yeah.,minor topic end,,,1
103,A,Do you,,,,0
104,A,"we went to the movies a lot on weekends and watch them at home, because there's just,  on  Friday and Saturday nights there's nothing good on",,,,0
105,A,"and,",,,,0
106,B,Right.,,,,0
107,B,I think that that's what more people are doing,,,,0
108,B,"and I think that's, you know,",,,,0
109,B,"as, as T V,",,,,0
110,B,"I think the less good shows being on T V has caused a lot of people to do, to do that, uh, you know, get more movies and watch.",off topic start,,persons rental movie consumption,2
111,A,Uh-huh.,,,,2
112,B,"I  know we, we have done that too in the past, uh,",,,,2
113,B,"we do not do it quite as much now, cause our baby will not let us watch them.",,,,2
114,A,Yeah.,,,,2
115,B,"But, uh, you know, we usually will, we used to rent, uh, two or three movies on a weekend and, and try to watch.",,,,2
116,A,Uh-huh.,off topic end,,,2
117,A,Do you have cable T V?,minor topic start,,persons access to cable TV,1
118,B,"No, uh,",,,,1
119,A,We do  not either.,,,,1
120,B,"we live in,",,,,1
121,A,I thought we were the only ones  who  did not have it.,,,,1
122,B,No.,,,,1
123,B,"No,",,,,1
124,B,"we, uh,",,,,1
125,B,"the, uh, development we moved into was,",,,,1
126,B,"they have it on one like right across the street from us,",,,,1
127,A,Uh-huh.,,,,1
128,B,"but  when they built our section they did not, did not put it in",,,,1
129,B,and we have been there about two years now.,,,,1
130,A,Gosh.,,,,1
131,B,"and  they are still, still do not have it",,,,1
132,B,"so  I  am hoping that, that soon they will, they will,",,,,1
133,A,Yeah.,,,,1
134,B,I have contacted them about this,,,,1
135,B,"and they say that well, it's, it's,",,,,1
136,B,"they look,",,,,1
137,B,"they, every year they look at, uh, different areas and try to determine where, where, uh, the most houses will be,",,,,1
138,A,Uh-huh.,,,,1
139,B,"and  so they, uh, they look",,,,1
140,B,"and they, when they, when we reach a certain number of people in that area they will put one in, put,  some  in, or they will at,  least  consider it,",,,,1
141,A,Huh.,,,,1
142,A,Yeah.,,,,1
143,B,so.,,,,1
144,A,Yeah.,,,,1
145,A,"Well, we had it for awhile",,,,1
146,A,and it just seemed like we never watched it,,,,1
147,A,"any we did not have the movie channels,",,,,1
148,A,"we just had all the normal ones,  that  come",,,,1
149,B,Yeah.,,,,1
150,A,"and we just never watched any of them,",,,,1
151,A,we kept a log for a month of every time we watched it,,,,1
152,A,"and it seemed like we did not watch even half an hour,",,,,1
153,B,Um. Yeah.,,,,1
154,A,so we  decided to just cancel it.,minor topic end,,,1
155,A,"It does improve the reception a little bit though,",,,,0
156,A,that's the only thing.,,,,0
157,B,Yeah.,,,,0
158,B,"I have, I put some, put in some, uh, an antenna, a really good antenna",off topic start,,persons opinion on cancelled cable subscription,2
159,B,"and, uh, it's really helped, you know, ours",,,,2
160,B,and it's not been too bad.,,,,2
161,B,"I have not really missed it that much,",,,,2
162,B,"there's certain things that I have, that I want to see, you know, occasionally, like a football game, a college game or something that happens to be on cable, or some old movie,",,,,2
163,B,"but the, uh,",,,,2
164,B,"I, I have not been bothered by it too much.",,,,2
165,A,Yeah.,,,,2
166,B,"So,",off topic end,,,2
167,A,"Well, I can not, uh, think of too much else to say. *typo cannot? Since we are not big watchers.",major topic end,,,0
168,B,Right.,closing,,,0
169,B,Okay.,,,,0
170,A,"Well, it was nice talking to you.",,,,0
171,B,"Alright,",,,,0
172,B,bye.,closing,,,0
173,A,Bye.,,,,0
