Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"and it's so simple, because I can pop it in when I come in the door, you know, and then, uh, go about my business,",,,
A,"and by the time I've got everything else ready, the chicken's chicken's done.",,,
B,"Is done,",,,
B,right.,,,
A,So that's a real easy thing for me.,,,
B,"Yeah,",,,
B,"that sounds good, too.",,,
A,Uh-huh.,,,
B,"I've got a, um, a great recipe for cheese cake.",,,
A,"Oh, really.",,,
B,"I don't know if you get SOUTHERN LIVING,",,,
B,but,,,
A,"No,",,,
A,"I don't,",,,
A,"my mom gets that,",,,
A,"but,",,,
B,"they have one,",,,
B,"if you like to cook, they have,",,,
B,every recipe I've tried out of that has been a really good one,,,
A,Really.,,,
B,"and, um, you know, every month they've got all different kinds of recipes,",,,
B,"but, I got one in there about a year or so ago on cheese cake,",,,
B,"and it's just a regular cheese cake,",,,
B,"and then you can put raspberry, uh, topping on it",,,
A,Uh-huh.,,,
B,"but inside the cheese cake, uh, recipe you put, um, lemon peel and orange peel",,,
A,Um.,,,
B,"and it's just enough to taste it, you know, when, when, when you're eating the cheese cake,",,,
B,"and it is wonderful,",,,
B,"but it takes a long time, because you have to cook it for forty-five minutes, and then you turn the oven off, and you leave it in the oven for another forty-five minutes and then you open up the oven door and leave it in for another forty-five minutes and then you're supposed to, um, I think, chill it to room temperature",,,
A,Um.,,,
A,"Oh, my goodness.",,,
A,Uh-huh.,,,
B,"so sometimes I'll do that overnight, and then put the topping on the next day,",,,
B,"but it's, it's very good.",,,
A,"Well, I love cheese cake.",,,
A,"I have never been, I don't know, the ones",,,
A,I have made I have not done that well with.,,,
B,Uh-huh.,,,
A,"I like a baked cheese cake, you know,",,,
A,"I don't,",,,
A,"I have had a recipe that someone has given me that it's kind of like you just mix cream cheese and stuff and refrigerate it, you know",,,
B,Right.,,,
B,Yeah.,,,
A,"but that's not the same as a, a New York style cheese cake.",,,
B,No,,,
B,it's not.,,,
A,"And, uh, the recipes that I've used,",,,
A,"everybody will say, Oh, this is real simple,",,,
A,"and then I make it,",,,
A,"and it's, it's really not very good",,,
B,Right.,,,
A,but yours sounds good.,,,
A,I bet that lemon and orange peel gives it a little bit of tartness.,,,
B,"It does,",,,
B,"and it, it, it is really good.",,,
A,"Um. Well, that sounds interesting,",,,
A,so there's your good dessert for your dinner party.,,,
B,Right,,,
A,Are you into serving wines with your dinner party?,,,
B,"Oh, sometimes,",,,
B,"but I mean, I'm not a wine connoisseur by any means.",,,
A,"Me, either.",,,
A,I wish I knew more about it.,,,
B,"I've been to, you know, some wine tastings up in Napa Valley",,,
A,Uh-huh.,,,
B,"but, um, you know, and I learned a little bit about them then,",,,
B,"but you know what would be fun, they have some of those classes you can take",,,
A,Uh-huh.,,,
A,"They would be, if you just had time to do it.",,,
B,"yeah,",,,
B,"and then there's places, um,",,,
B,do you live in Dallas,,,
A,Uh-huh.,,,
B,"okay,",,,
B,"there's places here that, um, offer,",,,
B,"I think it's like once a month,",,,
B,"you can go and, to a particular restaurant or whatever,",,,
B,and you can kind of take a cooking class,,,
A,Uh-huh.,,,
B,"and then you get to eat everything afterwards,",,,
B,"and then they also go into the wines, you know to serve with, you know, different types of of meals and that kind of thing,",,,
A,"Well, how neat.",,,
A,Uh-huh.,,,
B,and it sounds like it's a lot of fun.,,,
B,"We have some friends who've done that,",,,
B,and they've really enjoyed it.,,,
A,"Um, well, I didn't even know they were offering that.",,,
A,"I guess I,",,,
B,"Yeah,",,,
B,this place is called like Medina's or Messina's Kitchen or something like that.,,,
A,Uh-huh.,,,
A,"Oh, well, I bet that would be a fun thing to do.",,,
B,"Yeah,",,,
B,"it, it sounds like, like it,",,,
