Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"she'll buy a lot of,  yeah, she'll buy a lot clothes, at the end of seasons, you know,  and,  uh, just have them for the next year.",,,
B,Uh-huh.,,,
A,"And she, you know, she finds all the outlets and all the discount places and, uh, buys clothes.",,,
A,"Uh, you know, when they were coming up, I, I didn't sew,",,,
A,"but now I've, I've learned how to sew,",,,
A,"so I'm, well I'm, I'm still learning how,",,,
A,but I'm and I'm getting much better at it,,,
A,"and I,  I'm going  to be able to make my own clothes.",,,
B,That's great.,,,
B,I wanted to take a sewing class at school,,,
B,"but I just haven't fit it into my schedule yet,",,,
B,"but that, I mean, that can really benefit.",,,
A,Right.,,,
B,"Um, that's something that I'd be very interested in, very interested in learning.",,,
A,"Right,",,,
A,"because clothes are are really expensive. You know,",,,
B,"Uh, they're outrageous!",,,
A,"uh, uh, a little simple shell, shell blouse, you know, that you can make for about, say ten dollars at, you know, at, at the most out of a decent fabric,  boy,  runs you like twenty something dollars in the store.",,,
B,Uh-huh.,,,
B,"Yeah it's,  it's marked up.",,,
A,"Just a  little shell to go under a suit, you know.",,,
B,"It is, it is really outrageous",,,
B,"but, uh, I mean like whenever I, I was growing up and all, my mom,",,,
B,"I never understood this then,",,,
B,"but I do now,",,,
B,"but she never would buy me like the new designer jeans that had come out that were thirty dollars,",,,
B,"or,  um,  or she wouldn't buy me the fifty dollar tennis shoes and stuff like that",,,
A,Uh-huh.,,,
B,and she always told me it was because I was still growing,,,
B,and she wasn't going to buy me something I was going to grow out of next week.,,,
A,"Right,",,,
A,especially to pay that kind of money for it.,,,
B,Yeah.,,,
A,"I  have a friend who, uh,",,,
A,"she had a, she had a a little boy",,,
A,"and, uh, she used to dress him out of Neiman Marcus.",,,
A,"I mean,  she dressed him,  uh, fabulously.",,,
B,Oh no,,,
A,"And then, seems like every time she turned around he was outgrowing stuff.",,,
B,Uh-huh.,,,
A,"And  she finally learned that you just can not do this, you know. *can not cannot",,,
A,"So now she finds the basement sales and, just like, you know, everybody else.",,,
B,That's the best way to shop.,,,
B,"I mean, I always thought my mom was being mean to me",,,
B,but I look back at it now,,,
B,"and my child is going to,",,,
B,"I mean, I'm going to raise mine the same way.",,,
A,Right.,,,
B,"Um, I don't know,",,,
B,"I just, they're just so outrageously priced,",,,
B,it's just incredible.,,,
A,"Yes,",,,
A,"and you,",,,
B,"I try to,  uh, always catch the sales.",,,
A,Right.,,,
B,Always,,,
A,"And, yeah,",,,
A,"and you just have to keep buying them, you know.",,,
A,"If you, if you, if you're not buying the most expensive clothes out there the, the quality is really not that great, you know, for the price that you pay.",,,
B,"Yeah,",,,
B,"it, it depends on, um,",,,
B,"yeah,",,,
B,"there's, there's always a reason why they're on sale",,,
A,Right.,,,
B,"So that, that has a lot to do with it.",,,
A,Right.,,,
B,"But, um,",,,
B,"well,",,,
A,"Like I bought, I bought the most beautiful uh, sweater from, uh, I believe it was Ross Dress For Less",,,
B,Uh.,,,
A,"And  it it was really pretty,",,,
A,"it was just, you know, it was just plain, a plain, uh, you know, round, uh, necked, uh, sweater.",,,
B,Uh-huh.,,,
A,"And it had, like, it was embellished around the, the top, you know,",,,
A,"it had, uh, leather, leather designs and, um, some other, other little things on it",,,
A,and I just thought it was so pretty,,,
A,"and I I got it at a real good price,",,,
A,I think maybe it was nine ninety-nine or something.,,,
B,"Oh, that's great.",,,
A,"And it was so pretty,",,,
A,"and after I wore it a couple of times I realized why, why it was,  it was  so cheap.",,,
B,"Uh, oh.",,,
A,"There was, in the middle of the back of it, there was,",,,
A,"it's like there,",,,
A,it had been slit,,,
A,"and they had like just sewed it back together,  right in  the middle of the back, you know,",,,
B,"Oh, no.",,,
A,"wasn't a seam or anything, you know.",,,
B,Uh-huh,,,
A,"And that's why it was so cheap, although, it's not, it's not really noticeable, like she was moving the uh, from the outside,",,,
A,"but, but still, it's, you know, it's really not, not, not a good quality.",,,
A,"And then I was told by somebody that works for J C Penney's that, uh, Ross, Ross is just one of those places that sell, sells seconds.",,,
B,The defect.,,,
A,"Yeah,",,,
A,"yeah,",,,
A,"um, they don't really buy the first quality,",,,
A,they buy the second.,,,
A,"And, uh, places like J C Penney's that they'll reject the seconds,",,,
A,they'll send them back every time.,,,
B,Uh-huh.,,,
A,"But  places like Ross Dress For Less and, uh, T J Max.",,,
B,"T J Max does that,",,,
A,Uh-huh.,,,
B,yeah,,,
B,we have a T J Max over here,,,
B,"and, um,",,,
