Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"I was, I was, I went thinking it'll be okay, not great,",,,
B,and then I actually came away thinking it was really pretty good.,,,
B,"So,",,,
A,"It's funny,",,,
A,"we've got a couple of movies out recently, GHOSTS and DEFENDING YOUR LIFE, that have to do with, uh, after life, I guess.",,,
B,Yeah.,,,
A,"And it kind of makes you wonder,",,,
A,"I'm also, besides working at T I, I'm a graduate student at North Texas and working on master's in communication.",,,
A,"It's the behavioral science part of communication,",,,
A,"and I think about these things and people trying to define their own world view,",,,
A,"and, uh what exactly do we, you know, do we see about this world,",,,
B,Um.,,,
A,or why are we so fascinated with the other world.,,,
A,Is it supposed to be better?,,,
B,"The other world,",,,
B,yeah.,,,
A,Sometimes I think we think it is.,,,
A,We like those things that way.,,,
B,"Um, I'm, I'm sure that it seems like,",,,
B,"it certainly would, would explain the preoccupation with ,",,,
B,but I suspect it's always been a preoccupation with that sort of things.,,,
A,"Well, it has.",,,
A,"All the way through history, there's, I guess,",,,
A,if you want to call its mysticism or the occult or whatever. It's always fascinated.,,,
A,"I guess because we don't know,",,,
A,and there's no real way of finding out.,,,
B,"Right,",,,
B,well.,,,
A,There's only one way of finding it.,,,
B,"Well did you ever see, um, FLATLINERS.",,,
A,"No,",,,
A,"I did, uh, did not.",,,
A,"The girl next to me saw it,",,,
A,and she really liked it.,,,
B,"That's, that's, that's probably one of those ones that, you know,",,,
B,"it's on video now, I think.",,,
A,"Yeah,",,,
A,it is.,,,
B,"Probably, probably worth seeing on video.",,,
B,"Actually we really enjoyed it,",,,
B,but it was also right along the same lines.,,,
B,"I mean they, they would go ahead and kill themselves for three or four minutes to see what happens.",,,
A,Yeah.,,,
A,"Yeah,",,,
A,"they said, she said that this was almost believable",,,
A,that could really happen.,,,
A,"You know, you get the medical profession doing these kinds of things,",,,
A,and you never know.,,,
B,"Almost,",,,
B,"yeah,",,,
B,"I, I, it's a little far fetched to, find a bunch of medical students doing it,",,,
B,"but but, it was, um, it was, it was odd enough, you know,",,,
A,Yeah.,,,
B,and they didn't just sort of make it silly.,,,
B,"It was, you know, it was done fairly well, I think.",,,
B,"So. Actually, I actually enjoyed that as well.",,,
A,Yeah.,,,
A,I like it when they will do something and not get too silly.,,,
A,"I've been disappointed in some movies that, they don't know how to end it, it seems like,",,,
A,so then they get crazy,,,
A,"and, and it doesn't end like the story has been going.",,,
B,The story sort of keeps going and going.,,,
A,Well I guess that covers our topic.,,,
B,"Yeah,",,,
B,great.,,,
B,"Well, it was, nice talking to you.",,,
A,Nice talking to you.,,,
A,Bye.,,,
B,Bye-bye.,,,
