Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,but at least it was a B B gun not a twenty-two or a four ten or something,,,
B,"so,",,,
A,"I remember I had an old uncle up by Tulsa, Oklahoma that took me out and, uh, showed me.",,,
A,"This was, it was not my, it was my mother's uncle,",,,
A,"this was a gentleman in his sixties,",,,
B,Um.,,,
A,"and he took me out with him and, uh, single shot twenty-two, and taught me how to shoot.",,,
B,Uh-huh.,,,
A,We went squirrel hunting,,,
A,"and, and, uh, he taught me how to shoot, uh, a old single shot twenty-two",,,
B,All right.,,,
A,"and, I was probably about twelve at the time,",,,
B,Uh-huh.,,,
A,and I thought that was the neatest thing,,,
A,"and, of course Uncle Sam took me out, took me hunting with him",,,
B,Yeah.,,,
A,and he let me shoot and showed me how.,,,
B,All right.,,,
B,I think there is a lot of responsibility on any of us gun owners to make sure that whoever is around us is at least safe and knows how to use one.,,,
A,Right.,,,
B,"You know, I don't want to get out there deer hunting and have some guy blow me away,",,,
B,so.,,,
A,"Oh, yeah.",,,
A,"Well that's about all I,",,,
A,we agreed pretty well on this I think.,,,
B,"Yeah,",,,
B,I think so.,,,
A,Okay.,,,
A,Well it's been real nice talking with you.,,,
B,"All right,",,,
B,have a good one.,,,
A,"Okay,",,,
A,bye.,,,
B,Bye-bye,,,
