Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,there wasn't cracks all over the dash board and stuff.,,,
B,Right.,,,
A,"And it had some, some nice features.",,,
A,"So I ended up okay with the Buick,",,,
B,Good.,,,
A,"and I anticipate the same thing with the Honda whenever I decide to sell it,",,,
A,"of course, I may never sell it",,,
B,Right.,,,
A,I may drive it until it's dead,,,
A,"but,",,,
B,Yeah.,,,
B,"That's what I did with the Mazda, drive it until the, until the clutch went out and the wheels fell off,",,,
A,Yeah.,,,
B,"so, probably what I'll do again.",,,
A,Yeah.,,,
B,But I really like the Hondas.,,,
B,I like foreign cars a lot.,,,
A,Uh-huh.,,,
A,"Well,",,,
B,I looked at the Mitsubishi Galant.,,,
B,"I was looking for a four door car having driven the R X Seven so long,",,,
A,Uh-huh.,,,
B,and it was so small,,,
B,and it's really impractical.,,,
B,"So, I wanted something with a real trunk, and four doors something easy to get in and out of",,,
B,and I looked at the Galant,,,
B,and those were really nice,,,
B,and I can get them for a great price.,,,
A,Yeah.,,,
B,"But I found it hard to deal with the, the dealership I was going through.",,,
A,Oh.,,,
B,"So, that's how I ended up with a Honda.",,,
A,I wasn't even looking for a car when I bought this car.,,,
A,"I, uh, I was thinking about buying a Prelude from a friend who was moving to New York or something",,,
A,so and she was going to sell her car because she didn't need it anymore,,,
A,and it was only like a year old,,,
A,"and I had never driven, uh, a Prelude.",,,
A,"So, I went to a dealership because they had like, uh, the same year and same model, of Prelude on their used car lot",,,
B,Right.,,,
A,and I went and I test drove it,,,
A,"and, you know, I just fell in love, with this brand new white Prelude, uh, you know, two liter S I with the sun roof and the moon roof",,,
B,"Oh, yeah.",,,
B,They're nice I think.,,,
A,"and I, bought it loaded.",,,
B,"Oh, yeah.",,,
B,"Oh, yeah.",,,
B,"I have to have them loaded,",,,
A,"Oh,",,,
B,"um, I love all those little things that you don't need",,,
B,but they're so wonderful.,,,
A,Yeah.,,,
A,I went there looking at a used car,,,
A,and two days later I bought this car.,,,
A,"I felt like, I felt like that was the worst impulse, that was, that was largest impulse that I, that I had ever made.",,,
A,"The the two, other things that I bought on impulse are a V C R and a washer and dryer.",,,
B,I understand.,,,
A,I go for the big stuff.,,,
B,Yeah.,,,
B,I noticed,,,
B,Mine was definitely not impulse,,,
B,I really needed a new car.,,,
B,"Mine was just, it was getting worn out I guess from being a sports car.",,,
B,"I drove it kind of hard,",,,
A,Oh.,,,
B,and I got it right after high school.,,,
B,"So, by the time I traded it in it was ready.",,,
A,Yeah.,,,
A,"I got, I got my Buick as a high school graduation gift.",,,
B,Did you?,,,
A,Yeah.,,,
A,"But I, I guess this wasn't really an impulse, I mean,",,,
A,"buying it right then and, you know, right quickly was kind of impulsive",,,
A,but I'd been thinking about buying a new car for about three years,,,
A,and I was just scared to.,,,
B,Right.,,,
A,I was scared to start taking on payments because the Buick was long since paid for.,,,
B,Right.,,,
B,That's the same with me.,,,
B,Would you ever buy a used car for a new car for yourself?,,,
A,"Buy a, you, buy a used car?",,,
B,"Like,",,,
B,Right.,,,
A,Sure.,,,
B,"I, I was going to buy one once",,,
B,"but I just, I worry about who's driven them and what they've been through and the warranties and things like that.",,,
A,Yeah.,,,
B,"Just, I can't seem to get over that.",,,
B,That just bothers me,,,
B,I don't know why.,,,
A,"Well, um, like on Hondas they,",,,
A,"supposedly, the maintenance records was supposed to be registered with Honda or whatever",,,
A,and you can request whatever maintenance records exist on cars,,,
A,and you can have them checked out by mechanics and stuff.,,,
B,"Yeah,",,,
B,that's true.,,,
A,I mean they can't stop you from doing it.,,,
B,Hoping that they do go to a Honda dealership to get them serviced.,,,
A,Yeah.,,,
B,Yeah.,,,
A,"Well, and even if they didn't, you can still get a good idea from a, if you can get a good mechanic to, check it over real carefully and check the block and everything.",,,
B,Yeah.,,,
B,That's true.,,,
A,So.,,,
B,"Well, I guess that's all.",,,
A,Okay.,,,
A,"Well, I enjoyed talking to you.",,,
B,I enjoyed talking to you.,,,
A,Bye-bye.,,,
B,Bye-bye.,,,
