Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Right.,,,
A,That would be pretty.,,,
B,"So, but usually I just opt for brownies and vanilla ice cream",,,
A,"We've been fixing something lately that, well",,,
A,"we've been cooking a lot of, turkey breasts. Because it's low fat.",,,
B,Uh-huh.,,,
B,"Yeah,",,,
B,it's just so much better for you.,,,
A,And I've been making a hot sandwich.,,,
A,"I toast a piece of whole wheat bread, and then put the turkey on it and then slices of the low fat Swiss cheese",,,
B,Uh-huh.,,,
A,"and then I make a little honey mustard dressing and put over it, and pop it in the microwave.",,,
B,Oh!,,,
B,That sounds great.,,,
A,It is delicious.,,,
A,I wouldn't mind serving that to anybody.,,,
B,"No,",,,
B,"and that's that's something that just, you know, it doesn't take a long time to fix,",,,
A,No.,,,
B,"it's really good,",,,
B,and it's really good for you.,,,
A,"Yeah,",,,
A,it's real quick.,,,
B,And we eat out a lot,,,
B,"and there are sometimes you just don't feel like eating out,",,,
A,Right.,,,
B,"and I wish I had something a little bit different, to just like she snaps her zap together.",,,
A,Uh-huh.,,,
A,Yeah.,,,
A,Well,,,
A,"mix up a little, uh, mayonnaise with some dijon mustard, and honey until it just,",,,
B,Uh-huh.,,,
A,I mix it until it just tastes good  to me.,,,
B,"I was  going to say, do you just mix it to taste?",,,
A,Uh-huh.,,,
B,Okay.,,,
A,"Yeah,",,,
A,and it's real good.,,,
A,And it keeps in the refrigerator.,,,
B,"How long, does it keep,",,,
B,"do you, well",,,
B,"you wouldn't  have to make,",,,
A,"Oh, it keeps  a long time.",,,
B,"Yeah,",,,
B,and you wouldn't have to mix that much together even.,,,
A,"No,",,,
A,"uh-huh,",,,
A,it keeps a long time.,,,
B,I'm sorry I keep coughing.,,,
B,I've had a bad cold.,,,
A,Oh.,,,
A,"And I put a little, um, oh, yogurt in it too.",,,
B,Plain?,,,
B,Plain yogurt?,,,
A,"If I,",,,
A,just plain  yogurt.,,,
A,It gives it a little tang.,,,
B,I'll bet that is really good.,,,
A,It makes a great sandwich.,,,
B,"Man,",,,
B,I'm going to have to think of that.,,,
B,"We're getting company tonight,",,,
A,"Oh, are you",,,
B,and I have been debating what to cook because one of my guests is a vegetarian.,,,
A,"Oh, yeah,",,,
A,that's kind of hard.,,,
B,"So, we're going to,",,,
B,"I think we'll try to do something a little bit,",,,
B,"we might try to, to, um, to grill some flounder or salmon steaks.",,,
A,They'll eat fish?,,,
B,Yeah.,,,
A,She'll eat fish.,,,
B,"And, I usually,",,,
B,when they come down I'll grill those and brush on a little lemon butter sauce,,,
A,Uh-huh.,,,
B,"and, um, definitely go with, it will have to be a rice dish lots of vegetables, to make up for the lack of meat.",,,
A,"Right,",,,
A,"uh-huh,",,,
A,that sounds good.,,,
A,Right.,,,
A,"I had a recipe from that, um, INTERNATIONAL COOKBOOK TWO, that's a great salad in summertime.",,,
A,"Do you, do you garden or not?",,,
B,No,,,
B,"we don't,",,,
B,our next door neighbors do,,,
B,"and some, a lot of times they'll give us something.",,,
A,Okay.,,,
A,it's just sliced tomatoes,,,
A,"and I put it on a glass plate because it looks real pretty. Sliced tomatoes and then green pepper strips, just over it, and some red onion slices, and just a little bit of, um, basil, and then a little Italian dressing over it.",,,
B,Yeah.,,,
B,Oh!,,,
B,Uh-huh.,,,
B,Uh-huh.,,,
B,Okay.,,,
A,And everybody loves it,,,
A,"and it's so easy,",,,
A,and it's delicious.,,,
B,"That's what I was just thinking,",,,
B,"it doesn't sound like it, it would be hard at all.",,,
A,"Huh-uh,",,,
A,it isn't.,,,
B,"where did you get,",,,
A,And you can put some  cucumber slices on too.,,,
B,where did you get this cook book?,,,
A,I got it at the Checkbook Store.,,,
B,Really!,,,
A,"And, it's got all these beautiful pictures, in there that are inspiring.",,,
A,"It's going to say, uh, edited by Charlotte Turgeon, editor of,",,,
A,"I'm not french, LaRoute, Gastro LaMink",,,
A,the creative cooking course.,,,
B,I'll might have to visit the State Book Store.,,,
A,"I'm trying to see who it's published by, Ottenheimer,",,,
A,I've never heard of it.,,,
B,I haven't either.,,,
A,This edition is published by Bonanza Books.,,,
B,Okay.,,,
A,It's a big book,,,
A,but it was not expensive.,,,
B,"Well, the ones that I've been, I've been wanting to get, um,",,,
B,"I guess you've seen the THREE HUNDRED SIXTY-FIVE WAYS TO COOK CHICKEN, and the THREE HUNDRED SIXTY-FIVE WAYS TO COOK PASTA,",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"I've been, I've been wanting to get those because we eat a lot of chicken,",,,
B,and we do eat a lot of pasta.,,,
A,Yeah,,,
B,"So, we, we just said the other night it wouldn't be too difficult to be, to do without red meat.",,,
A,That's right.,,,
A,I don't think it would.,,,
B,"You know, we don't have that much of it now.",,,
B,"As long as we have plenty of vegetables, and lots of chicken.",,,
A,Uh-huh.,,,
A,I stir fried some the other night though.,,,
A,"Some, uh, beef and broccoli strips,",,,
A,"it was good,",,,
A,but it didn't have much beef in it,,,
B,"Yeah,",,,
B,"I've got a, I've got a Wok that we don't use near as often as we used to.",,,
A,Uh-huh.,,,
B,"We used to stir fry a lot, especially, um, a lot of chicken and, and a lot of rice dishes.",,,
A,"Uh-huh,",,,
A,it just takes the time to cut everything up.,,,
B,Yeah.,,,
B,"But usually if I'm, if I'm, if I take a day off or on the weekend especially, I try to  cook,  real, real food.",,,
A,Cook.,,,
A,Uh-huh,,,
B,And at least cook a couple of dishes ahead.,,,
A,Right.,,,
B,So that we can have those to enjoy.,,,
A,Uh-huh.,,,
B,"So,",,,
A,"One of my daughters sent me a COLORADO COOK BOOK, put out by the Junior League of Denver.",,,
B,Uh-huh.,,,
A,Have you ever seen any put out by Junior Leagues?,,,
B,Yes.,,,
B,"Cause,  we have some,  some local ones.",,,
A,they are great.,,,
A,Uh-huh.,,,
B,"And we have a share alike column in the paper, where people, you know, write in and share recipes or write in and say I'm looking for this recipe,",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
A,Right.,,,
B,and that's where I get a lot of my recipes.,,,
A,Yeah.,,,
A,"They are good, usually good aren't they?",,,
B,Yes.,,,
B,"And I got, I got a real good one from a doctor's office one time.",,,
A,"Oh, is that right,",,,
A,what was that?,,,
B,"It's, uh, it's a baked bean recipe.",,,
A,Uh-huh,,,
B,"And, you mix baked beans and Lima beans",,,
B,"and, uh, let's see,  I guess,",,,
A,"You buy  the canned baked, canned baked beans?",,,
B,Yeah.,,,
B,"Just mix the canned beans together, and brown sugar and molasses and bake them in catsup, you know,",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"and, and you just bake it.",,,
B,"And it's just, it's like a, a spicier baked bean dish.",,,
A,"Oh, that sounds",,,
B,"And, you can add hamburger if you want, to give it  a little more body.",,,
A,Uh-huh.,,,
A,That sounds good.,,,
B,"So, I, I try to always keep my eyes open and because a lot of time you can find, find really good recipes where you wouldn't even think about it.",,,
A,Right,,,
B,"So, I try to always keep a little notebook in my purse.",,,
A,Uh-huh.,,,
A,"Jot them down, huh?",,,
B,"But, it's been,",,,
