Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"but so, you like food",,,
A,"and I just love the, the community of food.",,,
A,"I just, think it's neat.",,,
B,"Oh, sure I do too.",,,
B,Yeah.,,,
A,"I just love sharing meals and, and whatever you can do, you know, to do that.",,,
B,Right.,,,
A,"I don't think you have to be, you know, more than hamburgers and hot dogs out, in the backyard and the, and the coleslaw and potato salad.",,,
B,Right.,,,
B,Right.,,,
A,"But, but,",,,
B,Sure.,,,
B,"Well, my, um, daughter is graduating, uh, Sunday",,,
B,"and so we're having, a, uh, few people in Sunday afternoon.",,,
A,Oh.,,,
B,And I did a cop out on to it,,,
B,I'm buying cold cuts,,,
B,"Well, I have to, make a cake",,,
A,What are you providing ?,,,
B,and I have to make hors d'oeuvres,,,
B,and I have to make dessert,,,
B,"so, I figured for the main thing it's going to be sandwiches.",,,
A,Right.,,,
A,Right.,,,
A,There you go.,,,
B,"Uh, so, oh, I'm buying the little tiny rolls and so on.",,,
B,"But I can't do it, you know, working full-time",,,
B,"and, it's just too much.",,,
A,I know.,,,
A,"We're all not built like, uh, what, what, oh, Martha Stewart, you know.",,,
B,Those people that try to do everything.,,,
B,Yeah,,,
A,"We all aren't Martha Stewart and have our coordinated glasses and tablecloths and, and time to, you know,",,,
B,Ugh,,,
B,Wouldn't that be nice?,,,
A,Yeah.,,,
A,"Shot a video of the whole thing,",,,
A,I don't know .,,,
B,"Yeah,",,,
B,right.,,,
A,"But it's, it's really kind of a neat thing.",,,
A,I get a kick out of it.,,,
A,"I, I really do.",,,
A,"Everything, all parts of the food,",,,
A,"I mean I love to make things from scratch, you know. Making breads",,,
B,Uh-huh.,,,
B,Yeah.,,,
A,"and, and you know people really pretty much appreciate it.",,,
B,"Oh, they do.",,,
B,"it's very difficult to purchase, um, items that are as good as what you can make yourself.",,,
A,"Oh, I think so.",,,
B,"Um, in spite of, uh,",,,
B,"or if you, if you do buy it, it's extremely expensive.",,,
B,"In fact, uh, I just got back from a shopping trip to purchase the cold cuts",,,
B,"and I, I bought turkey and pastrami and, and barbecued ham at a, an Amish market near here.",,,
A,Oh.,,,
B,"And I've never been there before. And found that there's, uh, individual vendors",,,
A,Oh.,,,
B,and the foods are wonderful.,,,
B,"And one of the, uh, the, um, vendors had cakes. All sorts of wonderful cakes. Uh, they, fresh strawberry cheesecake now and, and so on.",,,
A,Oh.,,,
B,"And it's like thirteen fifty for a whole strawberry cheesecake. Um, which is really not such a bad price.",,,
B,"I decided I, I just couldn't quite make myself, um, buy it because I do make cheesecake",,,
B,"and somehow I didn't want to do that because it,",,,
A,There you go.,,,
B,"but I was very tempted because it looked wonderful,",,,
B,and they had black forest cherry cake and all those things.,,,
A,Oh.,,,
B,That but those are homemade.,,,
B,"They are not, um, commercial bakery made.",,,
B,"And in that they are made in their homes, um,",,,
B,"so it, it's kind of interesting, uh,",,,
B,it's out there if you want to pay the price,,,
B,"but,",,,
A,"Oh, it is.",,,
A,"I mean, we have bakeries around here that, you know, you, you just gain weight going by the door, you know, just like that.",,,
B,"Right,",,,
B,just smelling the air,,,
B,Yeah.,,,
A,"Right,",,,
A,but I don't know,,,
A,"I guess some of the best things I've ever had, um, I, some of them were just hors d'oeuvres, you know.",,,
B,Uh-huh.,,,
A,"Doing little hors d'oeuvre things that, I have a kick making that, I mean, you know",,,
B,Yeah.,,,
A,"I get off on strange little details of food, I guess.",,,
A,"But um, gee, we have so much going on here because you know this is Dallas,",,,
B,Yeah.,,,
A,"this is the southwest,",,,
A,"this is, you know, chips and Picante sauce and anything hot.",,,
B,Uh-huh.,,,
A,"You know you can always make it hotter, and, and lots of stuff like that, you know,",,,
B,Right.,,,
A,"so. That's, um, a really good party time, eating all that hot food",,,
B,Yeah.,,,
A,"and, and they just love it, you know, down here.",,,
A,"It just just, you know,",,,
B,"We like hot food too,",,,
B,so.,,,
A,"all the stuff that goes with that,",,,
A,so.,,,
B,Right.,,,
B,You don't sound like you're from Texas originally though.,,,
A,"Oh, I'm not.",,,
A,Thank you for noticing,,,
A,I'm from Chicago.,,,
B,"I thought, I thought, that there was a slight difference in accent.",,,
A,"And how I got,",,,
A,Really,,,
A,"and how, I got to Texas by way, of Virginia I'm, and everything is a long story.",,,
B,Right.,,,
A,"But,",,,
B,I'll bet.,,,
A,Yeah.,,,
B,"Did, um, do you have a favorite hors d'oeuvre recipe that's easy",,,
B,or is it always,,,
A,"Well, absolutely.",,,
A,"I,",,,
A,"in fact, it just came to mind, um,",,,
A,"and this,",,,
