Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"uh, especially today with the cost of college.",,,
A,"I mean that is a, a major, uh, consideration",,,
A,and I do feel fortunate that Texas has so many good schools.,,,
A,"And even though Baylor, uh,",,,
B,Yes.,,,
A,"and when you mentioned that, we, we have friends who have children there who just love it.",,,
A,And for a private school it is not as expensive as most are,,,
A,and it is a smaller size,,,
A,"and, uh, I do feel like there are a lot of options.",,,
A,"It's, it's,",,,
A,"but I had been hoping some schools I know give, uh, oh,",,,
A,"even this year, Jay had an aptitude test, uh,",,,
B,"What, what does,",,,
B,he hopes to be a writer.,,,
A,"Yes,",,,
A,"he thinks that's what he'd like to do,",,,
A,"but he's really strong in math and science, too,",,,
A,and we keep encouraging him to keep an open mind.,,,
B,Huh.,,,
A,Does your daughter know what she'd like to do?,,,
B,"Oh, she, she has, uh, you know, interests that are just, you know, going in all directions.",,,
A,Yeah.,,,
B,"Uh, what she talks about a lot is theater which I think is",,,
B,"okay Bethany, let's be real",,,
B,"Uh, she really is, is pretty unfocussed at this point.",,,
B,"And, I don't know,",,,
B,"she's taken a lot of French,",,,
B,and she may end up doing something with that.,,,
B,"And I am a single mom,",,,
B,"so I've been,",,,
B,and I made the mistake of dropping out of college to get married.,,,
B,So I'm trying to have my children not make the same mistake.,,,
B,"And I'm, you know, showing them if you're strong in math and science, kiddos, this is one area where women can make some decent money. You know.",,,
A,Yes.,,,
B,"I mean, I'm kind of really putting the practical application, you know, and, and saying, yet, do something that you enjoy.",,,
A,Uh-huh.,,,
B,"By all means, go get that piece of paper, you know.",,,
B,Do you just have one son?,,,
A,Yes.,,,
B,I see.,,,
B,"Well, it sounds like he's got some really, you know, good strong ideas of what he wants to do.",,,
A,"Well, he, but he has even,",,,
A,"now that he's in high school, uh,",,,
A,"and, of course, there's, there is still time,",,,
A,"but he's beginning to feel that, as much as he enjoys writing, he wonders if he can make a living at it.",,,
A,"You know, it's, the, it's,",,,
