Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,that's south of here?,,,
A,"Yeah,",,,
A,it's down at Mount Vernon.,,,
B,Okay.,,,
A,It's probably the prettiest lake in the state of Texas.,,,
B,Really?,,,
A,"Yeah,",,,
A,it's just a hundred miles from here.,,,
B,"Huh. What do you take, I Thirty-five?",,,
A,"No,",,,
A,"you go down I, uh, uh, you, uh, you go down, uh, yeah, thirty, thirty.",,,
B,Thirty.,,,
A,It's east of here.,,,
B,"Oh, okay.",,,
A,East of here.,,,
A,Hundred miles due east of here.,,,
B,All right.,,,
A,"And, uh,",,,
B,"Yeah,",,,
B,"it just we just moved down here a couple years ago,",,,
B,"so,",,,
A,Did you?,,,
A,Where did you all move from?,,,
B,Colorado Springs.,,,
A,"Oh, did you?",,,
B,Yeah.,,,
A,How are you liking it?,,,
B,"Oh, we love it up there",,,
A,"Well, good.",,,
B,That's where I grew up,,,
A,Yeah.,,,
B,"So,",,,
A,Uh-huh.,,,
B,"But, uh, we're, we like it down here pretty good.",,,
A,"Oh, I think you'll like it better,",,,
A,"but, of course it's hard when you don't have any family around.",,,
B,"Yeah,",,,
B,we got two kids that are under two,,,
A,Yeah.,,,
B,and it's kind of tough when my folks call and they want to see them,,,
A,Uh-huh.,,,
A,"Yes,",,,
A,"it's hard on the your folks, too,",,,
A,I know.,,,
A,"They're all, yours",,,
A,and your wife's folks still live in Colorado?,,,
B,Yeah.,,,
A,Uh-huh.,,,
B,"So,",,,
A,"Uh, there are supposed to be, uh, some people moving down here from Colorado Springs for T I.",,,
B,"Oh, really?",,,
A,"Yeah,",,,
A,supposed to be.,,,
B,"Yeah,",,,
B,"that's right. Uh,",,,
A,Do you work at T I?,,,
B,"I don't,",,,
B,no.,,,
A,Uh-huh.,,,
B,"Uh, a friend of mine's dad is, was a program manager up there",,,
A,Uh-huh.,,,
B,and he just moved down here to,,,
B,"what do you,",,,
B,"I guess it's,",,,
B,he's working in McKinney.,,,
A,Uh-huh.,,,
A,"Yeah,",,,
A,I don't either.,,,
A,My wife does,,,
B,Okay.,,,
A,"But, it's a good company.",,,
A,"But, anyway, we're supposed to be talking about boats,",,,
A,so back to boats.,,,
A,"So, tell me the last time you went for a boat ride.",,,
B,"Well, actually, I went, uh, canoeing down the Brazos this weekend.",,,
A,"Oh, my gosh, now that had to be, that's boating.",,,
A,That had to have been fun.,,,
B,"It was fun,",,,
B,it was fun.,,,
