Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Yeah,",,,
A,"I think if there's any major piece of advice I'd give, is to find a way of getting an education that doesn't incur that kind of debt.",,,
B,Yeah.,,,
A,"It's not,",,,
A,"I mean, I remember seeing an article one time about, you know, if the average person who spent that much money going to college just took the same amount of money and put it in a, a, in an investment fund, they'd be considerably wealthier than they would be from the job they'd get after college.",,,
B,Exactly.,,,
A,"So, it's, it's really kind of crazy.",,,
B,"It's, it's staggering when you think that, just here in central New York, is, uh,",,,
B,"Hamilton College is just a few miles south of, you know, maybe about twenty miles to the south from where I am",,,
A,Uh-huh.,,,
B,"and, uh, they're looking for twenty-two thousand dollars for tuition and room and board now.",,,
A,Really?,,,
B,A year.,,,
A,Huh.,,,
B,"At just a small,",,,
B,"I mean they, they, they are it is a select, college.",,,
A,"Yes,",,,
A,"yes,",,,
A,I know.,,,
A,"I was actually, I I was thinking of trying to get a job there",,,
A,I heard of it.,,,
B,"Oh, yeah.",,,
B,"But, you're talking incredible tuitions now.",,,
A,Uh-uh.,,,
B,I don't know how many people actually pay the whole shot.,,,
B,Very few I would imagine.,,,
A,Yeah.,,,
B,"But, uh, I get,",,,
B,I just couldn't,,,
B,"I mean it's more money that I make in a year,",,,
B,so,,,
B,"You know, it, you know,",,,
B,"me being one person with a above the median income, for New York state, you know,",,,
A,Yeah.,,,
B,"I'm a I'm a second lieutenant in the Air Force now,",,,
B,"and, uh, I,",,,
A,Uh-huh.,,,
B,"even as a somebody making twice what I was making, how could you put half of that into, to your child's education",,,
A,Uh-huh.,,,
B,"and then just when they make, made, make it to the college years it's,",,,
A,"Yeah,",,,
A,yeah.,,,
B,"My God, I can't imagine.",,,
A,"Well, my, my real feeling about, about the purpose of undergraduate education is it's really the time,",,,
A,"yes,",,,
A,"you do get an education, you do learn some things,",,,
A,but you eventually forget most of it.,,,
B,Yes.,,,
A,But what you don't forget is the growing up.,,,
A,It's really the period when people become adults.,,,
A,I mean people who don't go to college become adults in other ways.,,,
A,"But, really,",,,
A,"it's the entry into adulthood, I think.",,,
A,"And I think that the best way to choose a college is to decide what kind of environment you want to be fostered in as you become, you know, as you gain new social skills, as you become, you know, more of a functioning member of society.",,,
A,"And maybe the Air Force Academy is a perfect,",,,
A,"as you said for someone who, you know, a more, you know, who needs to learn self-discipline and so forth would be appropriate for them.",,,
B,"Or, it's also a good environment,",,,
B,"it may be good for someone who already has self discipline, who has a certain amount of leadership quality in their own, that,",,,
A,"Yeah,",,,
A,and want to develop that.,,,
B,"And, that,",,,
B,"yeah,",,,
B,the,,,
B,it's the same.,,,
A,Uh-huh.,,,
B,It can benefit different people different ways.,,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,"But, uh, you know, I, I agree with that, because I see people that I know again, from high school, that I still keep in touch with, that didn't go to college Same patterns of behavior, same, uh, same socializing, same exact crowd that they hang with",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
A,"The same patterns of behavior, you mean?",,,
A,"Yeah,",,,
A,yeah.,,,
B,"and it's like, it's like frozen time, you know.",,,
A,"Exactly,",,,
A,"it's I find it kind of sad,",,,
A,I really do.,,,
B,It is.,,,
B,"It really is that they haven't found anything, anything better that, uh,",,,
B,"or their, their experiences haven't been broadened at all, to, to you know, you know,",,,
A,Uh-huh.,,,
B,"it's, it's a, it's a tremendous thing when you sit in a, in a college environment and discuss some issues and really sit there with people with disagreeing opinions",,,
B,and you hear all these different sides of the story that you never thought of,,,
A,Yeah.,,,
A,Right.,,,
B,"and, uh, that's another big thing I think people get out of college is the appreciation for different point, differing points of view, you know, or different opinions.",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
A,"Yeah,",,,
A,in high school everyone sort of tries to have the same opinion it seems.,,,
B,"Yeah,",,,
B,"exactly,",,,
B,yeah.,,,
A,"Yeah,",,,
A,"the, the one thing I think that's no good for anyone is these monster institutions.",,,
A,These institutions of thirty thousand students and such.,,,
B,"Oh I,",,,
A,And I see some freshmen wandering around in there,,,
A,"and they're they're just like, you know, someone from the country lost in the big city,",,,
A,"I mean, they, they,",,,
B,Yeah.,,,
A,"I don't see them getting,",,,
A,"I mean when I was undergraduate, I went to a, relatively small school for my first two years",,,
A,and then I transferred to a very large school.,,,
B,Uh-huh.,,,
A,And that worked out pretty well.,,,
A,"I went from a, you know, a second rate institution to a higher rate institution.",,,
B,Uh-huh.,,,
A,But the first couple of years it doesn't matter to me what the quality of the education was.,,,
A,I needed to make friends.,,,
A,I needed to sort of learn the ropes.,,,
A,"You know, there were things like that, that mattered a lot more",,,
A,"and I needed basic, really simple education that you can get, pretty much anywhere for the first couple of years.",,,
B,"Well, your education's a lot what you make of it, too,",,,
B,"so,",,,
A,"Yeah,",,,
A,"yeah,",,,
A,exactly.,,,
A,"And if you're alienated,",,,
A,"I mean I see people at supposedly really good universities who are just having psychological problems, that, you think this isn't sinking in.",,,
B,Yeah.,,,
B,"Well, I, I've seen more graduates from M I T",,,
B,"and that,",,,
A,Uh-huh.,,,
B,"being,",,,
B,"I work in a, in a an Air Force laboratory",,,
B,"and so we've got a lot of, uh, M I T graduates that are in there",,,
B,and they are the biggest collection of screwed up people that I think I've ever run into.,,,
A,"Yeah,",,,
A,yeah.,,,
B,"Even, even more so, uh, like, military academy grads are a strange lot, too,",,,
B,"I, I mean I have to confess to that.",,,
A,"Yeah,",,,
A,"it's sort of a, a rare select environment.",,,
B,"Yeah,",,,
B,"and they have their own quirks and tolerances and, you know, certain things that don't bother us at all, that would drive other people nuts",,,
A,Yeah.,,,
B,and then certain things that,,,
B,"ways, things we do,",,,
B,"the way we do it that drive other people nuts that,",,,
A,"Right,",,,
A,"right,",,,
A,sure.,,,
B,"But, these M I T grads are off in their absolute own world.",,,
B,"It, it's a,",,,
B,"I, I have more I have a lot of respect for M I T master's and doctorate, uh, degrees,",,,
A,Yeah.,,,
A,It's a top rated institution,,,
A,"and now I,",,,
B,"but they're undergrads are like,",,,
B,"I, I'm amazed, at, at that's a lot of them even graduated.",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,"But, uh, I don't know.",,,
A,"Well, I, I had known a lot of undergraduates who pick schools because they want the best reputation for a school. Not realizing that the reputation for M I T is because of the, of the doctorate research, and the professors who go there,",,,
B,Right.,,,
B,Right.,,,
A,and you're not going to see the professors,,,
B,Nope.,,,
A,"you know, you're going to see some T A, you know.",,,
A,"Uh, so they they, they want, you know, they want the best",,,
A,"and they don't think, they think what the best is, is, reputation for, for research",,,
B,Yeah.,,,
A,"and that's a one standard,",,,
A,"but it's not relevant, to what they need.",,,
B,No.,,,
B,"It's interesting that you mention,",,,
B,"and I didn't think about that before when you were talking,",,,
B,"but the service academies have all, all the faculty, uh, for the most part is, is military with a few exchange, professors from other, schools.",,,
A,Uh-huh.,,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,"But, uh, having the military faculty is really beneficial because they see it as doing their job and spending time with the cadets there, uh, is investing in the Air Force,",,,
B,"and it,",,,
A,Right.,,,
B,"or the, the military itself, it's the future officer corps",,,
B,"and so, I hear horror stories from friends of mine that they could never see their instructors,",,,
B,they could never get extra help.,,,
A,Uh-huh.,,,
B,For me any time I needed extra help any time of the day I had all my instructors home phone numbers,,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"and could call them,",,,
B,you go to their office anytime.,,,
B,"I had some instructors that, uh, would invite me over to their house for extended study things on weekends, when I was having trouble with something",,,
A,Huh.,,,
B,"and,",,,
A,"Yeah,",,,
A,you won't get that at M I T or virtually or anything like that.,,,
B,"No,",,,
B,"no,",,,
B,"and that,",,,
A,"And you you know, and you can't blame the professors either, because you look at their job description,",,,
B,No.,,,
A,"you'd you know,",,,
A,teaching is third down on the list of importance things,,,
A,"and,",,,
B,"Right,",,,
B,right.,,,
B,"Publish first,",,,
B,and the,,,
A,"yeah,",,,
A,"and, and that's appropriate if the university is trying to do serious research, because it's hard to be a researcher and a teacher at the same time.",,,
B,Right.,,,
A,"So I'd say go to a, go to a college that has teachers.",,,
A,People who really are committed to the students and can afford to be because that's their job.,,,
B,Yeah.,,,
A,"But, oh, well",,,
B,"Yeah,",,,
B,"it's, there's a lot of factors that people don't ever, ever consider in, in their selection of a college",,,
A,Uh-huh.,,,
B,"and, uh, I don't know,",,,
B,"maybe, I wonder if, if they enter these conversations that people have been having, uh ...",,,
