Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"Uh, I graduated in nineteen eighty-seven.",,,
A,"Oh, really?",,,
B,"Yeah,",,,
B,"my husband got his doctorate at B Y U,",,,
B,"so that's,",,,
B,and so he just graduated this past year.,,,
A,Oh.,,,
A,So you just barely moved away?,,,
B,Uh-huh,,,
B,"Yeah, Well, we really miss Utah",,,
A,Do you like it out there?,,,
B,We miss the mountains.,,,
A,You do?,,,
A,Yeah.,,,
B,"Because it's, like, really flat here",,,
B,"Well, not flat, but hilly.",,,
B,But no big mountains or anything.,,,
A,Uh-huh.,,,
A,So you just moved away a year ago?,,,
B,"Uh, in August.",,,
A,"Wow, really recent.",,,
B,Yeah.,,,
B,"But, uh, see, see what else can I say about the weather.",,,
B,"Uh, well, today was warmer",,,
B,It was like forty-five,,,
A,"Oh, warm",,,
B,"So, what's the temperature up today over there?",,,
A,"Oh, man,",,,
A,"it's got to be like, it's probably fifty, fifty-five, maybe.",,,
B,"Oh, really?",,,
A,Maybe not that warm.,,,
A,"Probably about, uh,",,,
A,yeah.,,,
A,"It's not, it's not that cold, really.",,,
B,"And whenever I remembered the weather reports in Utah, I never really remember them talking too much about wind chill.",,,
A,Yeah.,,,
B,But they talk about wind chill here all the time.,,,
A,"Yeah,",,,
A,"that's a big deal in Texas, too.",,,
B,"They said it could be, like, six degrees out and, like, negative forty-one wind chill.",,,
A,Um.,,,
B,"So, that's what we're not used to",,,
A,"Yeah,",,,
A,that's true.,,,
A,That makes a big difference. Huh.,,,
B,"So, oh, I,",,,
A,"So, did you used to ski when you were out here?",,,
B,What's that?,,,
A,Did you used to ski when you were in Utah?,,,
B,"Oh, I've only, I've only skied in Utah once.",,,
A,"Oh, really?",,,
B,I only skied once my whole life,,,
B,"But, do you do a lot of skiing there?",,,
A,"Uh, not tons,",,,
A,but I like to when I get a chance.,,,
B,Uh-huh.,,,
A,"I've only been once so far, but had the opportunity a couple times since then.",,,
A,Just saving my money for Christmas things and that.,,,
B,Yeah.,,,
B,So is this your first year in Utah?,,,
A,"Uh, no,",,,
A,this is actually my third year.,,,
B,And you're going to school there?,,,
A,Uh-huh.,,,
B,Oh.,,,
A,Yep.,,,
B,"At U of U,",,,
B,"or,",,,
A,"No,",,,
A,at B Y U.,,,
B,"Oh, really?",,,
A,Yeah.,,,
B,Oh.,,,
A,"So, but, I'll be here a long time at this rate.",,,
B,What's your major?,,,
A,"Uh, it was nursing,",,,
A,but I'm in the process of changing it right now.,,,
B,"Uh-huh,",,,
B,oh.,,,
A,"Because it's really, really competitive at B Y U.",,,
B,Yeah.,,,
A,You have to have like a three seven to get in,,,
A,"so, It's really,",,,
B,That's true.,,,
A,I'm going to look into some other fields.,,,
A,"I'd like,",,,
A,"all the science classes and that, I'm just not really enjoying too much",,,
A,so I think I better get into something that I can enjoy the process of going to school,,,
B,Uh-huh.,,,
A,"so,",,,
B,"Yeah,",,,
B,"that's, that's a good idea.",,,
A,Did you graduate in a certain field,,,
A,"or,",,,
B,"Uh, education.",,,
B,I got a double major.,,,
A,"In,",,,
B,"Uh, elementary and special ed.",,,
A,Really?,,,
B,Uh-huh.,,,
A,That what my sister did.,,,
B,"Oh, really?",,,
A,"Yeah,",,,
A,you might know her.,,,
A,"Here name is Lori, Bird.",,,
A,Maybe not,,,
A,"I think she graduated around then, too, though, eighty-seven probably,",,,
A,"but, she got her",,,
B,"Yeah,",,,
B,"well, I can't,",,,
B,"there are so many girls in all my classes,",,,
B,I can't remember how many people.,,,
A,"Yeah,",,,
A,yeah.,,,
A,"Because they, since, uh, stopped that program. I mean, where you can where you can get it double pretty easily.",,,
B,"Oh, have they?",,,
B,Oh.,,,
A,"I mean, it's, it's really,",,,
